rule	category	count	pct	examples
m b → ṃ b	anusvāra / nasal	7	0.71	likhannāste bhūmiṃ bahiravanataḥ prāṇadayito nirāhārāḥ sakhyaḥ satataruditocchūnanayanāḥ bhūmiṃ+bahis · iti dinaśataprāpyaṃ deśaṃ priyasya yiyāsato harati gamanaṃ bālālāpaiḥ sabāṣpagalajjalaiḥ gamanaṃ+bāla · kathamapi sakhi krīḍākopād vrajeti mayodite kaṭhinahṛdayastyaktvā śayyāṃ balād gata eva saḥ śayyāṃ+balād · mugdhe duṣkarametad ityatitarāmuktvā sahāsaṃ balād āliṅgya chalitāsmi tena kitavenādya pradoṣāgame hāsam→sahāsaṃ +balād
ḥ c → ś c	visarga	7	0.71	tasyāḥ sāndravilepanastanataṭapraśleṣamudrāṅkitaṃ kiṃ vakṣaścaraṇānativyatikaravyājena gopāyate vakṣaḥ+caraṇānati→vakṣaścaraṇānativyatikaravyājena · śītkārāñcitalocanā sarabhasaṃ yaiścumbitā māninī prāptaṃ tairamṛtaṃ mudhaiva mathito mūḍhaiḥ suraiḥ sāgaraḥ yaiḥ+cumbitā→yaiścumbitā · māninyāścaraṇānativyatikare bāṣpāmbupūrṇekṣaṇaṃ cakṣurjātamaho prapañcacaturaṃ jātāgasi preyasi māninyāḥ+caraṇānati→māninyāścaraṇānativyatikare · aṅgānāmatitānavaṃ kathamidaṃ kampaśca kasmātkuto mugdhe pāṇḍukapolamānanamiti prāṇeśvare pṛcchati kampaḥ+ca→kampaśca
ḥ e → Ø e	visarga	6	0.61	manyurduḥsaha eṣa yātyupaśamaṃ no sāntvavādaiḥ sphuṭaṃ he nistraṃśa vimuktakaṇṭhakaruṇaṃ tāvatsakhī roditu duḥsahaḥ→manyurduḥsaha +eṣa · kathamapi sakhi krīḍākopād vrajeti mayodite kaṭhinahṛdayastyaktvā śayyāṃ balād gata eva saḥ gata+eva · sutanu jahihi kopaṃ paśya pādānataṃ māṃ na khalu tava kadācitkopa evaṃvidho'bhūt kopaḥ→kadācitkopa +evaṃvidhaḥ · ghana ghaṭayituṃ niḥsnehaṃ tvāṃ ya eva nivartane prabhavati gavāṃ kiṃ naśchinnaṃ sa eva dhanañjayaḥ ya+eva
t v → d v	consonant / other	6	0.61	kathamapi sakhi krīḍākopād vrajeti mayodite kaṭhinahṛdayastyaktvā śayyāṃ balād gata eva saḥ kopāt→krīḍākopād +vraja · dampatyorniśi jalpatorgṛhaśukenākarṇitaṃ yadvacas tatprātargurusaṃnidhau nigadatastasyopahāraṃ vadhūḥ yat+vacaḥ→yadvacas · īṣadvakrimakaṃdharaḥ sapulakaḥ premollasanmānasām antarhāsalasatkapolaphalakāṃ dhūrto'parāṃ cumbati īṣat+vakrima→īṣadvakrimakaṃdharaḥ · ityukte kva tad ityudīrya sahasā tatsampramārṣṭuṃ mayā sāśliṣṭā rabhasena tatsukhavaśāttanvyāpi tad vismṛtam tad+vismṛtam
m y → ṃ y	anusvāra / nasal	6	0.61	dampatyorniśi jalpatorgṛhaśukenākarṇitaṃ yadvacas tatprātargurusaṃnidhau nigadatastasyopahāraṃ vadhūḥ ākarṇitam→jalpatorgṛhaśukenākarṇitaṃ +yat · śītkārāñcitalocanā sarabhasaṃ yaiścumbitā māninī prāptaṃ tairamṛtaṃ mudhaiva mathito mūḍhaiḥ suraiḥ sāgaraḥ sarabhasaṃ+yaiḥ · kopo yatra bhrūkuṭiracanā nigraho yatra maunaṃ yatrānyonyasmitamanunayo yatra dṛṣṭiḥ prasādaḥ maunaṃ+yatra · kimidamathavā satyaṃ mugdhe tvayā hi viniścitaṃ yad abhirucitaṃ tan me kṛtvā priye sukhamāsyatām viniścitaṃ+yad
m j → ṃ j	anusvāra / nasal	6	0.61	ruddhāyāmapi vāci sasmitamidaṃ dagdhānanaṃ jāyate dṛṣṭe nirvahaṇaṃ bhaviṣyati kathaṃ mānasya tasmiñjane ānanam→dagdhānanaṃ +jāyate · paṭālagne patyau namayati mukhaṃ jātavinayā haṭhāśleṣaṃ vāñchatyapaharati gātrāṇi nibhṛtam mukhaṃ+jāta · māninyāścaraṇānativyatikare bāṣpāmbupūrṇekṣaṇaṃ cakṣurjātamaho prapañcacaturaṃ jātāgasi preyasi caturam→prapañcacaturaṃ +jāta · kaṭhinahṛdaye muñca bhrāntiṃ vyalīkakathāśritāṃ piśunavacanair duḥkhaṃ netuṃ na yuktamimaṃ janam imam→yuktamimaṃ +janam
ḥ v → Ø v	visarga	6	0.61	āyātā vayamāgamiṣyati suhṛdvargasya bhāgyodayaiḥ saṃdeśo vada kastavābhilaṣitastīrtheṣu toyāñjaliḥ āyātā+vayam · sā bālā vayam apragalbhamanasaḥ sā strī vayaṃ kātarāḥ sā pīnonnatimatpayodharayugaṃ dhatte sakhedā vayam sakhedā+vayam · ete te kuṅkumāktastanakalaśabharāsphālanād ucchalantaḥ pītvā śītkārivaktraṃ śiśuharidṛśāṃ haimanā vānti vātāḥ haimanā+vānti · lolairlocanavāribhiḥ saśapathaiḥ pādapraṇāmaiḥ priyair anyāstā vinivārayanti kṛpaṇāḥ prāṇeśvaraṃ prasthitam tāḥ→anyāstā +vinivārayanti
r p → ḥ p	consonant / other	6	0.61	prātaḥ prātarupāgatena janitā nirnidratā cakṣuṣor mandāyāṃ mayi gauravavyapagamād utpāditaṃ lāghavam prātaḥ+prātar · na śaknotyākhyātuṃ smitamukhasakhīdattanayanā hriyā tāmyatyantaḥ prathamaparihāse navavadhūḥ antar→tāmyatyantaḥ +prathama · pītastuṣārakiraṇo madhunaiva sārdham antaḥ praviśya caṣake pratibimbavartī antaḥ+praviśya · antaḥpuṣpasugandhirārdrakavarī sarvāṅgalagnāmbaraṃ romāṇāṃ ramaṇīyatāṃ vidadhati grīṣmāparāhvāgame antar+puṣpa→antaḥpuṣpasugandhirārdrakavarī
i ā → y ā	vowel coalescence	6	0.61	na śaknotyākhyātuṃ smitamukhasakhīdattanayanā hriyā tāmyatyantaḥ prathamaparihāse navavadhūḥ śaknoti+ākhyātum→śaknotyākhyātuṃ · āśaṅkya praṇatiṃ paṭāntapihitau pādau karotyādarāt vyājenāgatamāvṛṇoti hasitaṃ na spaṣṭamudvīkṣate karoti+ādarāt→karotyādarāt · mayyālāpavati pratīpavacanaṃ sakhyā sahābhāṣate tasyāstiṣṭhatu nirbharapraṇayitā māno'pi ramyodayaḥ mayi+ālāpavati→mayyālāpavati · ityākṣipya yadā samastamaghṛṇo gantuṃ pravṛttaḥ śaṭhaḥ pūrvaṃ prāṇaparigraho dayitayā muktastato vallabhaḥ iti+ākṣipya→ityākṣipya
u a → v a	vowel coalescence	5	0.51	kṣipto hastāvalagnaḥ prasabham abhihato 'py ādadāno 'ṃśukāntaṃ gṛhṇan keśeṣvapāstaścaraṇanipatito nekṣitaḥ sambhrameṇa keśeṣu+apāstaḥ→keśeṣvapāstaścaraṇanipatito · ubhayametad upaitvathavā kṣayaṃ priyajanena na yatra samāgamaḥ upaitu+athavā→upaitvathavā · ekākinī vada kathaṃ na bibheṣi bāle nanvasti puṅkhitaśaro madanaḥ sahāyaḥ nanu+asti→nanvasti · ā dṛṣṭiprasarāt priyasya padavīmudvīkṣya nirviṇṇayā vicchinneṣu pathiṣvahaḥpariṇatau dhvānte samutsarpati pathiṣu+ahar→pathiṣvahaḥpariṇatau
i e → y e	vowel coalescence	5	0.51	yātāḥ kiṃ na milanti sundari punaścintā tvayā matkṛte no kāryā nitarāṃ kṛśāmi kathayatyevaṃ sabāṣpe mayi kathayati+evam→kathayatyevaṃ · priyam abhisarasyevaṃ mugdhe samāhataḍiṇḍimā yadi kimadhikatrāsotkampaṃ diśaḥ samudīkṣase abhisarasi+evam→abhisarasyevaṃ · sā yāvanti padānyalīkavacanairālījanaiḥ śikṣitā tāvantyeva kṛtāgaso drutataraṃ vyāhṛtya patyuḥ puraḥ tāvanti+eva→tāvantyeva · santyevātra gṛhe gṛhe yuvatayastāḥ pṛccha gatvādhunā preyāṃsaḥ praṇamanti kiṃ tava punardāso yathā vartate santi+eva→santyevātra
ā u → o	vowel coalescence	5	0.51	kathamapi sakhi krīḍākopād vrajeti mayodite kaṭhinahṛdayastyaktvā śayyāṃ balād gata eva saḥ mayā+udite→mayodite · parimlāne māne mukhaśaśini tasyāḥ karadhṛte mayi kṣīṇopāye praṇipatanamātraikaśaraṇe kṣīṇā+upāye→kṣīṇopāye · śayyopāntaniviṣṭasasmitamukhīnetrotsavānandito niryātaḥ śanakairalīkavacanopanyāsam ālījanaḥ śayyā+upānta→śayyopāntaniviṣṭasasmitamukhīnetrotsavānandito · sā patyuḥ prathamāparādhasamaye sakhyopadeśaṃ vinā no jānāti savibhramāṅgavalanāvakroktisaṃsūcanam sakhyā+upadeśam→sakhyopadeśaṃ
ḥ i → Ø i	visarga	5	0.51	sākrāntā jaghanasthalena guruṇā gantuṃ na śaktā vayaṃ doṣairanyajanāśritairapaṭavo jātāḥ sma ityadbhutam sma+iti · gate premābandhe praṇayabahumāne vigalite nivṛtte sadbhāve jana iva jane gacchati puraḥ jana+iva · līlātāmarasāhato 'nyavanitāniḥśaṅkadaṣṭādharaḥ kaścitkesaradūṣitekṣaṇa iva vyāmīlya netre sthitaḥ īkṣaṇaḥ→kaścitkesaradūṣitekṣaṇa +iva · dattaikaṃ saśucā gṛhaṃ prati padaṃ pānthastriyāsminkṣaṇe mā bhūdāgata ityamandavalitagrīvaṃ punarvīkṣitam āgataḥ→bhūdāgata +iti
aḥ g → o g	visarga	5	0.51	sphuṭo rekhānyāsaḥ kathamapi sa tādṛk pariṇato gatā yena vyaktaṃ punaravayavaiḥ saiva taruṇī pariṇato+gatā · kopāttāmrakapolabhittini mukhe dṛṣṭyā gataḥ pādayor utsṛṣṭo gurusannidhāvapi vidhirdvābhyāṃ na kālocitaḥ utsṛṣṭo+guru · ityākṣipya yadā samastamaghṛṇo gantuṃ pravṛttaḥ śaṭhaḥ pūrvaṃ prāṇaparigraho dayitayā muktastato vallabhaḥ aghṛṇaḥ→samastamaghṛṇo +gantuṃ · malayamarutāṃ vātā yātā vikāsitamallikāparimalabharo bhagno grīṣmastvamutsahase yadi bhagno+grīṣmaḥ
ḥ i → r i	visarga	4	0.4	hṛdayanihitaṃ bhāvākūtaṃ vamadbhirivekṣaṇaiḥ kathaya sukṛtī ko 'yaṃ mugdhe tvayādya vilokyate vamadbhiḥ+iva→vamadbhirivekṣaṇaiḥ · śrutvā nāmāpi yasya sphuṭaghanapulakaṃ jāyate'ṅgaṃ samantāt dṛṣṭvā yasyānanenduṃ bhavati vapuridaṃ candrakāntānukāri vapuḥ+idam→vapuridaṃ · purābhūdasmākaṃ niyatamavibhinnā tanuriyaṃ tato nu tvaṃ preyānvayamapi hatāśāḥ priyatamāḥ tanuḥ+iyam→tanuriyaṃ · na dṛṣṭeḥ śaithilyaṃ milana iti ceto dahati me nigūḍhāntaḥkopāt kaṭhinahṛdaye saṃvṛtiriyam saṃvṛtiḥ+iyam→saṃvṛtiriyam
ḥ d → r d	visarga	4	0.4	manyurduḥsaha eṣa yātyupaśamaṃ no sāntvavādaiḥ sphuṭaṃ he nistraṃśa vimuktakaṇṭhakaruṇaṃ tāvatsakhī roditu manyuḥ+duḥsahaḥ→manyurduḥsaha · tad utprekṣyotprekṣya priyasakhi gatāṃstāṃśca divasān na jāne ko heturdalati śatadhā yan na hṛdayam hetuḥ+dalati→heturdalati · kaṭhinahṛdaye muñca bhrāntiṃ vyalīkakathāśritāṃ piśunavacanair duḥkhaṃ netuṃ na yuktamimaṃ janam vacanaiḥ→piśunavacanair +duḥkhaṃ · kopāttāmrakapolabhittini mukhe dṛṣṭyā gataḥ pādayor utsṛṣṭo gurusannidhāvapi vidhirdvābhyāṃ na kālocitaḥ vidhiḥ+dvābhyām→vidhirdvābhyāṃ
iḥ t → Ø t	visarga	4	0.4	praharaviratau madhye vāhnastato'pi pare'thavā kimuta sakale jāte vāhṇi priya tvamihaiṣyasi priya+tvam · ajñānena parāṅmukhīṃ paribhavād āśliṣya māṃ duḥkhitāṃ kiṃ labdhaṃ caṭula tvayeha nayatā saubhāgyametāṃ daśām caṭula+tvayā · puṇyāhaṃ vraja maṅgalaṃ sudivasaṃ prātaḥ prayātasya te yatsnehocitamīhitaṃ priyatama tvaṃ nirgataḥ śroṣyasi priyatama+tvaṃ · idaṃ kṛṣṇaṃ kṛṣṇaṃ priyatama tanu śvetamatha kiṃ gamiṣyāmo yāmo bhavatu gamanenātha bhavatu priyatama+tanu
d k → t k	consonant / other	4	0.4	yātāḥ kiṃ na milanti sundari punaścintā tvayā matkṛte no kāryā nitarāṃ kṛśāmi kathayatyevaṃ sabāṣpe mayi mad+kṛte→matkṛte · jñāte'līkanimīlane nayanayordhūrtasya romāñcato lajjāsīn mama tena sāpyapahṛtā tatkālayogyaiḥ kramaiḥ tad+kāla→tatkālayogyaiḥ · sutanu jahihi kopaṃ paśya pādānataṃ māṃ na khalu tava kadācitkopa evaṃvidho'bhūt kadācid+kopaḥ→kadācitkopa · līlātāmarasāhato 'nyavanitāniḥśaṅkadaṣṭādharaḥ kaścitkesaradūṣitekṣaṇa iva vyāmīlya netre sthitaḥ kaścid+kesara→kaścitkesaradūṣitekṣaṇa
aḥ j → o j	visarga	4	0.4	adhvanyena vimuktakaṇṭhamakhilāṃ rātriṃ tathā kranditaṃ grāmīṇairvrajato janasya vasatirgrāme niṣiddhā yathā vrajataḥ→grāmīṇairvrajato +janasya · sākrāntā jaghanasthalena guruṇā gantuṃ na śaktā vayaṃ doṣairanyajanāśritairapaṭavo jātāḥ sma ityadbhutam apaṭavaḥ→doṣairanyajanāśritairapaṭavo +jātāḥ · prātarvāti madhau prakāmavikasadrājīvarājīrajo jālāmodamanoharo ratirasaglāniṃ haranmārutaḥ rajaḥ→prakāmavikasadrājīvarājīrajo +jāla · purā yenāvaṃ me ciramanusṛtā cittapadavī sa evānyo jātaḥ sakhi paricitāḥ kasya puruṣāḥ anyaḥ→evānyo +jātaḥ
a e → ai	vowel coalescence	4	0.4	paśyaitad dayitākucavyatikaronmṛṣṭāṅgarāgāruṇaṃ vakṣaste malatailapaṅkaśabalair veṇīpadairaṅkitam paśya+etat→paśyaitad · dattaikaṃ saśucā gṛhaṃ prati padaṃ pānthastriyāsminkṣaṇe mā bhūdāgata ityamandavalitagrīvaṃ punarvīkṣitam datta+ekam→dattaikaṃ · dṛṣṭenaiva mano hṛtaṃ dhṛtimuṣā prāṇeśvareṇādya me tatkenātra nirūpyamāṇanipuṇo mānaḥ samādhīyatām dṛṣṭena+eva→dṛṣṭenaiva · āvegādavadhīritaḥ priyatamastūṣṇīṃ sthitastatkṣaṇāt mā bhūḥ supta ivaiṣa mandavalitagrīvaṃ punarvīkṣitaḥ iva+eṣa→ivaiṣa
n a → nn a	consonant / other	4	0.4	ityanyonyavilakṣadṛṣṭicature tasminnavasthāntare savyājaṃ hasitaṃ mayā dhṛtiharo bāṣpastu muktastayā tasmin+avasthā→tasminnavasthāntare · yāsyāmiti samudyatasya gaditaṃ viśrabdham ākarṇitaṃ gacchandūramupekṣito muhurasau vyāvṛtya tiṣṭhannapi tiṣṭhan+api→tiṣṭhannapi · ekasmiñśayane vipakṣaramaṇīnāmagrahe mugdhayā sadyaḥ kopaparāṅmukhaṃ śayitayā cāṭūni kurvannapi kurvan+api→kurvannapi · deśairantaritā śataiśca saritāmurvībhṛtāṃ kānanair yatnenāpi na yāti locanapathaṃ kānteti jānannapi jānan+api→jānannapi
t i → d i	consonant / other	4	0.4	ityukte kva tad ityudīrya sahasā tatsampramārṣṭuṃ mayā sāśliṣṭā rabhasena tatsukhavaśāttanvyāpi tad vismṛtam tad+iti · tasya premṇastad idamadhunā vaiṣamaṃ paśya jātaṃ tvaṃ pādānte luṭhasi nahi me manyumokṣaḥ khalāyāḥ tat→premṇastad +idam · mugdhe duṣkarametad ityatitarāmuktvā sahāsaṃ balād āliṅgya chalitāsmi tena kitavenādya pradoṣāgame etat→duṣkarametad +iti · noktaḥ kasmād iti navavadhūceṣṭitaṃ cintayantī paścāttāpaṃ vahati taruṇī premṇi jāte rasajñā kasmād+iti
aḥ d → o d	visarga	4	0.4	sā yāvanti padānyalīkavacanairālījanaiḥ śikṣitā tāvantyeva kṛtāgaso drutataraṃ vyāhṛtya patyuḥ puraḥ āgasaḥ→kṛtāgaso +drutataraṃ · ityākṣipya yadā samastamaghṛṇo gantuṃ pravṛttaḥ śaṭhaḥ pūrvaṃ prāṇaparigraho dayitayā muktastato vallabhaḥ parigrahaḥ→prāṇaparigraho +dayitayā · kṛto dūrādeva smitamadhuramabhyudgamavidhiḥ śirasyājñā nyastā prativacanavatyānatimati kṛto+dūrāt · na dṛṣṭeḥ śaithilyaṃ milana iti ceto dahati me nigūḍhāntaḥkopāt kaṭhinahṛdaye saṃvṛtiriyam ceto+dahati
aḥ r → o r	visarga	4	0.4	sphuṭo rekhānyāsaḥ kathamapi sa tādṛk pariṇato gatā yena vyaktaṃ punaravayavaiḥ saiva taruṇī sphuṭo+rekhā · sotkaṇṭhaṃ muktakaṇṭhaṃ kaṭhinakucataṭāghātaśīrṇāśrubindu smṛtvā smṛtvā priyasya skhalitamṛduvaco rudyate pānthavadhvā vacaḥ→skhalitamṛduvaco +rudyate · prātarvāti madhau prakāmavikasadrājīvarājīrajo jālāmodamanoharo ratirasaglāniṃ haranmārutaḥ manoharaḥ→jālāmodamanoharo +rati · bhrūbhedo racitaḥ ciraṃ nayanayorabhyastamāmīlanaṃ roddhuṃ śikṣitamādareṇa hasitaṃ maune'bhiyogaḥ kṛtaḥ bhedaḥ→bhrūbhedo +racitaḥ
ḥ m → Ø m	visarga	4	0.4	bāle nātha vimuñca mānini ruṣaṃ roṣān mayā kiṃ kṛtaṃ khedo'smāsu na me'parādhyati bhavān sarve'parādhā mayi aparādhāḥ→sarve'parādhā +mayi · sakhyaivaṃ pratibodhitā prativacastāmāha bhītānanā nīcaiḥ śaṃsa hṛdi sthito nanu sa me prāṇeśvaraḥ śroṣyati sa+me · pīto yataḥ prabhṛti kāmapipāsitena tasyā mayādhararasaḥ pracuraḥ priyāyāḥ tasyā+mayā · caraṇapatanaṃ sakhyālāpā manoharacāṭavaḥ kṛśataratanorgāḍhāśleṣo haṭhātparicumbanam ālāpāḥ→sakhyālāpā +manohara
aḥ a → o a	visarga	3	0.3	jyākṛṣṭibaddhakhaṭakāmukhapāṇipṛṣṭhapreṅkhannakhāṃśucayasaṃvalito 'mbikāyāḥ saṃvalitaḥ→jyākṛṣṭibaddhakhaṭakāmukhapāṇipṛṣṭhapreṅkhannakhāṃśucayasaṃvalito +'mbikāyāḥ · kṣipto hastāvalagnaḥ prasabham abhihato 'py ādadāno 'ṃśukāntaṃ gṛhṇan keśeṣvapāstaścaraṇanipatito nekṣitaḥ sambhrameṇa ādadāno+aṃśuka · līlātāmarasāhato 'nyavanitāniḥśaṅkadaṣṭādharaḥ kaścitkesaradūṣitekṣaṇa iva vyāmīlya netre sthitaḥ āhataḥ→līlātāmarasāhato +anya
ḥ d → Ø d	visarga	3	0.3	āliṅgan yo 'vadhūtas tripurayuvatibhiḥ sāśrunetrotpalābhiḥ kāmīvārdrāparādhaḥ sa dahatu duritaṃ śāmbhavo vaḥ śarāgniḥ sa+dahatu · kānte katyapi vāsarāṇi gamaya tvaṃ mīlayitvā dṛśau svasti svasti nimīlayāmi nayane yāvan na śūnyā diśaḥ śūnyā+diśaḥ · ātmadrohiṇi durjanaiḥ pralapitaṃ karṇe'niśaṃ mā kṛthāś chinnasneharasā bhavanti puruṣā duḥkhānuvartyāḥ punaḥ puruṣā+duḥkha
d m → n m	consonant / other	3	0.3	ālolām alakāvalīṃ vilulitāṃ bibhraccalatkuṇḍalaṃ kiṃcin mṛṣṭaviśeṣakaṃ tanutaraiḥ khedāmbhasāṃ śīkaraiḥ kiṃcin+mṛṣṭa · supto'yaṃ sakhi supyatāmiti gatāḥ sakhyastato'nantaraṃ premāvāsitayā mayā saralayā nyastaṃ mukhaṃ tanmukhe tad+mukhe→tanmukhe · dhairyaṃ kartumapi sthirīkṛtamidaṃ cetaḥ kathaṃcin mayā baddho mānaparigrahe parikaraḥ siddhistu daivasthitā kathaṃcin+mayā
ḥ y → Ø y	visarga	3	0.3	tanvyā yat suratāntatāntanayanaṃ vaktraṃ rativyatyaye tattvāṃ pātu cirāya kiṃ hariharabrahmādibhirdaivataiḥ tanvyā+yat · malayamarutāṃ vātā yātā vikāsitamallikāparimalabharo bhagno grīṣmastvamutsahase yadi vātā+yātā · pratyāvṛttamukhī sabāṣpanayanā māṃ muñca muñceti sā kopātprasphuritādharā yadavadattatkena vismaryate adharāḥ→kopātprasphuritādharā +yat
ḥ l → r l	visarga	3	0.3	alasavalitaiḥ premārdrārdrair muhurmukulīkṛtaiḥ kṣaṇam abhimukhair lajjālolair nimeṣaparāṅmukhaiḥ abhimukhair+lajjā · lolairlocanavāribhiḥ saśapathaiḥ pādapraṇāmaiḥ priyair anyāstā vinivārayanti kṛpaṇāḥ prāṇeśvaraṃ prasthitam lolaiḥ+locana→lolairlocanavāribhiḥ · savrīḍair alasair nirantaraluṭhadbāṣpākulair locanaiḥ śvāsotkampakucaṃ nirīkṣya suciraṃ jīvāśayā vāritaḥ ākulaiḥ→nirantaraluṭhadbāṣpākulair +locanaiḥ
ḥ n → r n	visarga	3	0.3	alasavalitaiḥ premārdrārdrair muhurmukulīkṛtaiḥ kṣaṇam abhimukhair lajjālolair nimeṣaparāṅmukhaiḥ lolaiḥ→lajjālolair +nimeṣa · ciravirahiṇor utkaṇṭhārtiślathīkṛtagātrayor navamiva jagaj jātaṃ bhūyaścirād abhinandatoḥ gātrayoḥ→utkaṇṭhārtiślathīkṛtagātrayor +navam · savrīḍair alasair nirantaraluṭhadbāṣpākulair locanaiḥ śvāsotkampakucaṃ nirīkṣya suciraṃ jīvāśayā vāritaḥ alasair+nirantara
i u → y u	vowel coalescence	3	0.3	manyurduḥsaha eṣa yātyupaśamaṃ no sāntvavādaiḥ sphuṭaṃ he nistraṃśa vimuktakaṇṭhakaruṇaṃ tāvatsakhī roditu yāti+upaśamam→yātyupaśamaṃ · ityukte kva tad ityudīrya sahasā tatsampramārṣṭuṃ mayā sāśliṣṭā rabhasena tatsukhavaśāttanvyāpi tad vismṛtam iti+ukte→ityukte · ityukte kva tad ityudīrya sahasā tatsampramārṣṭuṃ mayā sāśliṣṭā rabhasena tatsukhavaśāttanvyāpi tad vismṛtam iti+udīrya→ityudīrya
s a → r a	consonant / other	3	0.3	likhannāste bhūmiṃ bahiravanataḥ prāṇadayito nirāhārāḥ sakhyaḥ satataruditocchūnanayanāḥ bahis+avanataḥ→bahiravanataḥ · dampatyoḥ śanakairapāṅgavalanān miśrībhavaccakṣuṣor bhagno mānakaliḥ sahāsarabhasaṃ vyāsaktakaṇṭhagraham śanakais+apāṅga→śanakairapāṅgavalanān · śayyopāntaniviṣṭasasmitamukhīnetrotsavānandito niryātaḥ śanakairalīkavacanopanyāsam ālījanaḥ śanakais+alīka→śanakairalīkavacanopanyāsam
ḥ g → r g	visarga	3	0.3	adhvanyena vimuktakaṇṭhamakhilāṃ rātriṃ tathā kranditaṃ grāmīṇairvrajato janasya vasatirgrāme niṣiddhā yathā vasatiḥ+grāme→vasatirgrāme · dampatyorniśi jalpatorgṛhaśukenākarṇitaṃ yadvacas tatprātargurusaṃnidhau nigadatastasyopahāraṃ vadhūḥ jalpatoḥ+gṛhaśukena→jalpatorgṛhaśukenākarṇitaṃ · ekasmiñśayane parāṅmukhatayā vītottaraṃ tāmyator anyonyasya hṛdi sthite'pyanunaye saṃrakṣatorgauravam saṃrakṣatoḥ+gauravam→saṃrakṣatorgauravam
t ā → d ā	consonant / other	3	0.3	ajñānena parāṅmukhīṃ paribhavād āśliṣya māṃ duḥkhitāṃ kiṃ labdhaṃ caṭula tvayeha nayatā saubhāgyametāṃ daśām paribhavād+āśliṣya · mugdhe duṣkarametad ityatitarāmuktvā sahāsaṃ balād āliṅgya chalitāsmi tena kitavenādya pradoṣāgame balād+āliṅgya · dattaikaṃ saśucā gṛhaṃ prati padaṃ pānthastriyāsminkṣaṇe mā bhūdāgata ityamandavalitagrīvaṃ punarvīkṣitam bhūt+āgataḥ→bhūdāgata
ā i → e	vowel coalescence	3	0.3	ajñānena parāṅmukhīṃ paribhavād āśliṣya māṃ duḥkhitāṃ kiṃ labdhaṃ caṭula tvayeha nayatā saubhāgyametāṃ daśām tvayā+iha→tvayeha · gāḍhāśleṣaviśīrṇacandanarajaḥpuñjaprakarṣādiyaṃ śayyā samprati komalāṅgi paruṣetyāropya māṃ vakṣasi paruṣā+iti→paruṣetyāropya · deśairantaritā śataiśca saritāmurvībhṛtāṃ kānanair yatnenāpi na yāti locanapathaṃ kānteti jānannapi kāntā+iti→kānteti
t e → d e	consonant / other	3	0.3	dṛṣṭvaikāsanasaṃsthite priyatame paścād upetyādarād ekasyā nayane pidhāya vihitakrīḍānubandhacchalaḥ ādarāt→upetyādarād +ekasyā · tvamapi vaśago mānavyādhervicintaya nātha he kisalayamṛdur jīved evaṃ kathaṃ pramadājanaḥ jīved+evaṃ · kṛto dūrādeva smitamadhuramabhyudgamavidhiḥ śirasyājñā nyastā prativacanavatyānatimati dūrāt+eva→dūrādeva
s s → ḥ s	consonant / other	3	0.3	vrajati ramaṇe niḥśvasyoccaiḥ stanasthitahastayā nayanasalilacchannā dṛṣṭiḥ sakhīṣu niveśitā uccais→niḥśvasyoccaiḥ +stana · prāsāde sā diśi diśi ca sā pṛṣṭhataḥ sā puraḥ sā paryaṅke sā pathi pathi ca sā tadviyogāturasya pṛṣṭhataḥ+sā · prāsāde sā diśi diśi ca sā pṛṣṭhataḥ sā puraḥ sā paryaṅke sā pathi pathi ca sā tadviyogāturasya puraḥ+sā
i i → ī	vowel coalescence	3	0.3	kāñcyā gāḍhatarāvaruddhavasanaprāntā kimarthaṃ punar mugdhākṣī svapitīti tatparijanaṃ svairaṃ priye pṛcchati svapiti+iti→svapitīti · svaṃ dṛṣṭvā karajakṣataṃ madhumadakṣībā vicāryerṣyayā gacchantī kva nu gacchasīti vidhṛtā bālā paṭānte mayā gacchasi+iti→gacchasīti · ahaṃ tenāhūtā kimapi kathayāmīti vijane samīpe cāsīnā sarasahṛdayatvād avahitā kathayāmi+iti→kathayāmīti
ḥ g → Ø g	visarga	3	0.3	gantuṃ niścitacetasi priyatame sarve samaṃ prasthitā gantavye sati jīvitapriyasuhṛtsārthaḥ kimu tyajyate prasthitā+gantavye · kopāttāmrakapolabhittini mukhe dṛṣṭyā gataḥ pādayor utsṛṣṭo gurusannidhāvapi vidhirdvābhyāṃ na kālocitaḥ dṛṣṭyā+gataḥ · tanvaṅgyā gurusannidhau nayanajaṃ yad vāri saṃstambhitaṃ tenāntargalitena manmathaśikhī sikto'nuṣaṅgodbhavaḥ aṅgāyāḥ→tanvaṅgyā +guru
ḥ j → r j	visarga	3	0.3	māninyāścaraṇānativyatikare bāṣpāmbupūrṇekṣaṇaṃ cakṣurjātamaho prapañcacaturaṃ jātāgasi preyasi cakṣuḥ+jātam→cakṣurjātamaho · tvamapi vaśago mānavyādhervicintaya nātha he kisalayamṛdur jīved evaṃ kathaṃ pramadājanaḥ mṛduḥ→kisalayamṛdur +jīved · muhuḥ kaṇṭhe lagnas taralayati bāṣpaḥ stanataṭaṃ priyo manyurjātastava niranurodhe na tu vayam manyuḥ+jātaḥ→manyurjātastava
