rule	category	count	pct	examples
aḥ g → o g	visarga	15	0.51	tasya caivaṃ krandato gotrajā janāḥ kautukācca militāḥ krandato+gotra · taṃ dhanadāyakaṃ gṛhe dṛṣṭvā jano vadati svāminvimalo gṛhe vidyate vimalaḥ→svāminvimalo +gṛhe · purodhā apyetadvacaḥ śrutvā dinapañcakaṃ vyavadhāne yācayitvā saviṣādo gṛhamagamat viṣādaḥ→saviṣādo +gṛham · anyadā yāvatsubhagā upapatinā saha gṛhāntarvidyeta tāvadbahiḥ sthānāt patir jhiṇṭahasto gṛhadvāri samāyayau hastaḥ→jhiṇṭahasto +gṛha
d p → t p	consonant / other	14	0.48	kumārgacāriṇaṃ taṃ kuputraṃ dṛṣṭvā tatpitā haridattaḥ sapatnīkaḥ atīva duḥkhitaḥ saṃjātaḥ tad+pitā→tatpitā · svabhartṛśuśrūṣāparayā tatpatnyā kopābhiviṣṭo nirbhartsitaḥ satpakṣihāyam uktaśca nāhaṃ balākeva tvatkopasthānam tad+patnyā→tatpatnyā · tataḥ pūrṇayā mūḍhayā tatpatireva samānītaḥ tad+patiḥ→tatpatireva · labdhvā ca tatprakṛtiṃ vimale bahirgate tadgṛhaṃ gatvā prabhutvaṃ cakāra tad+prakṛtim→tatprakṛtiṃ
ī ā → y ā	vowel coalescence	14	0.48	patyuśca samāgatasya tvaṃ coro 'sīti gantryārohaṇaṃ kuvato niṣedhaḥ kṛtaḥ gantrī+ārohaṇam→gantryārohaṇaṃ · tataḥ padminyāha madīyaḥ patiridaṃ guhyaṃ mamāgre kathamapi na brūte mayā śataśaḥ pṛṣṭo 'pi padminī+āha→padminyāha · kuṭṭinyāha kuṭṭinī+āha→kuṭṭinyāha · mantryāha yadyapi gṛhaduścaritamakathyam mantrī+āha→mantryāha
ḥ e → Ø e	visarga	14	0.48	tataḥ sa evaṃ kṛtvā rājño 'grato gatvā sarvaṃ nivedayāmāsa sa+evaṃ · so 'pi ca padminīpatiruktaḥ re tvadīya evāyamanarthaḥ tvadīya+eva · sa evātmīyahāsyasya matsyahāsyasya ca kāraṇaṃ vaktā sa+eva · sa ca brāhmaṇa evamiti jalpati brāhmaṇa+evam
ḥ ā → Ø ā	visarga	13	0.44	sa prāha kathametat śuka āha asti pañcapuraṃ nāma nagaram śuka+āha · tā āhuḥ na jānīmaḥ tā+āhuḥ · śuka āha yadi na yāsi tadā kathayāmi śuka+āha · tatastayā pṛṣṭaḥ śuka āha mantriṇoktam kiyanti dināni saṅgamasya yuṣmākaṃ prayāṇe śuka+āha
ḥ v → Ø v	visarga	13	0.44	kautukānveṣiṇo nityaṃ durjanā vyasanāgame durjanā+vyasana · tataḥ sa viḍambitaḥ sacivena sa+viḍambitaḥ · paścāttāpo 'tra bhavitā bhāryāyā vaṇijo yathā bhāryāyā+vaṇijo · buddhiṃ tasyāpakarṣanti na sa vetyātmano hitam sa+vā
s p → ḥ p	consonant / other	13	0.44	tataḥ pūrṇayā mūḍhayā tatpatireva samānītaḥ tataḥ+pūrṇayā · tataḥ prabhāvatī pṛcchati kā yaśodevī tataḥ+prabhāvatī · tataḥ padminyāha madīyaḥ patiridaṃ guhyaṃ mamāgre kathamapi na brūte mayā śataśaḥ pṛṣṭo 'pi tataḥ+padminī · tataḥ padminyāha madīyaḥ patiridaṃ guhyaṃ mamāgre kathamapi na brūte mayā śataśaḥ pṛṣṭo 'pi śataśaḥ+pṛṣṭo
ā ā → ā	vowel coalescence	13	0.44	kathayanti na yācante bhikṣāhārā gṛhe gṛhe bhikṣā+āhārāḥ→bhikṣāhārā · kṣutkṣāmasya karaṇḍapiṇḍitatanormlānendriyasya kṣudhā kṛtvākhurvivaraṃ svayaṃ nipatito naktaṃ mukhe bhoginaḥ kṛtvā+ākhuḥ→kṛtvākhurvivaraṃ · sthagikāsaktacittasya viprasyābhūtpurā yathā sthagikā+āsakta→sthagikāsaktacittasya · yadāgrahaparo loke vilakṣo vikramārkavat yadā+āgraha→yadāgrahaparo
m h → ṃ h	anusvāra / nasal	12	0.41	taṃ haridattaṃ kuputraduḥkhena pīḍitaṃ dṛṣṭvā tasya sakhā trivikramanāmā dvijaḥ svagṛhato nītinipuṇaṃ śukaṃ sārikāṃ ca gṛhītvā tadgṛhe gatvā prāha sakhe haridatta enaṃ śukaṃ sapatnīkaṃ putravattvaṃ paripālaya taṃ+haridattaṃ · tataḥ kṣaṇaṃ sthitvā sveṣṭadevatāṃ hṛdi smṛtvā tāmbūlaṃ pragṛhya yāvaccalitā tāvat śukaḥ prāha siddhirastu iṣṭadevatām→sveṣṭadevatāṃ +hṛdi · kiṃ tvayā evaṃvidhaṃ matsyānāṃ hāsyaṃ dṛṣṭaṃ śrutaṃ vā matsyānāṃ+hāsyaṃ · ślokārthe prastutārthe ca matsyānāṃ hasanaṃ budhāḥ matsyānāṃ+hasanaṃ
ḥ p → Ø p	visarga	12	0.41	sa prāha kathametat śuka āha asti pañcapuraṃ nāma nagaram sa+prāha · sa pathiko dampatyoḥ pūgapatroccayaṃ dadāti sa+pathiko · sa parābhavamāpnoti govindo brāhmaṇo yathā sa+parābhavam · sa purohitaḥ tad uttaram ajānan purastād rājñā nirvāsyate sa+purohitaḥ
t c → c c	consonant / other	12	0.41	tataḥ kṣaṇaṃ sthitvā sveṣṭadevatāṃ hṛdi smṛtvā tāmbūlaṃ pragṛhya yāvaccalitā tāvat śukaḥ prāha siddhirastu yāvat+calitā→yāvaccalitā · tasya caivaṃ krandato gotrajā janāḥ kautukācca militāḥ kautukāt+ca→kautukācca · yacca tayā bhuktaṃ tadgovindo jānāti itarastu na yat+ca→yacca · tacca sindūraṃ yogīndrameva yayau tat+ca→tacca
ā e → ai	vowel coalescence	12	0.41	sā tathaiva samaṃ tābhirdvitīyo 'hni niśāmukhe tathā+eva→tathaiva · buddhirasti yadaiṣā te vraja subhru parāntikam yadā+eṣā→yadaiṣā · tato 'haṃ tvayaiva saha gamiṣye nānyathā tvayā+eva→tvayaiva · yadā na ko 'pi jānāti tadā sarvadvijāgresaraṃ purohitaṃ prāha yathā tvayaiva matsyahāsyakāraṇaṃ kathanīyamanyathā tvaṃ deśānnirvāsaṃ prāpnoṣi tvayā+eva→tvayaiva
t m → n m	consonant / other	12	0.41	tasmānmayā jīvitumicchatā dvijaiḥ saha paradeśaṃ gantavyam tasmāt+mayā→tasmānmayā · tasmānmatsyahāsyakāraṇe nivedaya tasmāt+matsya→tasmānmatsyahāsyakāraṇe · śukaḥ prāha prātaḥ punarbālapaṇḍitām ākārayitvā rājā prāha kiṃ tanmatsyahāsyakāraṇam brūhi śīghraṃ bālike sā cāha tat+matsya→tanmatsyahāsyakāraṇam · yathā āgrahānmāṃ matsyahāsyakāraṇaṃ pṛcchasi tathā tamapi pṛccha hāsyakāraṇam āgrahāt+mām→āgrahānmāṃ
t v → d v	consonant / other	11	0.37	tasmādvaṇigdharmaṃ svakulodbhavaṃ smara pitrośca vinayaparo bhava tasmāt+vaṇij→tasmādvaṇigdharmaṃ · indrātprabhutvaṃ jvalanātpratāpaṃ krodhaṃ yamādvaiśravaṇācca vittam yamāt+vaiśravaṇāt→yamādvaiśravaṇācca · paraṃ dravyaṃ kuto 'smākaṃ vitarati kasmādvilasatīti kasmāt+vilasati→kasmādvilasatīti · evaṃvidhaṃ ca pātakaṃ kvāpi na dṛṣṭaṃ yadvadhūpādāt śvaśuro nūpuraṃ gṛhṇāti yat+vadhū→yadvadhūpādāt
ī i → ī	vowel coalescence	11	0.37	pratyuttaraṃ samāyāte yaśodevīva saṅkaṭe yaśodevī+iva→yaśodevīva · sa ca rājaśekharo dravyādidānatoṣitaḥ sakhīyamiti kṛtvā na nivārayāmāsa sakhī+iyam→sakhīyamiti · yadi te 'sti sakhī yāhi śṛṅgārīva sahāyinī śṛṅgārī+iva→śṛṅgārīva · sāpi satīti samastalokaiḥ pūjitā svabhavanaṃ jagāma satī+iti→satīti
m dh → ṃ dh	anusvāra / nasal	10	0.34	tāṃ dhanasenasuto vīranāmā dṛṣṭvā sakāmaḥ san jvarapīḍito 'bhūt tāṃ+dhanasena · taṃ dhanadāyakaṃ gṛhe dṛṣṭvā jano vadati svāminvimalo gṛhe vidyate taṃ+dhana · śukaḥ sa rājā labdhopāyastadvimalabhāryādvayaṃ pṛthakpṛthaksaṃsthāpya pṛṣṭavān kiṃ yuvayoḥ pāṇigrahaṇe bhartrā vibhūṣaṇaṃ pradattaṃ dhanaṃ ca pradattaṃ+dhanaṃ · viṣṇurapi tāṃ gṛhītvā govindaṃ dharṣitavān govindaṃ+dharṣitavān
i u → y u	vowel coalescence	10	0.34	śukaḥ yadi prabhāvati adya na yāsi tadā kathayāmi ityukte sā āha kathayeti iti+ukte→ityukte · ityuktvā sā gṛhaṃ yayau iti+uktvā→ityuktvā · tato rājā prātardvijasutām āhūya bālapaṇḍitāṃ prāha tvayā ityuktaṃ yattvaṃ svayameva jñāsyasi iti+uktam→ityuktaṃ · tatastenoktam tvayā patyugre ityuktaṃ yanmadīyo bhrātā samāgataḥ pati+ugre→patyugre
aḥ h → o h	visarga	9	0.31	tatra sudhano nāma mohanaśreṣṭhisutaḥ tannagaravāsino haridattasya kalatraṃ lakṣmīṃ rantumīhate vāsinaḥ→tannagaravāsino +haridattasya · prajāpīḍanasantāpāt samudbhūto hutāśanaḥ samudbhūto+hutāśanaḥ · hasannapi nṛpo hanti mānayannapi durjanaḥ nṛpo+hanti · spṛśannapi gajo hanti jighrannapi bhujaṅgamaḥ gajo+hanti
as m → o m	consonant / other	9	0.31	tato māsopavāsinīṃ pūrṇābhidhānāṃ gatvā pūrṇadhanāvarjitāṃ kṛtvā haridatte nagarādbahirgate tadgṛhe dūtītvena preṣayāmāsa tato+māsopavāsinīṃ · tato mantrī tayorekamevottaraṃ śrutvā jātyādikaṃ pṛṣṭavān tato+mantrī · tato mantriṇā brāhmaṇau pṛthakpṛthakpṛṣṭau kimanayā kalye bhojanavelāyāṃ bhuktam tato+mantriṇā · matsyahasanottaraṃ rājñaḥ purato mayābhidheyamiti purato+mayā
aḥ j → o j	visarga	9	0.31	adhunā tu mayā parīkṣito jñātaśceti kopaṃ cakre parīkṣito+jñātaḥ · tatra govindanāmā brāhmaṇo jaḍo nirdhanaśca brāhmaṇo+jaḍo · yacca tayā bhuktaṃ tadgovindo jānāti itarastu na govindaḥ→tadgovindo +jānāti · tvayā ca mayi gatāyāṃ paścādasmadgṛhaṃ jvālanīyaṃ yathā gṛhakāryāsakto jano māṃ gatāṃ na jānāti āsaktaḥ→gṛhakāryāsakto +jano
ḥ k → Ø k	visarga	9	0.31	sa kathaṃ jīvatu iti praśnaḥ sa+kathaṃ · sa kathaṃ bhavatviti praśnaḥ sa+kathaṃ · sa kimeva manyate paramahilāṃ yo viparītaṃ jalpatyevam sa+kim · yo viparītaṃ manyate ... sa kimiva manyate striyamaparām sa+kim
s ś → ḥ ś	consonant / other	9	0.31	tataḥ śaśiprabhā sakaṇṭhagrāhaṃ ruditvā prāha māmapi kalyāṇi puruṣāntareṇa yojaya tataḥ+śaśiprabhā · tataḥ śakaṭaṃ mārgayitvā sabhāryakaḥ sa calitaḥ tataḥ+śakaṭaṃ · bālapaṇḍitā prāha yadi rājannevamapi mayā kathyamānaṃ na vetsi tataḥ śṛṇu tataḥ+śṛṇu · prabhuḥ prītisnigdhāṃ dṛśamapi na pāpeṣu visṛjet kutaḥ ślāghyāmājñāṃ praṇayarasasāndreṇa manasā kutaḥ+ślāghyām
as r → o r	consonant / other	9	0.31	tato rājñā tadavalokanāya prahitāḥ puruṣāḥ tato+rājñā · yato rājñāṃ duṣṭanigrahaḥ śiṣṭapālanaṃ ca svargāya yato+rājñāṃ · tato rājā ekānte tayornirṇayamacintayat tato+rājā · kenāpi saha saṃsāre kuto rājñā chalārthinā kuto+rājñā
t e → d e	consonant / other	9	0.31	tyajedekaṃ kulasyārthe grāmasyārthe kulaṃ tyajet tyajet+ekam→tyajedekaṃ · prāṇārthamete hi samācaranti mataṃ satāṃ yanna mataṃ tadeṣām tat+eṣām→tadeṣām · tataḥ sa mūḍho yāvadevaṃ kartuṃ bahirjagāma tāvattayā gṛhādupapatirniṣkāsitaḥ yāvat+evam→yāvadevaṃ · śuka āha yadeva manaso 'bhīṣṭaṃ tadeva kāryam yat+eva→yadeva
d k → t k	consonant / other	8	0.27	svabhartṛśuśrūṣāparayā tatpatnyā kopābhiviṣṭo nirbhartsitaḥ satpakṣihāyam uktaśca nāhaṃ balākeva tvatkopasthānam tvad+kopa→tvatkopasthānam · tataḥ sa mohanaḥ kathitavelopari nāgataḥ kiṃcit kāryādivaiyagryeṇa kiṃcit+kārya · tatkṣaṇāt haṭṭāni muktvā vaṇiksārtho militvā ārakṣikamantrimukhyānāṃ purataḥ phūccakre tad+kṣaṇāt→tatkṣaṇāt · svajano 'pi daridrāṇāṃ tatkṣaṇāddurjanāyate tad+kṣaṇāt→tatkṣaṇāddurjanāyate
i e → y e	vowel coalescence	8	0.27	ityevaṃ pṛṣṭābhyāṃ yathālabdhaṃ yathāvṛttaṃ yathāproktaṃ yathāsuptaṃ sarvaṃ tābhyāṃ kathitam iti+evam→ityevaṃ · ityevaṃ grāmyabrāhmaṇorohaviṣṇor viśvastaḥ ātmano nirodhasaṅgabhayāduttīrya taṃ gantrīvāhamārohayati iti+evam→ityevaṃ · taddevi yaḥ karotyevamavajñāṃ vṛddhaśikṣitaḥ karoti+evam→karotyevamavajñāṃ · purodhā apyetadvacaḥ śrutvā dinapañcakaṃ vyavadhāne yācayitvā saviṣādo gṛhamagamat api+etat→apyetadvacaḥ
aḥ dh → o dh	visarga	8	0.27	atha grāmādhipena viṣṇurmohinīyuto dhṛtaḥ yutaḥ→viṣṇurmohinīyuto +dhṛtaḥ · tathāpi kāminīlubdho dhikkṛtaḥ sādhubhistadā lubdhaḥ→kāminīlubdho +dhikkṛtaḥ · yato jano dhanamitraḥ jano+dhana · tāpaso dhyānaṃ śanairmuktvā evamuktavān tāpaso+dhyānaṃ
ḥ a → Ø a	visarga	8	0.27	iti śrutvā matsyā aṭṭahāsena tathā jahasuryathā nāgarikaloke śrutam matsyā+aṭṭahāsena · purodhā apyetadvacaḥ śrutvā dinapañcakaṃ vyavadhāne yācayitvā saviṣādo gṛhamagamat purodhā+api · so 'pi ca tatheti pratipādya nityaṃ maṇḍakapañcakaṃ bhāryāyā arpayati bhāryāyā+arpayati · mahilāraktāḥ puruṣāśchekā api na saṃbharanti ātmanām chekāḥ→puruṣāśchekā +api
t n → n n	consonant / other	8	0.27	yadā na ko 'pi jānāti tadā sarvadvijāgresaraṃ purohitaṃ prāha yathā tvayaiva matsyahāsyakāraṇaṃ kathanīyamanyathā tvaṃ deśānnirvāsaṃ prāpnoṣi deśāt+nirvāsam→deśānnirvāsaṃ · tato brāhmaṇo 'viralaṃ vṛttāntamācaṣṭe anena kāraṇena rājā māṃ nāgarānnirvāsayati nāgarāt+nirvāsayati→nāgarānnirvāsayati · prāṇārthamete hi samācaranti mataṃ satāṃ yanna mataṃ tadeṣām yat+na→yanna · tato dravyābhāve kuṭṭinyā gṛhānniṣkāsitaḥ gṛhāt+niṣkāsitaḥ→gṛhānniṣkāsitaḥ
ḥ n → Ø n	visarga	8	0.27	ye jātyādimahotsāhā nopagacchanti pārthivam utsāhāḥ→jātyādimahotsāhā +na · sanṛpā na vijānanti api sarvārthakovidāḥ nṛpāḥ→sanṛpā +na · bubhukṣitaḥ kiṃ na karoti pāpaṃ kṣīṇā narā niṣkaruṇā bhavanti kṣīṇā+narā · bubhukṣitaḥ kiṃ na karoti pāpaṃ kṣīṇā narā niṣkaruṇā bhavanti narā+niṣkaruṇā
i i → ī	vowel coalescence	8	0.27	tato yogīndro yadā tvametatsparśanaṃ kariṣyasi tadā hemnaḥ pañcaśatāni nityaṃ dāsyatītyuktvā viprāya paryaṅkīkṛtaṃ sindūramarpayāmāsa dāsyati+iti→dāsyatītyuktvā · tacca sindūraṃ yogīndrameva yayau yogi+indram→yogīndrameva · sa āha ne vedmīti vedmi+iti→vedmīti · patirapi kūpe patitā bhaviṣyatīti jñātvā dvāramudghāṭyabahirnirgataḥ bhaviṣyati+iti→bhaviṣyatīti
d s → t s	consonant / other	7	0.24	etatsaṃrakṣaṇena tava duḥkhaṃ dūrībhaviṣyati etad+saṃrakṣaṇena→etatsaṃrakṣaṇena · dhūrto 'sau matsutālubdho dhanahīno bhavatyasau mad+sutā→matsutālubdho · taṃ ta dṛṣṭvā gṛhe 'dya dhṛtaṃ nāsti ityuktvā dravyaṃ tatsakāśādādāya ghṛtānayanadambhena veśmato nirgatya ca sā bahirjāreṇa saha ciraṃ sthitā tad+sakāśāt→tatsakāśādādāya · tena ca guṇākareṇa pitaraṃ nirbhartsya tatsakāśānnūpuraṃ yācitam tad+sakāśāt→tatsakāśānnūpuraṃ
ḥ i → Ø i	visarga	7	0.24	mṛto mṛta iti jñātvā kṣaṇātsneho nivartate mṛta+iti · kadā kasminsaṅkaṭe tayā ka upāyaḥ kṛta iti kṛta+iti · uttaramapyāha śukaḥ sa brāhmaṇo viṣādāpannaḥ putryā bālapaṇḍitayā babhāṣe tāta kathamudvignacitta iva lakṣyase cittaḥ→kathamudvignacitta +iva · duḥkhopasarpaṇīyāśca rājāno bhujagā iva bhujagā+iva
t bh → d bh	consonant / other	7	0.24	pratipannapālane supuruṣāṇāṃ yad bhavatu tad bhavatu yad+bhavatu · pratipannapālane supuruṣāṇāṃ yad bhavatu tad bhavatu tad+bhavatu · pratipannapālane supuruṣāṇāṃ yad bhavatu tad bhavatu yad+bhavatu · pratipannapālane supuruṣāṇāṃ yad bhavatu tad bhavatu tad+bhavatu
u i → v i	vowel coalescence	7	0.24	svabhartari samāyāte sā kathaṃ bhavatviti kathaṃ gṛhaṃ yātviti tvaṃ sakhyastava vā kathayantu bhavatu+iti→bhavatviti · svabhartari samāyāte sā kathaṃ bhavatviti kathaṃ gṛhaṃ yātviti tvaṃ sakhyastava vā kathayantu yātu+iti→yātviti · sa kathaṃ bhavatviti praśnaḥ bhavatu+iti→bhavatviti · tadā sā kathaṃ bhavatviti praśnaḥ uttaramāha śukaḥ tataḥ śṛṅgāradevyā sā nagnīkṛtya gṛhādbahirniṣkāsitā bhavatu+iti→bhavatviti
ḥ d → r d	visarga	6	0.2	pitroste duḥkhinorduḥkhātpatatyaśrucayo bhuvi duḥkhinoḥ+duḥkhāt→duḥkhinorduḥkhātpatatyaśrucayo · yataḥ itaro 'pi na sāmānyo nṛpatirdivyarūpabhṛt nṛpatiḥ+divya→nṛpatirdivyarūpabhṛt · tatkāle ca patirdeśāntarādājagāma patiḥ+deśa→patirdeśāntarādājagāma · tasyāṃ ca bahirgatāyāṃ sa patirdvāraṃ gatvā suptaḥ patiḥ+dvāram→patirdvāraṃ
ḥ b → Ø b	visarga	6	0.2	evamuktaḥ sa brāhmaṇo vinayaparaṃ vyādhaṃ papraccha sa+brāhmaṇo · sānyadā govindaṃ patimityabravīt mama piturgehātsamāgatāyā bahūni dināni saṃjātāni samāgatāyāḥ→piturgehātsamāgatāyā +bahūni · uttaramapyāha śukaḥ sa brāhmaṇo viṣādāpannaḥ putryā bālapaṇḍitayā babhāṣe tāta kathamudvignacitta iva lakṣyase sa+brāhmaṇo · tataḥ sa brāhmaṇa ūrdhvabāhurjagāda tavāham atithirdhanārthī sa+brāhmaṇa
s k → ḥ k	consonant / other	6	0.2	abhavatkīrtimāṃlloke parataḥ kīrtibhājanam parataḥ+kīrti · tataḥ kṣaṇaṃ sthitvā sveṣṭadevatāṃ hṛdi smṛtvā tāmbūlaṃ pragṛhya yāvaccalitā tāvat śukaḥ prāha siddhirastu tataḥ+kṣaṇaṃ · trayamapi tu saṃvadati tataḥ kathaṃ niścayaḥ tataḥ+kathaṃ · yadā ca bahiḥ krīḍāṃ kṛtvā samāgatāyāḥ sa patirdvāraṃ nodghāṭayati tadā sā kūpe dṛṣadaṃ kṣiptvā dvāradeśa eva sthitā bahiḥ+krīḍāṃ
as y → o y	consonant / other	6	0.2	tato yāvatsā tāṃ sārikāṃ galamoṭanapūrvaṃ vināśayati tāvaduḍḍīya yayau tato+yāvat · tato yaśodevī tāṃ svasthīkṛtya bhartṛviditāṃ svagṛhaṃ nītvā svaputreṇa yojayāmāsa tato+yaśodevī · tato yogīndro yadā tvametatsparśanaṃ kariṣyasi tadā hemnaḥ pañcaśatāni nityaṃ dāsyatītyuktvā viprāya paryaṅkīkṛtaṃ sindūramarpayāmāsa tato+yogi · tato yathāsthānaṃ gatvā muñca yathā praguṇā syāt tato+yathāsthānaṃ
m l → ṃ l	anusvāra / nasal	6	0.2	tatra sudhano nāma mohanaśreṣṭhisutaḥ tannagaravāsino haridattasya kalatraṃ lakṣmīṃ rantumīhate kalatraṃ+lakṣmīṃ · tatastāṃ lakṣmīṃ pratividhāya guṇamohanārthe pradoṣe svagṛhe nināya tām→tatastāṃ +lakṣmīṃ · śuka āha nṛpaḥ ślokārtham ajānan na nidrāṃ lebhe nidrāṃ+lebhe · gatvaraṃ yauvanaṃ loke jīvitaṃ ca tathā calam yauvanaṃ+loke
ḥ n → r n	visarga	6	0.2	tato rājā ekānte tayornirṇayamacintayat tayoḥ+nirṇayam→tayornirṇayamacintayat · rogairgrahair nṛpairgrasto yo na vetti jaḍakriyaḥ grahaiḥ→rogairgrahair +nṛpaiḥ · tatra vaṇiksutaḥ sumatirnāma tasya priyā padminī nāma sumatiḥ+nāma→sumatirnāma · tato lokāpavāde 'pi saṃjāte 'nuraktastadīyaḥ patirna kimapi karṇe karoti patiḥ+na→patirna
ḥ g → r g	visarga	6	0.2	sānyadā govindaṃ patimityabravīt mama piturgehātsamāgatāyā bahūni dināni saṃjātāni pituḥ+gehāt→piturgehātsamāgatāyā · rogairgrahair nṛpairgrasto yo na vetti jaḍakriyaḥ rogaiḥ+grahaiḥ→rogairgrahair · uttamāḥ svaguṇaiḥ khyātā madhyamāśca piturguṇaiḥ pituḥ+guṇaiḥ→piturguṇaiḥ · janairguṇair asaṃbhāvyaṃ rājñā kathaṃ saṃbhāvyate janaiḥ+guṇaiḥ→janairguṇair
t y → d y	consonant / other	6	0.2	apradhānaḥ pradhānaḥ syādyadi seveta pārthivam syāt+yadi→syādyadi · pradhāno 'pyapradhānaḥ syādyadi sevāvivarjitaḥ syāt+yadi→syādyadi · tadyatra asmadīyasya balīvardasya sthānaṃ bhavati tatrāhaṃ svapimi tat+yatra→tadyatra · vibhātā rajanī tāvadyāvadevaṃ kṛtaṃ mayā tāvat+yāvat→tāvadyāvadevaṃ
iḥ p → Ø p	visarga	5	0.17	tena pāpena te vatsa patanaṃ devaśarmavat vatsa+patanaṃ · mā vṛkodara pādena ekādaśacamūpatim vṛkodara+pādena · anyasmindine prabhāvatī śukaṃ papraccha kīra punastanmatsyahāsyakāraṇaṃ rājñā jñātaṃ śrutaṃ na vā kīra+punar · evaṃ kṛtvā bahirnirgatya caraṇamaṇḍakaiḥ patiṃ gṛhāntardevīpurato nītvā jagāda nātha pūjaya gṛhādhidevatām nātha+pūjaya
iḥ n → Ø n	visarga	5	0.17	sā ca śukavacanaṃ śakunamiti kṛtvā prahasya tamāha he śukarāja narāntarāsvādaṃ vijñātuṃ pracalitāsmi rājaiḥ→śukarāja +nara · madhyamantramupāyaṃ ca so 'vaśyaṃ tāta na sthiraḥ tāta+na · śuka uttaraṃ dadau devi bālapaṇḍitā dvitīye 'hni saṃyāte rājānaṃ prāha deva nāgrahaḥ kartuṃ yujyate deva+na · sāpi snānaṃ kṛtvā yakṣasamīpamāgatya puṣpagandhādyairabhyarcya sarvalokānāṃ śṛṇvatāmuvāca bho bhagavanyakṣa nijabhartāramenaṃ ca grahilaṃ vinā yadyanyapuruṣaḥ spṛśati kadācana māṃ tadā tava jaṅghābhyāṃ sakāśānmama niṣkramaṇaṃ mā bhavatvityabhidhāya sarvalokasamakṣameva jaṅghayormadhye praviśya niṣkrāntā yakṣaiḥ→bhagavanyakṣa +nija
t b → d b	consonant / other	5	0.17	tato māsopavāsinīṃ pūrṇābhidhānāṃ gatvā pūrṇadhanāvarjitāṃ kṛtvā haridatte nagarādbahirgate tadgṛhe dūtītvena preṣayāmāsa nagarāt+bahis→nagarādbahirgate · tatastasyāḥ purā sā sakhī kapaṭādbrūte sakhi yadi tvaṃ mama purato guhyaṃ na kathayasi tatkaḥ snehaḥ kapaṭāt+brūte→kapaṭādbrūte · anyadā yāvatsubhagā upapatinā saha gṛhāntarvidyeta tāvadbahiḥ sthānāt patir jhiṇṭahasto gṛhadvāri samāyayau tāvat+bahis→tāvadbahiḥ · tadā sā kathaṃ bhavatviti praśnaḥ uttaramāha śukaḥ tataḥ śṛṅgāradevyā sā nagnīkṛtya gṛhādbahirniṣkāsitā gṛhāt+bahis→gṛhādbahirniṣkāsitā
t ś → cch	consonant / other	5	0.17	tacchrutvā hṛṣṭā pūrṇā tat+śrutvā→tacchrutvā · dharmāccharaṇyatāṃ yāti rājā sarvabhayāpahaḥ dharmāt+śaraṇya→dharmāccharaṇyatāṃ · tacchrutvā prabhāvatyāha kathametat tat+śrutvā→tacchrutvā · tacchrutvā prabhāvatyāha kathametat tat+śrutvā→tacchrutvā
iḥ s → Ø s	visarga	5	0.17	śukaḥ sā āgacchanneva svapatiriti jñātvā taṃ kacagrahaṃ pragṛhyaivamuvāca he śaṭha sarvadā tvamiti mamāgre jalpasi yanme tvāṃ vinā nānyā vallabhā asti śaṭha+sarvadā · tato he tāta sthirībhava tāta+sthirībhava · śuka sa matsyahāsyavyatikaro rājñā jñāto na veti śuka+sa · rāmo hemamṛgaṃ na vetti nahuṣo yāne yunakti dvijān viprādeva savatsadhenuharaṇe jātā matiścārjune devaiḥ→viprādeva +sa
s g → r g	consonant / other	5	0.17	labdhvā ca tatprakṛtiṃ vimale bahirgate tadgṛhaṃ gatvā prabhutvaṃ cakāra bahis+gate→bahirgate · sā patyau bahirgate upapatisahitā gṛhāntaḥ krīḍati bahis+gate→bahirgate · evaṃ nirbandhe kṛte 'pi sā suptaṃ patiṃ vihāya bahirgatā bahis+gatā→bahirgatā · tasyāṃ ca bahirgatāyāṃ sa patirdvāraṃ gatvā suptaḥ bahis+gatāyām→bahirgatāyāṃ
t i → d i	consonant / other	5	0.17	tatkathaya kathaṃ niścayaḥ syāditi praśnaḥ syāt+iti→syāditi · tayoktaṃ tarhi tvadīyaṃ jīvitaṃ rūpaṃ yauvanaṃ savamapi nirarthakameva yadidaṃ nājñāyi yat+idam→yadidaṃ · mantryāha svāmin yadidaṃ dvijaputryā gūḍhārthaṃ matsyahāsyakāraṇaṃ niveditaṃ tanmayā prakaṭīkṛtam yat+idam→yadidaṃ · pitrā coktaṃ yadiyaṃ parapuruṣeṇa saha suptā dṛṣṭā ato mayā nūpuraṃ gṛhītam yat+iyam→yadiyaṃ
s c → ś c	consonant / other	5	0.17	tataśca sā ātmano rūpalāvaṇyayauvanaṃ śuśoca tatas+ca→tataśca · tataścintitaṃ kimasau mama vidhāsyati uktaṃ ca tatas+cintitam→tataścintitaṃ · tataśca ekadā sa bhojanāya yadopaviṣṭastadā upapatiḥ kṛtasaṃketo mārge gacchan tayā dṛṣṭaḥ tatas+ca→tataśca · sā nitambinī anyedyuścalitā anyedyus+calitā→anyedyuścalitā
i ā → y ā	vowel coalescence	5	0.17	tato mantrī tayorekamevottaraṃ śrutvā jātyādikaṃ pṛṣṭavān jāti+ādikam→jātyādikaṃ · ye jātyādimahotsāhā nopagacchanti pārthivam jāti+ādi→jātyādimahotsāhā · dhavalānyātapatrāṇi vājinaśca manoramāḥ dhavalāni+ātapatrāṇi→dhavalānyātapatrāṇi · yadyāyāte patau vetsi dhanaśrīriva bhāṣitum yadi+āyāte→yadyāyāte
