rule	category	count	pct	examples
ī a → y a	vowel coalescence	1	0.2	dravyāśrayy aguṇavān saṃyogavibhāgeṣv akāraṇam anapekṣa iti guṇalakṣaṇam āśrayī→dravyāśrayy +aguṇavān
ṇām r → nāṃ r	anusvāra / nasal	1	0.2	rūpānāṃ rūpam rūpānāṃ+rūpam
as d → o d	consonant / other	1	0.2	sad iti yato dravyaguṇakarmasu yato+dravya
t l → l l	consonant / other	1	0.2	salliṅgāviśeṣād viśeṣaliṅgābhāvāccaiko bhāvaḥ sat+liṅga→salliṅgāviśeṣād
ḥ apaḥ → ḥ āpo	visarga	1	0.2	rūparasasparśavatya āpo dravāḥ snigdhāśca sparśavatyaḥ+āpo
apaḥ d → āpo d	visarga	1	0.2	rūparasasparśavatya āpo dravāḥ snigdhāśca āpo+dravāḥ
e ā → a ā	vowel coalescence	1	0.2	ta ākāśe na vidyante ta+ākāśe
s j → r j	consonant / other	1	0.2	sarpirjatumadhūcchiṣṭānāṃ pārthivānām agnisaṃyogād dravatādbhiḥ sāmānyam sarpis+jatu→sarpirjatumadhūcchiṣṭānāṃ
u m → v	consonant / other	1	0.2	saṃjñākarma tvasmadviśiṣṭānāṃ liṅgam tu+mad→tvasmadviśiṣṭānāṃ
i u → y u	vowel coalescence	1	0.2	tejasyuṣṇatā tejasi+uṣṇa→tejasyuṣṇatā
e p → asmin p	consonant / other	1	0.2	aparasmin paraṃ yugapad ayugapacciraṃ kṣipramiti kālaliṅgāni aparasmin+paraṃ
d c → c c	consonant / other	1	0.2	aparasmin paraṃ yugapad ayugapacciraṃ kṣipramiti kālaliṅgāni ayugapad+ciram→ayugapacciraṃ
s i → Ø i	consonant / other	1	0.2	ita idamiti yatastaddiśo liṅgam ita+idam
ī u → y u	vowel coalescence	1	0.2	tathā dakṣiṇā pratīcyudīcī ca pratīcī+udīcī→pratīcyudīcī
ḥ ś → Ø ś	visarga	1	0.2	śrotragrahaṇo yo'rthaḥ sa śabdaḥ sa+śabdaḥ
āt v → ato v	consonant / other	1	0.2	kāraṇato vikārāt kāraṇato+vikārāt
ḥ e → Ø e	visarga	1	0.2	anya eva heturityanapadeśaḥ anya+eva
m m → ṃ m	anusvāra / nasal	1	0.2	prayatnāyaugapadyājjñānāyaugapadyāccaikaṃ manaḥ ekam→prayatnāyaugapadyājjñānāyaugapadyāccaikaṃ +manaḥ
ḥ j → r j	visarga	1	0.2	na tu śarīraviśeṣād yajñadattaviṣṇumitrayor jñānaviśeṣaḥ viṣṇumitrayoḥ→yajñadattaviṣṇumitrayor +jñāna
s p → ḥ p	consonant / other	1	0.2	ātmasaṃyogas tvavipratiṣiddho mithaḥ pañcānām mithaḥ+pañcānām
aḥ m → o m	visarga	1	0.2	ātmasaṃyogas tvavipratiṣiddho mithaḥ pañcānām vipratiṣiddhaḥ→tvavipratiṣiddho +mithaḥ
aḥ h → o h	visarga	1	0.2	tathātmasaṃyogo hastamusalakarmaṇi saṃyogaḥ→tathātmasaṃyogo +hasta
ñcam g → g g	consonant / other	1	0.2	nodanaviśeṣābhāvān nordhvaṃ na tiryag gamanam tiryag+gamanam
a ū → o	vowel coalescence	1	0.2	nodanaviśeṣābhāvān nordhvaṃ na tiryag gamanam na+ūrdhvam→nordhvaṃ
t u → d u	consonant / other	1	0.2	nodanādādyamiṣoḥ karma karmakāritācca saṃskārāduttaraṃ tathottaram uttaraṃ ca saṃskārāt+uttaram→saṃskārāduttaraṃ
ā u → o	vowel coalescence	1	0.2	nodanādādyamiṣoḥ karma karmakāritācca saṃskārāduttaraṃ tathottaram uttaraṃ ca tathā+uttaram→tathottaram
ṃghātaḥ v → ṅghāto v	visarga	1	0.2	apāṃ saṅghāto vilayanaṃ ca tejasaḥ saṃyogāt saṅghāto+vilayanaṃ
ḥ ū → r ū	visarga	1	0.2	agnerūrdhvajvalanaṃ vāyośca tiryakpavanamaṇumanasoścādyaṃ karmetyadṛṣṭakāritāni agneḥ+ūrdhva→agnerūrdhvajvalanaṃ
ḥ y → Ø y	visarga	1	0.2	ātmasthe manasi saśarīrasya sukhaduḥkhābhāvaḥ sa yogaḥ sa+yogaḥ
v → ṇātmakarma v	consonant / other	1	0.2	kāyakarmaṇātmakarma vyākhyātam karma→kāyakarmaṇātmakarma +vyākhyātam
ḥ m → Ø m	visarga	1	0.2	tadabhāve saṃyogābhāvo'prādurbhāvaḥ sa mokṣaḥ sa+mokṣaḥ
a m → ās m	consonant / other	1	0.2	na cāsmadbuddhibhyo liṅgamṛṣeḥ ca+mad→cāsmadbuddhibhyo
āt d → ato d	consonant / other	1	0.2	samabhivyāhārato doṣaḥ samabhivyāhārato+doṣaḥ
d m → n m	consonant / other	1	0.2	tanmayatvāt tad+maya→tanmayatvāt
ḥ g → Ø g	visarga	1	0.2	uktā guṇāḥ uktā+guṇāḥ
m r → ṃ r	anusvāra / nasal	1	0.2	pṛthivyāṃ rūparasagandhasparśā dravyānityatvādanityāḥ pṛthivyāṃ+rūpa
ḥ n → Ø n	visarga	1	0.2	apsu tejasi vāyau ca kāraṇaguṇapūrvāḥ pākajā na vidyante jāḥ→pākajā +na
ḥ m → r m	visarga	1	0.2	aṇormahataścopalabdhyanupalabdhī nitye vyākhyāte aṇoḥ+mahataḥ→aṇormahataścopalabdhyanupalabdhī
m → yaviśeṣācca m	anusvāra / nasal	1	0.2	kāraṇabahutvāt kāraṇamahattvāt pracayaviśeṣācca mahat ca→pracayaviśeṣācca +mahat
t m → n m	consonant / other	1	0.2	vibhavān mahānākāśaḥ vibhavān+mahān
ḥ e → r e	visarga	1	0.2	ekatvapṛthaktvayor ekatvapṛthaktvābhāvo 'ṇutvamahattvābhyāṃ vyākhyātaḥ pṛthaktvayoḥ→ekatvapṛthaktvayor +ekatva
ḥ s → Ø s	visarga	1	0.2	iheti yataḥ kāryakāraṇayoḥ sa samavāyaḥ sa+samavāyaḥ
ḥ ā → Ø ā	visarga	1	0.2	mana ātmā ca mana+ātmā
yāḥ d → er d	visarga	1	0.2	guṇakarmasv asaṃnikṛṣṭeṣu jñānaniṣpatter dravyaṃ kāraṇaṃ kāraṇakāraṇaṃ ca niṣpattyāḥ→jñānaniṣpatter +dravyaṃ
m c → kāraṇaṃ c	anusvāra / nasal	1	0.2	guṇakarmasv asaṃnikṛṣṭeṣu jñānaniṣpatter dravyaṃ kāraṇaṃ kāraṇakāraṇaṃ ca kāraṇam→kāraṇakāraṇaṃ +ca
s e → Ø e	consonant / other	1	0.2	sāmānyaviśeṣeṣu sāmānyaviśeṣābhāvāt tata eva jñānam tata+eva
e i → a i	vowel coalescence	1	0.2	nāsti ghaṭo geha iti sato ghaṭasya gehasaṃyogapratiṣedhaḥ geha+iti
aḥ gh → o gh	visarga	1	0.2	nāsti ghaṭo geha iti sato ghaṭasya gehasaṃyogapratiṣedhaḥ sato+ghaṭasya
t s → cca s	consonant / other	1	0.2	dharmācca indriyadoṣāt saṃskārāccāvidyā doṣāt→dharmācca +saṃskārāt
i e → y e	vowel coalescence	1	0.2	ekārthasamavāyiṣu kāraṇāntareṣu darśanādekadeśa ityekasmin iti+ekasmin→ityekasmin
aḥ a → o '	visarga	1	0.2	dṛṣṭānāṃ dṛṣṭaprayojanānāṃ dṛṣṭābhāve prayogo 'bhyudayāya prayogo+'bhyudayāya
