rule	category	count	pct	examples
d s → t s	consonant / other	8	0.73	nīcairākhyaṃ girim adhivases tatra viśrāmahetos tvatsamparkāt pulakitam iva prauḍhapuṣpaiḥ kadambaiḥ tvad+samparkāt→tvatsamparkāt · tvatsaṃrodhāpagamaviśadaiś candrapādair niśīthe vyālumpanti sphuṭajalalavasyandinaś candrakāntāḥ tvad+saṃrodha→tvatsaṃrodhāpagamaviśadaiś · āloke te nipatati purā sā balivyākulā vā matsādṛśyaṃ virahatanu vā bhāvagamyaṃ likhantī mad+sādṛśyam→matsādṛśyaṃ · matsaṃdeśaiḥ sukhayitum alaṃ paśya sādhvīṃ niśīthe tām unnidrām avaniśayanāṃ saudhavātāyanasthaḥ mad+saṃdeśaiḥ→matsaṃdeśaiḥ
ḥ y → r y	visarga	8	0.73	yaḥ puṇyastrīratiparimalodgāribhir nāgarāṇām uddāmāni prathayati śilāveśmabhir yauvanāni veśmabhiḥ→śilāveśmabhir +yauvanāni · viśrāntaḥ san vraja vananadītīrajānāṃ niṣiñcannudyānānāṃ navajalakaṇair yūthikājālakāni kaṇaiḥ→navajalakaṇair +yūthikā · vidyuddāmasphuritacakitais tatra paurāṅganānāṃ lolāpāṅgair yadi na ramase locanair vañcito 'si apāṅgaiḥ→lolāpāṅgair +yadi · rājanyānāṃ śitaśaraśatair yatra gāṇḍīvadhanvā dhārāpātais tvam iva kamalāny abhyavarṣan mukhāni śataiḥ→śitaśaraśatair +yatra
m b → ṃ b	anusvāra / nasal	7	0.64	gantavyā te vasatir alakā nāma yakṣeśvarāṇāṃ bāhyodyānasthitaharaśiraścandrikādhautaharmyā īśvarāṇām→yakṣeśvarāṇāṃ +bāhya · garbhādhānakṣaṇaparicayān nūnam ābaddhamālāḥ seviṣyante nayanasubhagaṃ khe bhavantaṃ balākāḥ bhavantaṃ+balākāḥ · hitvā hālām abhimatarasāṃ revatīlocanāṅkāṃ bandhuprītyā samaravimukho lāṅgalī yāḥ siṣeve aṅkām→revatīlocanāṅkāṃ +bandhu · tām āyuṣman mama ca vacanād ātmanaś copakartuṃ brūyā evaṃ tava sahacaro rāmagiryāśramasthaḥ upakartum→copakartuṃ +brūyā
ḥ d → r d	visarga	7	0.64	tvāṃ cāvaśyaṃ divasagaṇanātatparām ekapatnīm avyāpannām avihatagatir drakṣyasi bhrātṛjāyām gatiḥ→avihatagatir +drakṣyasi · adreḥ śṛṅgaṃ harati pavanaḥ kiṃsvid ityunmukhībhir dṛṣṭotsāhaś cakitacakitaṃ mugdhasiddhāṅganābhiḥ unmukhābhiḥ→ityunmukhībhir +dṛṣṭa · jālodgīrṇair upacitavapuḥ keśasaṃskāradhūpair bandhuprītyā bhavanaśikhibhir dattanṛtyopahāraḥ śikhibhiḥ→bhavanaśikhibhir +datta · nīcair vāsyaty upajigamiṣor devapūrvaṃ giriṃ te śīto vāyuḥ pariṇamayitā kānanodumbarāṇām upajigamiṣor+deva
t i → d i	consonant / other	7	0.64	atrodbhrāntaḥ kila nalagiriḥ stambham utpāṭya darpād ity āgantūn ramayati jano yatra bandhūn abhijñaḥ darpād+ity · gaurīvaktrabhrukuṭiracanāṃ yā vihasyeva phenaiḥ śambhoḥ keśagrahaṇam akarod indulagnormihastā akarod+indu · ānandotthaṃ nayanasalilaṃ yatra nānyair nimittair nānyas tāpaṃ kusumaśarajād iṣṭasaṃyogasādhyāt jāt→kusumaśarajād +iṣṭa · hastanyastaṃ mukham asakalavyakti lambālakatvād indor dainyaṃ tvadanusaraṇakliṣṭakānter bibharti tvāt→lambālakatvād +indor
s k → ḥ k	consonant / other	6	0.55	tasya sthitvā kathamapi puraḥ kautukādhānahetorantarbāṣpaściram anucaro rājarājasya dadhyau puraḥ+kautuka · śuklāpāṅgaiḥ sajalanayanaiḥ svāgatīkṛtya kekāḥ pratudyātaḥ katham api bhavān gantum āśu vyavasyet atas→pratudyātaḥ +katham · utpaśyāmi tvayi taṭagate snigdhabhinnāñjanābhe sadyaḥ kṛttadviradadaśanacchedagaurasya tasya sadyaḥ+kṛtta · gatvā sadyaḥ kalabhatanutāṃ śīghrasaṃpātahetoḥ krīḍāśaile prathamakathite ramyasānau niṣaṇṇaḥ sadyaḥ+kalabha
ḥ u → r u	visarga	6	0.55	vakraḥ panthā yadapi bhavataḥ prasthitasyottarāśāṃ saudhotsaṅgapraṇayavimukho mā sma bhūr ujjayinyāḥ bhūr+ujjayinyāḥ · jālodgīrṇair upacitavapuḥ keśasaṃskāradhūpair bandhuprītyā bhavanaśikhibhir dattanṛtyopahāraḥ udgīrṇaiḥ→jālodgīrṇair +upacita · tatra vyaktaṃ dṛṣadi caraṇanyāsam ardhendumauleḥ śaśvat siddhair upacitabaliṃ bhaktinamraḥ parīyāḥ siddhair+upacita · prāleyādrer upataṭam atikramya tāṃs tān viśeṣān haṃsadvāraṃ bhṛgupatiyaśovartma yat krauñcarandhram prāleyādrer+upataṭam
ḥ n → Ø n	visarga	6	0.55	yatronmattabhramaramukharāḥ pādapā nityapuṣpā haṃsaśreṇīracitaraśanā nityapadmā nalinyaḥ pādapā+nitya · yatronmattabhramaramukharāḥ pādapā nityapuṣpā haṃsaśreṇīracitaraśanā nityapadmā nalinyaḥ raśanāḥ→haṃsaśreṇīracitaraśanā +nitya · yatronmattabhramaramukharāḥ pādapā nityapuṣpā haṃsaśreṇīracitaraśanā nityapadmā nalinyaḥ padmāḥ→nityapadmā +nalinyaḥ · kekotkaṇṭhā bhuvanaśikhino nityabhāsvatkalāpā nityajyotsnāḥ prahitatamovṛttiramyāḥ pradoṣāḥ kalāpāḥ→nityabhāsvatkalāpā +nitya
m dh → ṃ dh	anusvāra / nasal	6	0.55	matvā devaṃ dhanapatisakhaṃ yatra sākṣād vasantaṃ prāyaś cāpaṃ na vahati bhayān manmathaḥ ṣaṭpadajyam devaṃ+dhanapati · tatrāgāraṃ dhanapatigṛhān uttareṇāsmadīyaṃ dūrāl lakṣyaṃ surapatidhanuścāruṇā toraṇena āgāram→tatrāgāraṃ +dhanapati · sā saṃnyastābharaṇam abalā peśalaṃ dhārayantī śayyotsaṅge nihitam asakṛd duḥkhaduḥkhena gātram peśalaṃ+dhārayantī · vidyudgarbhaḥ stimitanayanāṃ tvatsanāthe gavākṣe vaktuṃ dhīraḥ stanitavacanair māninīṃ prakramethāḥ vaktuṃ+dhīraḥ
aḥ a → o a	visarga	5	0.46	meghāloke bhavati sukhino 'pyanyathāvṛtti cetaḥ kaṇṭhāśleṣapraṇayini jane kiṃ punardūrasaṃsthe sukhino+api · tenārthitvaṃ tvayi vidhivaśāddūrabandhurgato 'haṃ yācñā moghā varam adhiguṇe nādhame labdhakāmā gataḥ→vidhivaśāddūrabandhurgato +'haṃ · kaḥ saṃnaddhe virahavidhurāṃ tvayyupekṣeta jāyāṃ na syādanyo 'pyahamiva jano yaḥ parādhīnavṛttiḥ anyaḥ→syādanyo +api · pradyotasya priyaduhitaraṃ vatsarājo 'tra jahre haimaṃ tāladrumavanam abhūd atra tasyaiva rājñaḥ rājaḥ→vatsarājo +'tra
t ā → d ā	consonant / other	5	0.46	tvām ārūḍhaṃ pavanapadavīm udgṛhītālakāntāḥ prekṣiṣyante pathikavanitāḥ pratyayādāśvasantyaḥ pratyayāt+āśvasantyaḥ→pratyayādāśvasantyaḥ · tām āyuṣman mama ca vacanād ātmanaś copakartuṃ brūyā evaṃ tava sahacaro rāmagiryāśramasthaḥ vacanād+ātmanaś · śabdākhyeyaṃ yadapi kila te yaḥ sakhīnāṃ purastāt karṇe lolaḥ kathayitum abhūd ānanasparśalobhāt abhūd+ānana · paścād āvāṃ virahaguṇitaṃ taṃ tam ātmābhilāṣaṃ nirvekṣyāvaḥ pariṇataśaraccandrikāsu kṣapāsu paścād+āvāṃ
t u → d u	consonant / other	5	0.46	sthānād asmāt sarasaniculād utpatodaṅmukhaḥ khaṃ diṅnāgānāṃ pathi pariharan sthūlahastāvalepān niculāt→sarasaniculād +utpata · paścād uccairbhujataruvanaṃ maṇḍalenābhilīnaḥ sāṃdhyaṃ tejaḥ pratinavajapāpuṣparaktaṃ dadhānaḥ paścād+uccais · tām uttīrya vraja paricitabhrūlatāvibhramāṇāṃ pakṣmotkṣepād uparivilasatkṛṣṇaśāraprabhāṇām utkṣepāt→pakṣmotkṣepād +upari · arhasy antarbhavanapatitāṃ kartum alpālpabhāsaṃ khadyotālīvilasitanibhāṃ vidyudunmeṣadṛṣṭim vidyut+unmeṣa→vidyudunmeṣadṛṣṭim
ḥ bh → r bh	visarga	5	0.46	sadyaḥ sīrotkaṣaṇasurabhi kṣetram āruhya mālaṃ kiṃcit paścād vraja laghugatir bhūya evottareṇa gatiḥ→laghugatir +bhūya · nṛttārambhe hara paśupater ārdranāgājinecchāṃ śāntodvegastimitanayanaṃ dṛṣṭabhaktir bhavānyā bhaktiḥ→dṛṣṭabhaktir +bhavānyā · ye saṃrambhotpatanarabhasāḥ svāṅgabhaṅgāya tasmin muktādhvānaṃ sapadi śarabhā laṅghayeyur bhavantam laṅghayeyur+bhavantam · tābhyo mokṣas tava yadi sakhe gharmalabdhasya na syāt krīḍālolāḥ śravaṇaparuṣair garjitair bhāyayes tāḥ garjitair+bhāyayes
aḥ a → o '	visarga	5	0.46	na kṣudro 'pi prathamasukṛtāpekṣayā saṃśrayāya prāpte mitre bhavati vimukhaḥ kiṃ punar yas tathoccaiḥ kṣudro+'pi · vidyuddāmasphuritacakitais tatra paurāṅganānāṃ lolāpāṅgair yadi na ramase locanair vañcito 'si vañcito+'si · prāleyāstraṃ kamalavadanāt so 'pi hartuṃ nalinyāḥ pratyāvṛttastvayi kararudhi syād analpābhyasūyaḥ so+'pi · so 'tikrāntaḥ śravaṇaviṣayaṃ locanābhyām adṛṣṭas tvām utkaṇṭhāviracitapadaṃ manmukhenedam āha so+'tikrāntaḥ
ā u → o	vowel coalescence	5	0.46	na kṣudro 'pi prathamasukṛtāpekṣayā saṃśrayāya prāpte mitre bhavati vimukhaḥ kiṃ punar yas tathoccaiḥ tathā+uccais→tathoccaiḥ · kekotkaṇṭhā bhuvanaśikhino nityabhāsvatkalāpā nityajyotsnāḥ prahitatamovṛttiramyāḥ pradoṣāḥ kekā+utkaṇṭhāḥ→kekotkaṇṭhā · ādye baddhā virahadivase yā śikhā dāma hitvā śāpasyānte vigalitaśucā tāṃ mayodveṣṭanīyām mayā+udveṣṭanīyām→mayodveṣṭanīyām · sā saṃnyastābharaṇam abalā peśalaṃ dhārayantī śayyotsaṅge nihitam asakṛd duḥkhaduḥkhena gātram śayyā+utsaṅge→śayyotsaṅge
ā a → ā	vowel coalescence	5	0.46	jagdhvāraṇyeṣv adhikasurabhiṃ gandham āghrāya corvyāḥ sāraṅgās te jalalavamucaḥ sūcayiṣyanti mārgam jagdhvā+araṇyeṣu→jagdhvāraṇyeṣv · pādanyāsaiḥ kvaṇitaraśanās tatra līlāvadhūtai ratnacchāyākhacitavalibhiś cāmaraiḥ klāntahastāḥ līlā+avadhūtaiḥ→līlāvadhūtai · dṛṣṭe sūrye punarapi bhavān vāhayedadhvaśeṣaṃ mandāyante na khalu suhṛdām abhyupetārthakṛtyāḥ abhyupetā+artha→abhyupetārthakṛtyāḥ · saṃsarpantyā sapadi bhavataḥ srotasi chāyayāsau syād asthānopagatayamunāsaṃgamevābhirāmā chāyayā+asau→chāyayāsau
m l → ṃ l	anusvāra / nasal	5	0.46	vidyuddāmasphuritacakitais tatra paurāṅganānāṃ lolāpāṅgair yadi na ramase locanair vañcito 'si aṅganānām→paurāṅganānāṃ +lola · kurvan saṃdhyābalipaṭahatāṃ śūlinaḥ ślāghanīyām āmandrāṇāṃ phalam avikalaṃ lapsyase garjitānām vikalam→avikalaṃ +lapsyase · vidhunvantaṃ lalitavanitāḥ sendracāpaṃ sacitrāḥ saṃgītāya prahatamurajāḥ snigdhagambhīraghoṣam vidhunvantaṃ+lalita · āloke te nipatati purā sā balivyākulā vā matsādṛśyaṃ virahatanu vā bhāvagamyaṃ likhantī gamyam→bhāvagamyaṃ +likhantī
aḥ n → o n	visarga	5	0.46	veśyās tvatto nakhapadasukhān prāpya varṣāgrabindūn āmokṣyante tvayi madhukaraśreṇidīrghān kaṭākṣān tvatto+nakha · prekṣiṣyante gaganagatayo nūnam āvarjya dṛṣṭir ekaṃ muktāguṇam iva bhuvaḥ sthūlamadhyendranīlam gatayaḥ→gaganagatayo +nūnam · nirhrādas te muraja iva cet kandareṣu dhvaniḥ syāt saṃgītārtho nanu paśupates tatra bhāvī samagraḥ arthaḥ→saṃgītārtho +nanu · kekotkaṇṭhā bhuvanaśikhino nityabhāsvatkalāpā nityajyotsnāḥ prahitatamovṛttiramyāḥ pradoṣāḥ śikhinaḥ→bhuvanaśikhino +nitya
d k → t k	consonant / other	4	0.37	kaścit kāntāvirahaguruṇā svādhikārāt pramattaḥ śāpenāstaṃgamitamahimā varṣabhogyeṇa bhartuḥ kaścit+kāntā · tasyāḥ kiṃcit karadhṛtam iva prāptavānīraśākhaṃ hṛtvā nīlaṃ salilavasanaṃ muktarodhonitambam kiṃcit+kara · nirhrādas te muraja iva cet kandareṣu dhvaniḥ syāt saṃgītārtho nanu paśupates tatra bhāvī samagraḥ cet+kandareṣu · bhittvā sadyaḥ kisalayapuṭān devadārudrumāṇāṃ ye tatkṣīrasrutisurabhayo dakṣiṇena pravṛttāḥ tad+kṣīra→tatkṣīrasrutisurabhayo
ā ā → m ā	vowel coalescence	4	0.37	tvām ārūḍhaṃ pavanapadavīm udgṛhītālakāntāḥ prekṣiṣyante pathikavanitāḥ pratyayādāśvasantyaḥ tvām+ārūḍhaṃ · tvām āsārapraśamitavanopaplavaṃ sādhu mūrdhnā vakṣyaty adhvaśramaparigataṃ sānumān āmrakūṭaḥ tvām+āsāra · tvām āsādya stanitasamaye mānayiṣyanti siddhāḥ sotkampāni priyasahacarīsambhramāliṅgitāni tvām+āsādya · tvām ālikhya praṇayakupitāṃ dhāturāgaiḥ śilāyām ātmānaṃ te caraṇapatitaṃ yāvad icchāmi kartum tvām+ālikhya
aḥ b → o b	visarga	4	0.37	kāle kāle bhavati bhavato yasya saṃyogametya snehavyaktiściravirahajaṃ muñcato bāṣpamuṣṇam muñcato+bāṣpam · ambhobindugrahaṇacaturāṃś cātakān vīkṣamāṇāḥ śreṇībhūtāḥ parigaṇanayā nirdiśanto balākāḥ nirdiśanto+balākāḥ · tenodīcīṃ diśam anusares tiryag āyāmaśobhī śyāmaḥ pādo baliniyamanābhyudyatasyeva viṣṇoḥ pādo+bali · yasyopānte kṛtakatanayaḥ kāntayā vardhito me hastaprāpyastabakanamito bālamandāravṛkṣaḥ namitaḥ→hastaprāpyastabakanamito +bāla
d p → t p	consonant / other	4	0.37	mārgaṃ tāvacchṛṇu kathayatas tvatprayāṇānurūpaṃ saṃdeśaṃ me tadanu jalada śroṣyasi śrotrapeyam tvad+prayāṇa→tvatprayāṇānurūpaṃ · sadyaḥ sīrotkaṣaṇasurabhi kṣetram āruhya mālaṃ kiṃcit paścād vraja laghugatir bhūya evottareṇa kiṃcit+paścād · sthitvā tasmin vanacaravadhūbhuktakuñje muhūrtaṃ toyotsargadrutataragatis tatparaṃ vartma tīrṇaḥ tad+param→tatparaṃ · utpaśyāmi drutamapi sakhe matpriyārthaṃ yiyāsoḥ kālakṣepaṃ kakubhasurabhau parvate parvate te mad+priya→matpriyārthaṃ
ḥ j → r j	visarga	4	0.37	tasyās tiktair vanagajamadair vāsitaṃ vāntavṛṣṭir jambūkuñjapratihatarayaṃ toyam ādāya gaccheḥ vṛṣṭiḥ→vāntavṛṣṭir +jambu · ārādhyainaṃ śaravaṇabhavaṃ devam ullaṅghitādhvā siddhadvandvair jalakaṇabhayād vīṇibhir muktamārgaḥ dvaṃdvaiḥ→siddhadvandvair +jala · dhunvan kalpadrumakisalayāny aṃśukānīva vātair nānāceṣṭair jaladalalitair nirviśes taṃ nagendram ceṣṭaiḥ→nānāceṣṭair +jalada · tām utthāpya svajalakaṇikāśītalenānilena pratyāśvastāṃ samam abhinavair jālakair mālatīnām abhinavair+jālakair
ā e → ai	vowel coalescence	4	0.37	saubhāgyaṃ te subhaga virahāvasthayā vyañjayantī kārśyaṃ yena tyajati vidhinā sa tvayaivopapādyaḥ tvayā+eva→tvayaivopapādyaḥ · śroṇībhārād alasagamanā stokanamrā stanābhyāṃ yā tatra syād yuvatīviṣaye sṛṣṭir ādyaiva dhātuḥ ādyā+eva→ādyaiva · pādān indor amṛtaśiśirāñjalamārgapraviṣṭān pūrvaprītyā gatam abhimukhaṃ saṃnivṛttaṃ tathaiva tathā+eva→tathaiva · nanv ātmānaṃ bahu vigaṇayann ātmanaivāvalambe tatkalyāṇi tvam api nitarāṃ mā gamaḥ kātaratvam ātmanā+eva→ātmanaivāvalambe
ḥ dh → r dh	visarga	4	0.37	bhartuḥ kaṇṭhacchavir iti gaṇaiḥ sādaraṃ vīkṣyamāṇaḥ puṇyaṃ yāyās tribhuvanaguror dhāma caṇḍīśvarasya guroḥ→tribhuvanaguror +dhāma · śaṅkāspṛṣṭā iva jalamucas tvādṛśā jālamārgair dhūmodgārānukṛtinipuṇā jarjarā niṣpatanti mārgaiḥ→jālamārgair +dhūma · akṣayyāntarbhavananidhayaḥ pratyahaṃ raktakaṇṭhair udgāyadbhir dhanapatiyaśaḥ kiṃnarair yatra sārdham udgāyadbhir+dhanapati · yo vṛndāni tvarayati pathi śrāmyatāṃ proṣitānāṃ mandrasnigdhair dhvanibhir abalāveṇimokṣotsukāni snigdhaiḥ→mandrasnigdhair +dhvanibhir
i i → ī	vowel coalescence	4	0.37	gambhīrāyāḥ payasi saritaś cetasīva prasanne chāyātmāpi prakṛtisubhago lapsyate te praveśam cetasi+iva→cetasīva · śobhām adreḥ stimitanayanaprekṣaṇīyāṃ bhavitrīm aṃsanyaste sati halabhṛto mecake vāsasīva vāsasi+iva→vāsasīva · dhunvan kalpadrumakisalayāny aṃśukānīva vātair nānāceṣṭair jaladalalitair nirviśes taṃ nagendram aṃśukāni+iva→aṃśukānīva · tvayy āsanne nayanam uparispandi śaṅke mṛgākṣyā mīnakṣobhāc calakuvalayaśrītulām eṣyatīti eṣyati+iti→eṣyatīti
t m → n m	consonant / other	4	0.37	tasmād asyāḥ kumudaviśadāny arhasi tvaṃ na dhairyān moghīkartuṃ caṭulaśaphorodvartanaprekṣitāni dhairyān+moghīkartuṃ · matvā devaṃ dhanapatisakhaṃ yatra sākṣād vasantaṃ prāyaś cāpaṃ na vahati bhayān manmathaḥ ṣaṭpadajyam bhayān+manmathaḥ · asrais tāvan muhur upacitair dṛṣṭir ālupyate me krūras tasminn api na sahate saṃgamaṃ nau kṛtāntaḥ tāvan+muhur · etasmān māṃ kuśalinam abhijñānadānād viditvā mā kaulīnād asitanayane mayy aviśvāsinī bhūḥ etasmān+māṃ
aḥ r → o r	visarga	3	0.27	tasya sthitvā kathamapi puraḥ kautukādhānahetorantarbāṣpaściram anucaro rājarājasya dadhyau anucaro+rājarājasya · ā kailāsādbisakisalayacchedapātheyavantaḥ sampatsyante nabhasi bhavato rājahaṃsāḥ sahāyāḥ bhavato+rājahaṃsāḥ · tām āyuṣman mama ca vacanād ātmanaś copakartuṃ brūyā evaṃ tava sahacaro rāmagiryāśramasthaḥ sahacaro+rāmagiri
t n → n n	consonant / other	3	0.27	garbhādhānakṣaṇaparicayān nūnam ābaddhamālāḥ seviṣyante nayanasubhagaṃ khe bhavantaṃ balākāḥ paricayāt→garbhādhānakṣaṇaparicayān +nūnam · āśvāsyaivaṃ prathamavirahodagraśokāṃ sakhīṃ te śailād āśu trinayanavṛṣotkhātakūṭān nivṛttaḥ kūṭāt→trinayanavṛṣotkhātakūṭān +nivṛttaḥ · kaccit saumya vyavasitam idaṃ bandhukṛtyaṃ tvayā me pratyādeśān na khalu bhavato dhīratāṃ kalpayāmi pratyādeśān+na
s s → ḥ s	consonant / other	3	0.27	sadyaḥ sīrotkaṣaṇasurabhi kṣetram āruhya mālaṃ kiṃcit paścād vraja laghugatir bhūya evottareṇa sadyaḥ+sīra · tantrīm ārdrāṃ nayanasalilaiḥ sārayitvā kathaṃcid bhūyo bhūyaḥ svayam api kṛtāṃ mūrcchanāṃ vismarantī bhūyaḥ+svayam · tvām apy asraṃ navajalamayaṃ mocayiṣyaty avaśyaṃ prāyaḥ sarvo bhavati karuṇāvṛttir ārdrāntarātmā prāyaḥ+sarvo
ḥ i → r i	visarga	3	0.27	revāṃ drakṣyasyupalaviṣame vindhyapāde viśīrṇāṃ bhakticchedair iva viracitāṃ bhūtim aṅge gajasya bhakticchedair+iva · bhartuḥ kaṇṭhacchavir iti gaṇaiḥ sādaraṃ vīkṣyamāṇaḥ puṇyaṃ yāyās tribhuvanaguror dhāma caṇḍīśvarasya chaviḥ→kaṇṭhacchavir +iti · tasyās tīre racitaśikharaḥ peśalair indranīlaiḥ krīḍāśailaḥ kanakakadalīveṣṭanaprekṣaṇīyaḥ peśalair+indranīlaiḥ
ḥ g → r g	visarga	3	0.27	pāṇḍucchāyopavanavṛtayaḥ ketakaiḥ sūcibhinnair nīḍārambhair gṛhabalibhujām ākulagrāmacaityāḥ ārambhaiḥ→nīḍārambhair +gṛha · dhūtodyānaṃ kuvalayarajogandhibhir gandhavatyās toyakrīḍāniratayuvatisnānatiktair marudbhiḥ gandhibhiḥ→kuvalayarajogandhibhir +gandhavatyās · tābhyo mokṣas tava yadi sakhe gharmalabdhasya na syāt krīḍālolāḥ śravaṇaparuṣair garjitair bhāyayes tāḥ paruṣaiḥ→śravaṇaparuṣair +garjitair
ḥ d → Ø d	visarga	3	0.27	tvayy āsanne pariṇataphalaśyāmajambūvanāntāḥ sampatsyante katipayadinasthāyihaṃsā daśārṇāḥ haṃsāḥ→katipayadinasthāyihaṃsā +daśārṇāḥ · patraśyāmā dinakarahayaspardhino yatra vāhāḥ śailodagrās tvam iva kariṇo vṛṣṭimantaḥ prabhedāt śyāmāḥ→patraśyāmā +dinakara · ebhiḥ sādho hṛdayanihitair lakṣaṇair lakṣayethā dvāropānte likhitavapuṣau śaṅkhapadmau ca dṛṣṭvā lakṣayethā+dvāra
n t → ṃs t	anusvāra / nasal	3	0.27	hārāṃs tārāṃs taralaguṭikān koṭiśaḥ śaṅkhaśuktīḥ śaṣpaśyāmān marakatamaṇīn unmayūkhaprarohān hārāṃs+tārāṃs · hārāṃs tārāṃs taralaguṭikān koṭiśaḥ śaṅkhaśuktīḥ śaṣpaśyāmān marakatamaṇīn unmayūkhaprarohān tārāṃs+tarala · prāleyādrer upataṭam atikramya tāṃs tān viśeṣān haṃsadvāraṃ bhṛgupatiyaśovartma yat krauñcarandhram tāṃs+tān
aḥ l → o l	visarga	3	0.27	gambhīrāyāḥ payasi saritaś cetasīva prasanne chāyātmāpi prakṛtisubhago lapsyate te praveśam subhagaḥ→prakṛtisubhago +lapsyate · hitvā hālām abhimatarasāṃ revatīlocanāṅkāṃ bandhuprītyā samaravimukho lāṅgalī yāḥ siṣeve vimukhaḥ→samaravimukho +lāṅgalī · śāpānto me bhujagaśayanād utthite śārṅgapāṇau śeṣān māsān gamaya caturo locane mīlayitvā caturo+locane
t bh → d bh	consonant / other	3	0.27	brahmāvartaṃ janapadam atha chāyayā gāhamānaḥ kṣetraṃ kṣatrapradhanapiśunaṃ kauravaṃ tad bhajethāḥ tad+bhajethāḥ · pṛcchantī vā madhuravacanāṃ sārikāṃ pañjarasthāṃ kaccid bhartuḥ smarasi rasike tvaṃ hi tasya priyeti kaccid+bhartuḥ · vācālaṃ māṃ na khalu subhagaṃmanyabhāvaḥ karoti pratyakṣaṃ te nikhilam acirād bhrātar uktaṃ mayā yat acirād+bhrātar
a i → e	vowel coalescence	3	0.27	gaurīvaktrabhrukuṭiracanāṃ yā vihasyeva phenaiḥ śambhoḥ keśagrahaṇam akarod indulagnormihastā vihasya+iva→vihasyeva · tatra vyaktaṃ dṛṣadi caraṇanyāsam ardhendumauleḥ śaśvat siddhair upacitabaliṃ bhaktinamraḥ parīyāḥ ardha+indu→ardhendumauleḥ · vidhunvantaṃ lalitavanitāḥ sendracāpaṃ sacitrāḥ saṃgītāya prahatamurajāḥ snigdhagambhīraghoṣam sa+indracāpam→sendracāpaṃ
aḥ d → o d	visarga	3	0.27	taṃ ced vāyau sarati saralaskandhasaṃghaṭṭajanmā bādhetolkākṣapitacamarībālabhāro davāgniḥ bhāraḥ→bādhetolkākṣapitacamarībālabhāro +dava · vāmaś cāsyāḥ kararuhapadair mucyamāno madīyair muktājālaṃ ciraparicitaṃ tyājito daivagatyā tyājito+daiva · bhittvā sadyaḥ kisalayapuṭān devadārudrumāṇāṃ ye tatkṣīrasrutisurabhayo dakṣiṇena pravṛttāḥ surabhayaḥ→tatkṣīrasrutisurabhayo +dakṣiṇena
u ā → v ā	vowel coalescence	3	0.27	āsevante madhu ratiphalaṃ kalpavṛkṣaprasūtaṃ tvadgambhīradhvaniṣu śanakaiḥ puṣkareṣv āhateṣu puṣkareṣv+āhateṣu · nīvībandhocchvāsitaśithilaṃ yatra bimbādharāṇāṃ kṣaumaṃ rāgādanibhṛtakareṣv ākṣipatsu priyeṣu kareṣu→rāgādanibhṛtakareṣv +ākṣipatsu · nanv ātmānaṃ bahu vigaṇayann ātmanaivāvalambe tatkalyāṇi tvam api nitarāṃ mā gamaḥ kātaratvam nanv+ātmānaṃ
d m → n m	consonant / other	3	0.27	tanmadhye ca sphaṭikaphalakā kāñcanī vāsayaṣṭir mūle baddhā maṇibhir anatiprauḍhavaṃśaprakāśaiḥ tad+madhye→tanmadhye · so 'tikrāntaḥ śravaṇaviṣayaṃ locanābhyām adṛṣṭas tvām utkaṇṭhāviracitapadaṃ manmukhenedam āha mad+mukhena→manmukhenedam · dhārāsiktasthalasurabhiṇas tvanmukhasyāsya bāle dūrībhūtaṃ pratanum api māṃ pañcabāṇaḥ kṣiṇoti tvad+mukhasya→tvanmukhasyāsya
ḥ l → r l	visarga	3	0.27	ebhiḥ sādho hṛdayanihitair lakṣaṇair lakṣayethā dvāropānte likhitavapuṣau śaṅkhapadmau ca dṛṣṭvā lakṣaṇair+lakṣayethā · ebhiḥ sādho hṛdayanihitair lakṣaṇair lakṣayethā dvāropānte likhitavapuṣau śaṅkhapadmau ca dṛṣṭvā nihitaiḥ→hṛdayanihitair +lakṣaṇair · mām ākāśapraṇihitabhujaṃ nirdayāśleṣahetor labdhāyās te kathamapi mayā svapnasaṃdarśaneṣu hetoḥ→nirdayāśleṣahetor +labdhāyās
ḥ h → Ø h	visarga	2	0.18	ityautsukyādaparigaṇayan guhyakastaṃ yayāce kāmārtā hi prakṛtikṛpaṇāścetanācetaneṣu ārtāḥ→kāmārtā +hi · yatronmattabhramaramukharāḥ pādapā nityapuṣpā haṃsaśreṇīracitaraśanā nityapadmā nalinyaḥ puṣpāḥ→nityapuṣpā +haṃsa
ama h → e h	consonant / other	2	0.18	saṃtaptānāṃ tvamasi śaraṇaṃ tatpayoda priyāyāḥ saṃdeśaṃ me hara dhanapatikrodhaviśleṣitasya me+hara · yasyopānte kṛtakatanayaḥ kāntayā vardhito me hastaprāpyastabakanamito bālamandāravṛkṣaḥ me+hasta
s p → ḥ p	consonant / other	2	0.18	āśābandhaḥ kusumasadṛśaṃ prāyaśo hyaṅganānāṃ sadyaḥ pāti praṇayi hṛdayaṃ viprayoge ruṇaddhi sadyaḥ+pāti · āsevante madhu ratiphalaṃ kalpavṛkṣaprasūtaṃ tvadgambhīradhvaniṣu śanakaiḥ puṣkareṣv āhateṣu śanakaiḥ+puṣkareṣv
