rule	category	count	pct	examples
ḥ v → Ø v	visarga	6	0.61	nijasamucitās tās tāś ceṣṭā vikāraśatākulo yadi na kurute kākaḥ kāṇaḥ kadā nu kariṣyati ceṣṭā+vikāra · nṛtyantaḥ śikhino manoharam amī śrāvyaṃ paṭhantaḥ śukā vīkṣyante na ta eva khalviha ruṣā vāryanta evāthavā śukā+vīkṣyante · chinnas tṛptasuhṛt sa candanatarur yūyaṃ palāyyāgatā bhogābhyāsasukhāsikāḥ pratidinaṃ tā vismṛtās tatra vaḥ tā+vismṛtās · ye digdhveva kṛtā viṣeṇa kusṛtir yeṣāṃ kiyad bhaṇyate lokaṃ hantum anāgasaṃ dvirasanā randhreṣu ye jāgrati kṛtā+viṣeṇa
t d → d d	consonant / other	6	0.61	vyadhāsyad durvedhā hṛdayalaghimānaṃ yadi na te tvam evaiko lakṣmyāḥ paramam abhaviṣyaḥ padam iha vyadhāsyad+durvedhā · labdhaṃ cirād amṛtavat kim amṛtyave syād dīrghaṃ rasāyanavad āyur api pradadyāt syād+dīrghaṃ · paśyāmaḥ kim ayaṃ prapatsyata iti svalpābhrasiddhakriyair darpād dūram upekṣitena balavat karmeritair mantribhiḥ darpād+dūram · nairāśyātiśayātimātranibhṛtair niḥśvasya yad dṛśyase tṛṣyadbhiḥ pathikaiḥ kiyat tadadhikaṃ syād aurvadāhād ataḥ yad+dṛśyase
m dh → ṃ dh	anusvāra / nasal	6	0.61	sādhūtpātaghanaugha sādhu sudhiyā dhyeyaṃ dharāyām idaṃ ko 'nyaḥ kartum alaṃ tavaiva ghaṭate karmedṛśaṃ duṣkaram dhyeyaṃ+dharāyām · khadyoto 'pi na kampate pracalituṃ madhye 'pi tejasvināṃ dhik sāmānyam acetanaṃ prabhum ivānāmṛṣṭatattvāntaram tejasvināṃ+dhik · āsīd yas tu gavāṃ gaṇasya tilakas tasyaiva sampraty aho dhik kaṣṭaṃ dhavalasya jātajaraso goḥ paṇyam udghoṣyate kaṣṭaṃ+dhavalasya · mṛtyor āsyam ivātataṃ dhanur idaṃ cāśīviṣābhāḥ śarāḥ śikṣā sāpi jitārjunaprabhṛtikā sarvatra nimnā gatiḥ ātatam→ivātataṃ +dhanur
ḥ y → Ø y	visarga	5	0.51	baddhā yad arpaṇaraseṇa vimardapūrvam arthān kathaṃ jhaṭiti tān prakṛtān na dadyuḥ baddhā+yad · na samprāpto vṛddhiṃ sa yadi bhṛśam akṣetrapatitaḥ kim ikṣor doṣo 'yaṃ na punar aguṇāyā marubhuvaḥ sa+yadi · mūlaṃ cecchucipaṅkajaśrutir iyaṃ kasmād guṇā yady amī kiṃ chidrāṇi mṛṇāla bhavatas tattvaṃ na manyāmahe guṇā+yady · ūḍhā yena mahādhuraḥ suviṣame mārge sadaikākinā soḍho yena kadācid eva na nije goṣṭhe 'nyaśauṇḍadhvaniḥ ūḍhā+yena
aḥ bh → o bh	visarga	5	0.51	bahuvidhābhyupakārabharakṣamo bhavati ko 'pi bhavān iva sanmaṇiḥ kṣamaḥ→bahuvidhābhyupakārabharakṣamo +bhavati · pātaḥ pūṣṇo bhavati mahate nopatāpāya yasmāt kāle prāpte ka iha na yayur yānti yāsyanti vāstam pūṣṇo+bhavati · kiṃ kaustubhena vihito bhavato na nāma yācñāprasāritakaraḥ puruṣottamo 'pi vihito+bhavato · tatpratyarthitayā vṛto na tu kṛtaḥ samyak svatantro bhayāt svasthas tān na nipātayed iti yathākāmaṃ na saṃpoṣitaḥ svatantro+bhayāt
a i → e	vowel coalescence	5	0.51	māne necchati vārayaty upaśame kṣmām ālikhantyāṃ hriyāṃ svātantrye parivṛtya tiṣṭhati karau vyādhūya dhairyaṃ gate na+icchati→necchati · gate tasmin bhānau tribhuvanasamunmeṣavirahavyathāṃ candro neṣyaty anucitam ato nāsty asadṛśam na+iṣyati→neṣyaty · trailokyādbhutam īdṛśaṃ tu caritaṃ śeṣasya yenāpi sā pronmṛjyeva nivartitā viṣadharajñāteyadurvṛttitā pronmṛjya+iva→pronmṛjyeva · mattebhakumbhataṭapāṭanalampaṭasya nādaṃ kariṣyati kathaṃ hariṇādhipasya matta+ibha→mattebhakumbhataṭapāṭanalampaṭasya
t i → d i	consonant / other	5	0.51	asyaitad icchati yadi pratatāsu dikṣu tāḥ svacchaśītamadhurāḥ kva nu nāma nāpaḥ etat→asyaitad +icchati · pṛthugalavilāvṛttiśrāntoccariṣyati vāk cirādiyati samaye ko jānīte bhaviṣyati kasya kim cirāt+iyati→cirādiyati · tatpratyarthitayā vṛto na tu kṛtaḥ samyak svatantro bhayāt svasthas tān na nipātayed iti yathākāmaṃ na saṃpoṣitaḥ nipātayed+iti · na sambhavati kiṃ tv idaṃ bata vikāsidhāmnā vinā sad apy asad iva sthitaṃ sphuritam anta ojasvinām asad+iva
aḥ g → o g	visarga	5	0.51	labdhātmaprasareṇa rakṣitum athāśakyena muktvāśāniṃ sphītas tādṛg aho ghanena ripuṇā dagdho girigrāmakaḥ dagdho+giri · naiko 'rthitāni dadann arthijanāya khinno gṛhṇañ jarattṛṇalavaṃ tu na lajjate 'nyaḥ khinno+gṛhṇañ · maulau sanmaṇayo gṛhaṃ giriguhā tyāgitvam ātmatvaco niryatnopanataś caiva vṛttir anilair ekatra caryedṛśī maṇayaḥ→sanmaṇayo +gṛhaṃ · te 'pi krūracamūrucarmavasanair nītāḥ kṣayaṃ lubdhakair dambhasya sphuritaṃ vidann api jano jālmo guṇanīhate jālmo+guṇana
t y → d y	consonant / other	5	0.51	ihaikaś cūḍālo hy ajani kalaśād yasya sakalaiḥ pipāsor ambhobhiś culukam api no bhartum aśakaḥ kalaśād+yasya · puṃstvād api pravicaled yadi yady adho 'pi yāyād yadi praṇayane na mahān api syāt pravicaled+yadi · puṃstvād api pravicaled yadi yady adho 'pi yāyād yadi praṇayane na mahān api syāt yāyād+yadi · āsīd yas tu gavāṃ gaṇasya tilakas tasyaiva sampraty aho dhik kaṣṭaṃ dhavalasya jātajaraso goḥ paṇyam udghoṣyate āsīd+yas
ḥ n → Ø n	visarga	5	0.51	etās tā niravagrahograkarabhollīḍhārdharūḍhāḥ punaḥ śamyo bhrāmyasi mūḍha nirmaruti kiṃ mithyaiva martuṃ marau tā+niravagraha · niḥsārāḥ sutarāṃ laghuprakṛtayo yogyā na kārye kvacicchuṣyanto 'dya jarattṛṇādyavayavāḥ prāptāḥ svatantreṇa ye yogyā+na · ye jātyā laghavaḥ sadaiva gaṇanāṃ yātā na ye kutracit padbhyām eva vimarditāḥ pratidinaṃ bhūmau nilīnāś ciram yātā+na · vātā vāntu kadambareṇuśabalā nṛtyantu sarpadviṣaḥ sotsāhā navatoyabhāraguravo muñcantu nādaṃ ghanāḥ śabalāḥ→kadambareṇuśabalā +nṛtyantu
m bh → ṃ bh	anusvāra / nasal	4	0.41	tāṃ bhavānīṃ bhavānītakleśanāśaviśāradām tāṃ+bhavānīṃ · so 'pūrvaḥ rasanāviparyayavidhistat karṇayoś cāpalaṃ dṛṣṭiḥ sā madavismṛtasvaparadik kiṃ bhūyasoktena vā kiṃ+bhūyasā · daṃṣṭrākarālamakarālikarālitābhiḥ kiṃ bhāyayaty aparam ūrmiparamparābhiḥ kiṃ+bhāyayaty · ye jātyā laghavaḥ sadaiva gaṇanāṃ yātā na ye kutracit padbhyām eva vimarditāḥ pratidinaṃ bhūmau nilīnāś ciram pratidinaṃ+bhūmau
t m → n m	consonant / other	4	0.41	bahuvidhābhyupakārabharakṣamo bhavati ko 'pi bhavān iva sanmaṇiḥ sat+maṇiḥ→sanmaṇiḥ · sanmūlaḥ prathitonnatir ghanalasacchāyaḥ sthitaḥ satpathe sevyaḥ sadbhir itīdam ākalayatā tālo 'dhvagenāśritaḥ sat+mūlaḥ→sanmūlaḥ · lokaś cāyam aniṣṭadarśanakṛtād dṛgvaiśasān mocito yuktaṃ kāṣṭhika lūnavān yad asi tām āmrālim ākālikīm vaiśasāt→dṛgvaiśasān +mocito · etat tasya mukhāt kiyat kamalinīpatre kaṇaṃ vāriṇo yan muktāmaṇir ity amaṃsta sa jaḍaḥ śṛṇvan yad asmād api yan+muktāmaṇir
ḥ y → r y	visarga	4	0.41	pātaḥ pūṣṇo bhavati mahate nopatāpāya yasmāt kāle prāpte ka iha na yayur yānti yāsyanti vāstam yayur+yānti · chinnas tṛptasuhṛt sa candanatarur yūyaṃ palāyyāgatā bhogābhyāsasukhāsikāḥ pratidinaṃ tā vismṛtās tatra vaḥ taruḥ→candanatarur +yūyaṃ · tanutṛṇāgralavāvayavair yayor avasite grahaṇapratipādane avayavaiḥ→tanutṛṇāgralavāvayavair +yayor · ye digdhveva kṛtā viṣeṇa kusṛtir yeṣāṃ kiyad bhaṇyate lokaṃ hantum anāgasaṃ dvirasanā randhreṣu ye jāgrati kusṛtir+yeṣāṃ
m l → ṃ l	anusvāra / nasal	4	0.41	etāvat tu vyathayatitarāṃ lokabāhyais tamobhis tasminn eva prakṛtimahati vyomni labdho 'vakāśaḥ tarām→vyathayatitarāṃ +loka · niḥsārāḥ sutarāṃ laghuprakṛtayo yogyā na kārye kvacicchuṣyanto 'dya jarattṛṇādyavayavāḥ prāptāḥ svatantreṇa ye sutarāṃ+laghu · te 'pi krūracamūrucarmavasanair nītāḥ kṣayaṃ lubdhakair dambhasya sphuritaṃ vidann api jano jālmo guṇanīhate kṣayaṃ+lubdhakair · ko 'yaṃ bhrāntiprakāras tava pavana padaṃ lokapādāhatīnāṃ tejasvivrātasevye nabhasi nayasi yat pāṃsupūraṃ pratiṣṭhām padaṃ+loka
d p → t p	consonant / other	4	0.41	santo 'py asanta iva cet pratibhānti bhānor bhāsāvṛte nabhasi śītamayūkhamukhyāḥ cet+pratibhānti · ye jātyā laghavaḥ sadaiva gaṇanāṃ yātā na ye kutracit padbhyām eva vimarditāḥ pratidinaṃ bhūmau nilīnāś ciram kutracit+padbhyām · vṛtta eva sa ghaṭo 'ndhakūpa yas tvatprasādam api netum akṣamaḥ tvad+prasādam→tvatprasādam · tatpratyarthitayā vṛto na tu kṛtaḥ samyak svatantro bhayāt svasthas tān na nipātayed iti yathākāmaṃ na saṃpoṣitaḥ tad+pratyarthitayā→tatpratyarthitayā
e e → a e	vowel coalescence	4	0.41	nṛtyantaḥ śikhino manoharam amī śrāvyaṃ paṭhantaḥ śukā vīkṣyante na ta eva khalviha ruṣā vāryanta evāthavā ta+eva · nṛtyantaḥ śikhino manoharam amī śrāvyaṃ paṭhantaḥ śukā vīkṣyante na ta eva khalviha ruṣā vāryanta evāthavā vāryanta+eva · lajjāmahe vayam upakrama eva yāntas tasyāntikaṃ parigṛhītabṛhatkuṭhārāḥ upakrama+eva · varṣe samasta ekaikaḥ ślāghyaḥ ko 'py eṣa vāsaraḥ samasta+ekaikaḥ
u i → v i	vowel coalescence	4	0.41	nṛtyantaḥ śikhino manoharam amī śrāvyaṃ paṭhantaḥ śukā vīkṣyante na ta eva khalviha ruṣā vāryanta evāthavā khalu+iha→khalviha · anyatrānṛju vartma vāg dvirasanā dṛṣṭau viṣaṃ dṛśyate yā dhik tām anu dīpako jvalati bho bhogin sakhe kiṃ nv idam nv+idam · teṣv eva pratisaṃvidhānavikalaṃ paśyatsu sākṣiṣv iva drāg darpoddhuram āgateṣv api na sa kṣīyeta yady anyathā sākṣiṣv+iva · na sambhavati kiṃ tv idaṃ bata vikāsidhāmnā vinā sad apy asad iva sthitaṃ sphuritam anta ojasvinām tv+idaṃ
ā i → e	vowel coalescence	4	0.41	astyeva tān paśyati ced anāryā trasteva lakṣmīr na padaṃ vidhatte trastā+iva→trasteva · sarvāsāṃ trijagaty apām iyam asāv ādhāratā tāvakī prollāso 'yam athāmbudhe 'mbunilaye seyaṃ mahāsattvatā sā+iyam→seyaṃ · bhūyāṃsy asya mukhāni nāma viditaivāste mahāprāṇatā kadravāḥ satprasavo 'yam atra kupite cintyaṃ yathedaṃ jagat yathā+idam→yathedaṃ · ye digdhveva kṛtā viṣeṇa kusṛtir yeṣāṃ kiyad bhaṇyate lokaṃ hantum anāgasaṃ dvirasanā randhreṣu ye jāgrati digdhvā+iva→digdhveva
ḥ d → r d	visarga	4	0.41	na paṅkād udbhūtir na jalasahavāsavyasanitā vapur digdhaṃ kāntyā sthalanalinaratnadyutimuṣā vapur+digdhaṃ · paśyāmaḥ kim ayaṃ prapatsyata iti svalpābhrasiddhakriyair darpād dūram upekṣitena balavat karmeritair mantribhiḥ kriyaiḥ→svalpābhrasiddhakriyair +darpād · na samprāpto vṛddhiṃ sa yadi bhṛśam akṣetrapatitaḥ kim ikṣor doṣo 'yaṃ na punar aguṇāyā marubhuvaḥ ikṣor+doṣo · te 'pi krūracamūrucarmavasanair nītāḥ kṣayaṃ lubdhakair dambhasya sphuritaṃ vidann api jano jālmo guṇanīhate lubdhakair+dambhasya
u e → v e	vowel coalescence	4	0.41	sādhv eva tavidhāv asya vedhā kliṣṭo na yad vṛthā sādhv+eva · puṃsaḥ śaktir iyaty asau tu phaled adyāthavā śvo 'thavā kāle kvāpy athavā kadācid athavā na tv eva vedhāḥ prabhuḥ tv+eva · nanv evam eva sumaṇe luṭa yāvadāyus tvaṃ me jagatprasahane 'tra kathāśarīram nanv+evam · teṣv eva pratisaṃvidhānavikalaṃ paśyatsu sākṣiṣv iva drāg darpoddhuram āgateṣv api na sa kṣīyeta yady anyathā teṣv+eva
t bh → d bh	consonant / other	4	0.41	labdhāyāṃ tṛṣi gomṛgasya vihagasyānyasya vā kasyacid vṛṣṭyā syād bhavadīyayopakṛtir ity āstāṃ davīyasy adaḥ syād+bhavadīyayā · ye digdhveva kṛtā viṣeṇa kusṛtir yeṣāṃ kiyad bhaṇyate lokaṃ hantum anāgasaṃ dvirasanā randhreṣu ye jāgrati kiyad+bhaṇyate · anīrṣyā śrotāro mama vacasi ced vacmi tad ahaṃ svapakṣād bhetavyaṃ na tu bahu vipakṣāt prabhavataḥ pakṣāt→svapakṣād +bhetavyaṃ · tasyāntaḥ smitamātrakeṇa janayañjīvāpahāraṃ kṣaṇād bhrātaḥ pratyupakāriṇāṃ dhuri paraṃ vetālalīlāyase kṣaṇād+bhrātaḥ
ḥ ā → r ā	visarga	4	0.41	ābaddhakṛtrimasaṭājaṭilāṃsabhittir āropito mṛgapateḥ padavīṃ yadi śvā bhittiḥ→ābaddhakṛtrimasaṭājaṭilāṃsabhittir +āropito · vātāhāratayā jagadviṣadharair āśvāsya niḥśeṣitaṃ te grastāḥ punar abhratoyakaṇikātīvravratair barhibhiḥ viṣadharaiḥ→jagadviṣadharair +āśvāsya · mṛtyor āsyam ivātataṃ dhanur idaṃ cāśīviṣābhāḥ śarāḥ śikṣā sāpi jitārjunaprabhṛtikā sarvatra nimnā gatiḥ mṛtyor+āsyam · arthebhyo viṣayopabhogavirasair nākāri yair ādaras te tiṣṭhanti manasvinaḥ surasarittīre manohāriṇi yair+ādaras
m h → ṃ h	anusvāra / nasal	4	0.41	mattebhakumbhataṭapāṭanalampaṭasya nādaṃ kariṣyati kathaṃ hariṇādhipasya kathaṃ+hariṇādhipasya · ye digdhveva kṛtā viṣeṇa kusṛtir yeṣāṃ kiyad bhaṇyate lokaṃ hantum anāgasaṃ dvirasanā randhreṣu ye jāgrati lokaṃ+hantum · aho strīṇāṃ krauryaṃ hatarajani dhik tvām atiśaṭhe vṛthāprakrānteyaṃ timirakabarīviślathadhṛtiḥ krauryaṃ+hata · antaḥ krauryam aho śaṭhasya madhuraṃ hā hāri geyaṃ mukhe vyādhasyāsya yathā bhaviṣyati tathā manye vanaṃ nirmṛgam madhuraṃ+hā
u u → ū	vowel coalescence	3	0.31	yuṣmākam ambaramaṇeḥ prathame mayūkhās te maṅgalaṃ vidadhatūdayarāgabhājaḥ vidadhatu+udaya→vidadhatūdayarāgabhājaḥ · kiṃ tūccaraty eva hi so 'sya śabdaḥ śrāvyo na yo yo na sadarthaśaṃsī tu+uccarati→tūccaraty · sādhūtpātaghanaugha sādhu sudhiyā dhyeyaṃ dharāyām idaṃ ko 'nyaḥ kartum alaṃ tavaiva ghaṭate karmedṛśaṃ duṣkaram sādhu+utpāta→sādhūtpātaghanaugha
iḥ k → Ø k	visarga	3	0.31	nanv āśrayasthitir iyaṃ tava kālakūṭa kenottarottaraviśiṣṭapadopadiṣṭā kālakūṭa+kena · karabha rasabhāt kroṣṭuṃ vāñchasy aho śravaṇajvaraḥ śaraṇam athavānṛjvī dīrghā tavaiva śirodharā karabha+kroṣṭuṃ · rakṣituṃ vada kim ātmagauravaṃ saṃcitāḥ khadira kaṇṭakās tvayā khadira+kaṇṭakās
ḥ v → r v	visarga	3	0.31	śrīr viśṛṅkhalakhalābhisārikā vartmabhir ghanatamomalīmasaiḥ śrīr+viśṛṅkhala · grathitaḥ eṣa mithaḥ kṛtaśṛṅkhalair viṣadharair adhiruhya mahājaḍaḥ śṛṅkhalaiḥ→kṛtaśṛṅkhalair +viṣadharair · ete te vijigīṣavo nṛpagṛhadvārārpitāvekṣaṇāḥ kṣipyante vasuyācanāhitadhiyaḥ kopoddhatair vetribhiḥ uddhataiḥ→kopoddhatair +vetribhiḥ
t g → d g	consonant / other	3	0.31	caurāsatīprabhṛtayo bruvate yad asya tad gṛhyate yadi kṛtaṃ tad ahaskareṇa tad+gṛhyate · mūlaṃ cecchucipaṅkajaśrutir iyaṃ kasmād guṇā yady amī kiṃ chidrāṇi mṛṇāla bhavatas tattvaṃ na manyāmahe kasmād+guṇā · vyālās te 'pi dadhaty amī sadasator mūḍhā maṇīn mūrdhabhir naucityād guṇaśalināṃ kvacid api bhraṃśo 'styalaṃ cintayā aucityāt→naucityād +guṇa
r k → ḥ k	consonant / other	3	0.31	itthaṃ niścitavān asi bhramara he yad vāraṇo 'dyāpy asā antaḥśūnyakaro niṣeyata iti bhrātaḥ ka eṣa grahaḥ bhrātaḥ+ka · yathāphalarddhisvārohā hā mātaḥ kvāgaman drumāḥ mātaḥ+kva · antaḥ krauryam aho śaṭhasya madhuraṃ hā hāri geyaṃ mukhe vyādhasyāsya yathā bhaviṣyati tathā manye vanaṃ nirmṛgam antaḥ+krauryam
t b → d b	consonant / other	3	0.31	āstāṃ tāvad baka yadi tathā vetthi kiṃcicchlathāṃsas tūṣṇīm evāsitum api sakhe tvaṃ kathaṃ me na haṃsaḥ tāvad+baka · piṇḍaprasāritamukhena time kim etad dṛṣṭaṃ na bāliśa viśad baḍiśaṃ tvayāntaḥ viśad+baḍiśaṃ · viśālaṃ śālmalyā nayanasubhagaṃ vīkṣya kusumaṃ śukasyāsīd buddhiḥ phalam api bhaved asya sadṛśam āsīt→śukasyāsīd +buddhiḥ
iḥ y → Ø y	visarga	3	0.31	āstāṃ tāvad baka yadi tathā vetthi kiṃcicchlathāṃsas tūṣṇīm evāsitum api sakhe tvaṃ kathaṃ me na haṃsaḥ baka+yadi · re dandaśūka yad ayogyam apīśvaras tvāṃ vātsalyatau nayati nūpuradhāma satyam dandaśūka+yad · lokaś cāyam aniṣṭadarśanakṛtād dṛgvaiśasān mocito yuktaṃ kāṣṭhika lūnavān yad asi tām āmrālim ākālikīm kāṣṭhika+yad
aḥ j → o j	visarga	3	0.31	pṛthugalavilāvṛttiśrāntoccariṣyati vāk cirādiyati samaye ko jānīte bhaviṣyati kasya kim ko+jānīte · anyatrānṛju vartma vāg dvirasanā dṛṣṭau viṣaṃ dṛśyate yā dhik tām anu dīpako jvalati bho bhogin sakhe kiṃ nv idam dīpako+jvalati · te 'pi krūracamūrucarmavasanair nītāḥ kṣayaṃ lubdhakair dambhasya sphuritaṃ vidann api jano jālmo guṇanīhate jano+jālmo
iḥ s → Ø s	visarga	3	0.31	kiṃ dīrghadīrgheṣu guṇeṣu padma siteṣvavacchādanakāraṇaṃ te padma+siteṣu · he sadvṛkṣa sahasva samprati sakhe śākhāśikhākarṣaṇakṣobhāmoṭanabhañjanāni janataḥ svair eva duśceṣṭitaiḥ vṛkṣaiḥ→sadvṛkṣa +sahasva · hemakāra sudhiye namo 'stu te dustareṣu bahuśaḥ parīkṣitum hemakāra+sudhiye
s k → ḥ k	consonant / other	3	0.31	grathitaḥ eṣa mithaḥ kṛtaśṛṅkhalair viṣadharair adhiruhya mahājaḍaḥ mithaḥ+kṛta · svamāhātmyaślāghāgurugahanagarjābhir abhitaḥ kruśitvā kliśnāsi śrutikuharam abdhe kim iti naḥ abhitaḥ+kruśitvā · aṅgulyagralaghukriyāpravilayinyādīyamāne śanaiḥ kutroḍḍīyagato mamety anudinaṃ nidrāti nāntaḥśucā śanaiḥ+kutra
m ph → ṃ ph	anusvāra / nasal	3	0.31	yat kiṃcanānucitam apy ucitānuvṛtti kiṃ candanasya na kṛtaṃ kusumaṃ phalaṃ vā kusumaṃ+phalaṃ · kiṃ jāto 'si catuṣpathe ghanatarachāyo 'si kiṃ chāyayā saṃnaddhaḥ phalito 'si kiṃ phalabharaiḥ pūrṇo 'si kiṃ saṃnataḥ kiṃ+phala · āmrāḥ kiṃ phalabhāranamraśiraso ramyā kim ūṣmacchidaḥ sacchāyāḥ kadalīdrumāḥ surabhayaḥ kiṃ puṣpitāś campakāḥ kiṃ+phala
a a → a	vowel coalescence	3	0.31	sarvasyaupayikāni yāni katicit kṣetrāṇi tatrāśaniḥ sarvān aupayikeṣu dagdhasikatāraṇyeṣv apāṃ vṛṣṭayaḥ sarvasya+aupayikāni→sarvasyaupayikāni · itthaṃ prārthitadānadurvyasanino naudāryarekhojjvalā jātānaipuṇadustareṣu nikaṣasthāneṣu cintāmaṇeḥ na+audārya→naudāryarekhojjvalā · vyālās te 'pi dadhaty amī sadasator mūḍhā maṇīn mūrdhabhir naucityād guṇaśalināṃ kvacid api bhraṃśo 'styalaṃ cintayā na+aucityāt→naucityād
i ā → y ā	vowel coalescence	3	0.31	labdhāyāṃ tṛṣi gomṛgasya vihagasyānyasya vā kasyacid vṛṣṭyā syād bhavadīyayopakṛtir ity āstāṃ davīyasy adaḥ ity+āstāṃ · saṃśuṣyan pṛṣadaṃśa eṣa kurutāṃ mūkaḥ sthito 'py atra kiṃ gehe kiṃ bahunā 'dhunā gṛhapateś caurāś caranty ākhavaḥ caranty+ākhavaḥ · tamasy ākrāntāśe kiyad api hi tejo 'vayavinaḥ svaśaktyā bhānty ete divasakṛti satyeva na punaḥ tamasy+ākrānta
ḥ j → r j	visarga	3	0.31	nirjaina jihreṣi jalair janasya jaghanyakāryaupayikaiḥ payodhe jalair+janasya · candreṇaiva taraṅgabhaṅgimukharaṃ saṃvardhyamānāmbhaso dadyur jīvitam eva kiṃ girisaritsrotāṃsi yady ambudheḥ dadyur+jīvitam · ayaṃ vārām eko nilaya iti ratnākara iti śrito 'smābhis tṛṣṇātaralitamanobhir jalanidhiḥ manobhiḥ→tṛṣṇātaralitamanobhir +jalanidhiḥ
aḥ h → o h	visarga	3	0.31	ihaikaś cūḍālo hy ajani kalaśād yasya sakalaiḥ pipāsor ambhobhiś culukam api no bhartum aśakaḥ cūḍālo+hy · grāvāṇo 'tra vibhūṣaṇaṃ trijagato maryādayā sthīyate nanv atraiva vidhuḥ sthito hi vibudhāḥ sambhūya pūrṇāśiṣaḥ sthito+hi · āste 'traiva sarasy aho bata kiyān saṃtoṣapakṣagraho haṃsasyāsya manāṅ na dhāvati manaḥ śrīdhāmni padme kvacit grahaḥ→saṃtoṣapakṣagraho +haṃsasya
ḥ j → Ø j	visarga	3	0.31	itthaṃ prārthitadānadurvyasanino naudāryarekhojjvalā jātānaipuṇadustareṣu nikaṣasthāneṣu cintāmaṇeḥ ujjvalāḥ→naudāryarekhojjvalā +jātāḥ · sa jalabindur aho viparītadṛg jagad idaṃ vayam atra sacetanāḥ sa+jala · etat tasya mukhāt kiyat kamalinīpatre kaṇaṃ vāriṇo yan muktāmaṇir ity amaṃsta sa jaḍaḥ śṛṇvan yad asmād api sa+jaḍaḥ
aḥ ayam → o 'yaṃ	visarga	3	0.31	na samprāpto vṛddhiṃ sa yadi bhṛśam akṣetrapatitaḥ kim ikṣor doṣo 'yaṃ na punar aguṇāyā marubhuvaḥ doṣo+'yaṃ · aho gehenardī divasavijigīṣājvararujā pradīpo 'yaṃ sthāne glapayati mṛṣāmūn avayavān pradīpo+'yaṃ · ko 'yaṃ bhrāntiprakāras tava pavana padaṃ lokapādāhatīnāṃ tejasvivrātasevye nabhasi nayasi yat pāṃsupūraṃ pratiṣṭhām ko+'yaṃ
iḥ n → Ø n	visarga	3	0.31	etās tā niravagrahograkarabhollīḍhārdharūḍhāḥ punaḥ śamyo bhrāmyasi mūḍha nirmaruti kiṃ mithyaiva martuṃ marau mūḍha+nirmaruti · kṣaṇam upagataḥ karṇopāntaṃ parasya puraḥ sthitān viśikha nipatan krūraṃ dūrān nṛśaṃsa nihaṃsi yat viśikha+nipatan · kṣaṇam upagataḥ karṇopāntaṃ parasya puraḥ sthitān viśikha nipatan krūraṃ dūrān nṛśaṃsa nihaṃsi yat nṛśaṃsa+nihaṃsi
k a → g a	consonant / other	2	0.2	prāg arṇavasya hṛdaye vṛṣalakṣmaṇo 'tha kaṇṭhe 'dhunā vasasi vāci punaḥ khalānām prāg+arṇavasya · antaḥsāramukhena dhig aho te mārutenāmunā paśyātyantacalena sadma mahatām ākāśam āropitā dhig+aho
ḥ gh → r gh	visarga	2	0.2	śrīr viśṛṅkhalakhalābhisārikā vartmabhir ghanatamomalīmasaiḥ vartmabhir+ghana · sanmūlaḥ prathitonnatir ghanalasacchāyaḥ sthitaḥ satpathe sevyaḥ sadbhir itīdam ākalayatā tālo 'dhvagenāśritaḥ unnatiḥ→prathitonnatir +ghana
ā a → m a	vowel coalescence	2	0.2	tṛṣṇe tvām anubadhnatā phalam iyatprāptaṃ janenāmunā yaḥ spṛṣṭo na padā sa eva caraṇau spraṣṭuṃ na saṃmanyate tvām+anubadhnatā · aho strīṇāṃ krauryaṃ hatarajani dhik tvām atiśaṭhe vṛthāprakrānteyaṃ timirakabarīviślathadhṛtiḥ tvām+ati
aḥ b → o b	visarga	2	0.2	caurāsatīprabhṛtayo bruvate yad asya tad gṛhyate yadi kṛtaṃ tad ahaskareṇa prabhṛtayaḥ→caurāsatīprabhṛtayo +bruvate · antaśchidrāṇi bhūyāṃsi kaṇṭakā bahavo bahiḥ bahavo+bahiḥ
aḥ l → o l	visarga	2	0.2	sattvāntaḥsphuritāya vā kṛtaguṇādhyāropatucchāya vā tasmai kātaramohanāya mahaso leśāya mā svasti bhūt mahaso+leśāya · vyadhāsyad durvedhā hṛdayalaghimānaṃ yadi na te tvam evaiko lakṣmyāḥ paramam abhaviṣyaḥ padam iha ekaḥ→evaiko +lakṣmyāḥ
t ch → c ch	consonant / other	2	0.2	yacchāyāchuraṇāruṇena khacatā khadyotanā khadyotanāmnāmunā kīṭenāhitayā hi jaṅgamamaṇibhrāntyā viḍambyāmahe yat+chāyā→yacchāyāchuraṇāruṇena · āmrāḥ kiṃ phalabhāranamraśiraso ramyā kim ūṣmacchidaḥ sacchāyāḥ kadalīdrumāḥ surabhayaḥ kiṃ puṣpitāś campakāḥ sat+chāyāḥ→sacchāyāḥ
ā u → o	vowel coalescence	2	0.2	so 'pūrvaḥ rasanāviparyayavidhistat karṇayoś cāpalaṃ dṛṣṭiḥ sā madavismṛtasvaparadik kiṃ bhūyasoktena vā bhūyasā+uktena→bhūyasoktena · labdhāyāṃ tṛṣi gomṛgasya vihagasyānyasya vā kasyacid vṛṣṭyā syād bhavadīyayopakṛtir ity āstāṃ davīyasy adaḥ bhavadīyayā+upakṛtiḥ→bhavadīyayopakṛtir
