pack	locus	dcs	syllables	metre	metre_type	method	confidence	text
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 22.1	dcs:357701	24	vaMSasTa	vrtta	vidyut-chandas	high	sa yauvarājye navayauvanoddhataṃ nidhāya duḥśāsanam iddhaśās
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 22.2	dcs:357702	24	vaMSasTa	vrtta	vidyut-chandas	high	makheṣv akhinno 'numataḥ purodhasā dhinoti havyena hiraṇyare
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 23.1	dcs:357703	24	vaMSasTa	vrtta	vidyut-chandas	high	pralīnabhūpālam api sthirāyati praśāsad āvāridhi maṇḍalaṃ bh
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 23.2	dcs:357704	24	vaMSasTa	vrtta	vidyut-chandas	high	sa cintayaty eva bhiyas tvad eṣyatīr aho durantā balavadviro
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 24.1	dcs:357705	24	vaMSasTa	vrtta	vidyut-chandas	high	kathāprasaṅgena janair udāhṛtād anusmṛtākhaṇḍalasūnuvikramaḥ
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 24.2	dcs:357706	24	vaMSasTa	vrtta	vidyut-chandas	high	tavābhidhānād vyathate natānanaḥ sa duḥsahān mantrapadād ivo
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 25.1	dcs:357707	24	vaMSasTa	vrtta	vidyut-chandas	high	tad āśu kartuṃ tvayi jihmam udyate vidhīyatāṃ tatra vidheyam
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 25.2	dcs:357708	24	vaMSasTa	vrtta	vidyut-chandas	high	parapraṇītāni vacāṃsi cinvatāṃ pravṛttisārāḥ khalu mādṛśāṃ d
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 26.1	dcs:357709	24	vaMSasTa	vrtta	vidyut-chandas	high	itīrayitvā giram āttasatkriye gate 'tha patyau vanasaṃnivāsi
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 26.2	dcs:357710	24	vaMSasTa	vrtta	vidyut-chandas	high	praviśya kṛṣṇā sadanaṃ mahībhujā tad ācacakṣe 'nujasannidhau
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 27.1	dcs:357711	24	vaMSasTa	vrtta	vidyut-chandas	high	niśamya siddhiṃ dviṣatām apākṛtīs tatas tatastyā viniyantum 
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 27.2	dcs:357712	24	vaMSasTa	vrtta	vidyut-chandas	high	nṛpasya manyuvyavasāyadīpinīr udājahāra drupadātmajā giraḥ
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 28.1	dcs:357713	24	vaMSasTa	vrtta	vidyut-chandas	high	bhavādṛśeṣu pramadājanoditaṃ bhavaty adhikṣepa ivānuśāsanam
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 28.2	dcs:357714	24	vaMSasTa	vrtta	vidyut-chandas	high	tathāpi vaktuṃ vyavasāyayanti māṃ nirastanārīsamayā durādhay
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 29.1	dcs:357715	24	vaMSasTa	vrtta	vidyut-chandas	high	akhaṇḍam ākhaṇḍalatulyadhāmabhiś ciraṃ dhṛtā bhūpatibhiḥ sva
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 29.2	dcs:357716	24	vaMSasTa	vrtta	vidyut-chandas	high	tvayā svahastena mahī madacyutā mataṅgajena srag ivāpavarjit
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 3.1	dcs:357663	24	vaMSasTa	vrtta	vidyut-chandas	high	dviṣāṃ vighātāya vidhātum icchato rahasy anujñām adhigamya b
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 3.2	dcs:357664	24	vaMSasTa	vrtta	vidyut-chandas	high	sa sauṣṭhavaudāryaviśeṣaśālinīṃ viniścitārthām iti vācam āda
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 30.1	dcs:357717	24	vaMSasTa	vrtta	vidyut-chandas	high	vrajanti te mūḍhadhiyaḥ parābhavaṃ bhavanti māyāviṣu ye na m
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 30.2	dcs:357718	24	vaMSasTa	vrtta	vidyut-chandas	high	praviśya hi ghnanti śaṭhās tathāvidhān asaṃvṛtāṅgān niśitā i
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 31.1	dcs:357719	24	vaMSasTa	vrtta	vidyut-chandas	high	guṇānuraktām anuraktasādhanaḥ kulābhimānī kulajāṃ narādhipaḥ
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 31.2	dcs:357720	24	vaMSasTa	vrtta	vidyut-chandas	high	parais tvadanyaḥ ka ivāpahārayen manoramām ātmavadhūm iva śr
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 32.1	dcs:357721	24	vaMSasTa	vrtta	vidyut-chandas	high	bhavantam etarhi manasvigarhite vivartamānaṃ naradeva vartma
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 32.2	dcs:357722	24	vaMSasTa	vrtta	vidyut-chandas	high	kathaṃ na manyur jvalayaty udīritaḥ śamītaruṃ śuṣkam ivāgnir
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 33.1	dcs:357723	24	vaMSasTa	vrtta	vidyut-chandas	high	avandhyakopasya nihantur āpadāṃ bhavanti vaśyāḥ svayam eva d
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 33.2	dcs:357724	24	vaMSasTa	vrtta	vidyut-chandas	high	amarṣaśūnyena janasya jantunā na jātahārdena na vidviṣādaraḥ
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 34.1	dcs:357725	24	vaMSasTa	vrtta	vidyut-chandas	high	paribhramaṃl lohitacandanocitaḥ padātir antargiri reṇurūṣita
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 34.2	dcs:357726	24	vaMSasTa	vrtta	vidyut-chandas	high	mahārathaḥ satyadhanasya mānasaṃ dunoti te kaccid ayaṃ vṛkod
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 35.1	dcs:357727	24	vaMSasTa	vrtta	vidyut-chandas	high	vijitya yaḥ prājyam ayacchad uttarān kurūn akupyaṃ vasu vāsa
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 35.2	dcs:357728	24	vaMSasTa	vrtta	vidyut-chandas	high	sa valkavāsāṃsi tavādhunāharan karoti manyuṃ na kathaṃ dhana
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 36.1	dcs:357729	24	vaMSasTa	vrtta	vidyut-chandas	high	vanāntaśayyākaṭhinīkṛtākṛtī kacācitau viṣvag ivāgajau gajau
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 36.2	dcs:357730	24	vaMSasTa	vrtta	vidyut-chandas	high	kathaṃ tvam etau dhṛtisaṃyamau yamau vilokayann utsahase na 
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 37.1	dcs:357731	24	vaMSasTa	vrtta	vidyut-chandas	high	imām ahaṃ veda na tāvakīṃ dhiyaṃ vicitrarūpāḥ khalu cittavṛt
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 37.2	dcs:357732	24	vaMSasTa	vrtta	vidyut-chandas	high	vicintayantyā bhavadāpadaṃ parāṃ rujanti cetaḥ prasabhaṃ mam
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 38.1	dcs:357733	24	vaMSasTa	vrtta	vidyut-chandas	high	purādhirūḍhaḥ śayanaṃ mahādhanaṃ vibodhyase yaḥ stutigītimaṅ
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 38.2	dcs:357734	24	vaMSasTa	vrtta	vidyut-chandas	high	adabhradarbhām adhiśayya sa sthalīṃ jahāsi nidrām aśivaiḥ śi
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 39.1	dcs:357735	24	vaMSasTa	vrtta	vidyut-chandas	high	puropanītaṃ nṛpa rāmaṇīyakaṃ dvijātiśeṣeṇa yad etad andhasā
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 39.2	dcs:357736	24	vaMSasTa	vrtta	vidyut-chandas	high	tad adya te vanyaphalāśinaḥ paraṃ paraiti kārśyaṃ yaśasā sam
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 4.1	dcs:357665	24	vaMSasTa	vrtta	vidyut-chandas	high	kriyāsu yuktair nṛpa cāracakṣuṣo na vañcanīyāḥ prabhavo 'nuj
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 4.2	dcs:357666	24	vaMSasTa	vrtta	vidyut-chandas	high	ato 'rhasi kṣantum asādhu sādhu vā hitaṃ manohāri ca durlabh
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 40.1	dcs:357737	24	vaMSasTa	vrtta	vidyut-chandas	high	anārataṃ yau maṇipīṭhaśāyināv arañjayad rājaśiraḥsrajāṃ raja
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 40.2	dcs:357738	24	vaMSasTa	vrtta	vidyut-chandas	high	niṣīdatas tau caraṇau vaneṣu te mṛgadvijālūnaśikheṣu barhiṣā
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 41.1	dcs:357739	24	vaMSasTa	vrtta	vidyut-chandas	high	dviṣannimittā yad iyaṃ daśā tataḥ samūlam unmūlayatīva me ma
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 41.2	dcs:357740	24	vaMSasTa	vrtta	vidyut-chandas	high	parair aparyāsitavīryasampadāṃ parābhavo 'py utsava eva māni
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 42.1	dcs:357741	24	vaMSasTa	vrtta	vidyut-chandas	high	vihāya śāntiṃ nṛpa dhāma tat punaḥ prasīda saṃdhehi vadhāya 
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 42.2	dcs:357742	24	vaMSasTa	vrtta	vidyut-chandas	high	vrajanti śatrūn avadhūya niḥspṛhāḥ śamena siddhiṃ munayo na 
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 43.1	dcs:357743	24	vaMSasTa	vrtta	vidyut-chandas	high	puraḥsarā dhāmavatāṃ yaśodhanāḥ suduḥsahaṃ prāpya nikāram īd
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 43.2	dcs:357744	24	vaMSasTa	vrtta	vidyut-chandas	high	bhavādṛśāś ced adhikurvate parān nirāśrayā hanta hatā manasv
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 44.1	dcs:357745	24	vaMSasTa	vrtta	vidyut-chandas	high	atha kṣamām eva nirastasādhanaś cirāya paryeṣi sukhasya sādh
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 44.2	dcs:357746	24	vaMSasTa	vrtta	vidyut-chandas	high	vihāya lakṣmīpatilakṣma kārmukaṃ jaṭādharaḥ sañ juhudhīha pā
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 45.1	dcs:357747	25	puzpitAgrA	vrtta	vidyut-chandas	high	na samayaparirakṣaṇaṃ kṣamaṃ te nikṛtipareṣu pareṣu bhūridhā
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 45.2	dcs:357748	25	puzpitAgrA	vrtta	vidyut-chandas	high	ariṣu hi vijayārthinaḥ kṣitīśā vidadhati sopadhi saṃdhidūṣaṇ
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 46.1	dcs:357749	30	malinI	vrtta	vidyut-chandas	high	vidhisamayaniyogād dīptisaṃhārajihmaṃ śithilabalam agādhe ma
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 46.2	dcs:357750	30	malinI	vrtta	vidyut-chandas	high	riputimiram udasyodīyamānaṃ dinādau dinakṛtam iva lakṣmīs tv
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 5.1	dcs:357667	24	vaMSasTa	vrtta	vidyut-chandas	high	sa kiṃsakhā sādhu na śāsti yo 'dhipaṃ hitān na yaḥ saṃśṛṇute
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 5.2	dcs:357668	24	vaMSasTa	vrtta	vidyut-chandas	high	sadānukūleṣu hi kurvate ratiṃ nṛpeṣv amātyeṣu ca sarvasampad
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 6.1	dcs:357669	24	vaMSasTa	vrtta	vidyut-chandas	high	nisargadurbodham abodhaviklavāḥ kva bhūpatīnāṃ caritaṃ kva j
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 6.2	dcs:357670	24	vaMSasTa	vrtta	vidyut-chandas	high	tavānubhāvo 'yam abodhi yan mayā nigūḍhatattvaṃ nayavartma v
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 7.1	dcs:357671	24	vaMSasTa	vrtta	vidyut-chandas	high	viśaṅkamāno bhavataḥ parābhavaṃ nṛpāsanastho 'pi vanādhivāsi
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 7.2	dcs:357672	24	vaMSasTa	vrtta	vidyut-chandas	high	durodaracchadmajitāṃ samīhate nayena jetuṃ jagatīṃ suyodhana
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 8.1	dcs:357673	24	vaMSasTa	vrtta	vidyut-chandas	high	tathāpi jihmaḥ sa bhavajjigīṣayā tanoti śubhraṃ guṇasampadā 
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 8.2	dcs:357674	24	vaMSasTa	vrtta	vidyut-chandas	high	samunnayan bhūtim anāryasaṃgamād varaṃ virodho 'pi samaṃ mah
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 9.1	dcs:357675	24	vaMSasTa	vrtta	vidyut-chandas	high	kṛtāriṣaḍvargajayena mānavīm agamyarūpāṃ padavīṃ prapitsunā
kiratarjuniya-1	Kirātārjunīya, Kir, 1, 9.2	dcs:357676	24	vaMSasTa	vrtta	vidyut-chandas	high	vibhajya naktaṃdinam astatandriṇā vitanyate tena nayena paur
nala-1	Mahābhārata, MBh, 3, 50, 1.1	dcs:192530	7			unresolved		bṛhadaśva uvāca
nala-1	Mahābhārata, MBh, 3, 50, 1.2	dcs:192531	16	anuṣṭubh	jati	syllable-heuristic	medium	āsīd rājā nalo nāma vīrasenasuto balī
nala-1	Mahābhārata, MBh, 3, 50, 1.3	dcs:192532	16	anuṣṭubh	jati	syllable-heuristic	medium	upapanno guṇair iṣṭai rūpavān aśvakovidaḥ
nala-1	Mahābhārata, MBh, 3, 50, 10.1	dcs:192549	16	anuṣṭubh	jati	syllable-heuristic	medium	damayantī tu rūpeṇa tejasā yaśasā śriyā
nala-1	Mahābhārata, MBh, 3, 50, 10.2	dcs:192550	16	anuṣṭubh	jati	syllable-heuristic	medium	saubhāgyena ca lokeṣu yaśaḥ prāpa sumadhyamā
nala-1	Mahābhārata, MBh, 3, 50, 11.1	dcs:192551	16	anuṣṭubh	jati	syllable-heuristic	medium	atha tāṃ vayasi prāpte dāsīnāṃ samalaṃkṛtām
nala-1	Mahābhārata, MBh, 3, 50, 11.2	dcs:192552	16	anuṣṭubh	jati	syllable-heuristic	medium	śataṃ sakhīnāṃ ca tathā paryupāste śacīm iva
nala-1	Mahābhārata, MBh, 3, 50, 12.1	dcs:192553	16	anuṣṭubh	jati	syllable-heuristic	medium	tatra sma bhrājate bhaimī sarvābharaṇabhūṣitā
nala-1	Mahābhārata, MBh, 3, 50, 12.2	dcs:192554	16	anuṣṭubh	jati	syllable-heuristic	medium	sakhīmadhye 'navadyāṅgī vidyut saudāmanī yathā
nala-1	Mahābhārata, MBh, 3, 50, 12.3	dcs:192555	16	anuṣṭubh	jati	syllable-heuristic	medium	atīva rūpasampannā śrīr ivāyatalocanā
nala-1	Mahābhārata, MBh, 3, 50, 13.1	dcs:192556	16	anuṣṭubh	jati	syllable-heuristic	medium	na deveṣu na yakṣeṣu tādṛg rūpavatī kvacit
nala-1	Mahābhārata, MBh, 3, 50, 13.2	dcs:192557	16	anuṣṭubh	jati	syllable-heuristic	medium	mānuṣeṣv api cānyeṣu dṛṣṭapūrvā na ca śrutā
nala-1	Mahābhārata, MBh, 3, 50, 13.3	dcs:192558	16	anuṣṭubh	jati	syllable-heuristic	medium	cittapramāthinī bālā devānām api sundarī
nala-1	Mahābhārata, MBh, 3, 50, 14.1	dcs:192559	16	anuṣṭubh	jati	syllable-heuristic	medium	nalaś ca naraśārdūlo rūpeṇāpratimo bhuvi
nala-1	Mahābhārata, MBh, 3, 50, 14.2	dcs:192560	16	anuṣṭubh	jati	syllable-heuristic	medium	kandarpa iva rūpeṇa mūrtimān abhavat svayam
nala-1	Mahābhārata, MBh, 3, 50, 15.1	dcs:192561	16	anuṣṭubh	jati	syllable-heuristic	medium	tasyāḥ samīpe tu nalaṃ praśaśaṃsuḥ kutūhalāt
nala-1	Mahābhārata, MBh, 3, 50, 15.2	dcs:192562	16	anuṣṭubh	jati	syllable-heuristic	medium	naiṣadhasya samīpe tu damayantīṃ punaḥ punaḥ
nala-1	Mahābhārata, MBh, 3, 50, 16.1	dcs:192563	16	anuṣṭubh	jati	syllable-heuristic	medium	tayor adṛṣṭakāmo 'bhūc chṛṇvatoḥ satataṃ guṇān
nala-1	Mahābhārata, MBh, 3, 50, 16.2	dcs:192564	16	anuṣṭubh	jati	syllable-heuristic	medium	anyonyaṃ prati kaunteya sa vyavardhata hṛcchayaḥ
nala-1	Mahābhārata, MBh, 3, 50, 17.1	dcs:192565	16	anuṣṭubh	jati	syllable-heuristic	medium	aśaknuvan nalaḥ kāmaṃ tadā dhārayituṃ hṛdā
nala-1	Mahābhārata, MBh, 3, 50, 17.2	dcs:192566	16	anuṣṭubh	jati	syllable-heuristic	medium	antaḥpurasamīpasthe vana āste rahogataḥ
nala-1	Mahābhārata, MBh, 3, 50, 18.1	dcs:192567	16	anuṣṭubh	jati	syllable-heuristic	medium	sa dadarśa tadā haṃsāñ jātarūpaparicchadān
nala-1	Mahābhārata, MBh, 3, 50, 18.2	dcs:192568	16	anuṣṭubh	jati	syllable-heuristic	medium	vane vicaratāṃ teṣām ekaṃ jagrāha pakṣiṇam
nala-1	Mahābhārata, MBh, 3, 50, 19.1	dcs:192569	16	anuṣṭubh	jati	syllable-heuristic	medium	tato 'ntarikṣago vācaṃ vyājahāra tadā nalam
nala-1	Mahābhārata, MBh, 3, 50, 19.2	dcs:192570	16	anuṣṭubh	jati	syllable-heuristic	medium	na hantavyo 'smi te rājan kariṣyāmi hi te priyam
nala-1	Mahābhārata, MBh, 3, 50, 2.1	dcs:192533	16	anuṣṭubh	jati	syllable-heuristic	medium	atiṣṭhan manujendrāṇāṃ mūrdhni devapatir yathā
nala-1	Mahābhārata, MBh, 3, 50, 2.2	dcs:192534	16	anuṣṭubh	jati	syllable-heuristic	medium	upary upari sarveṣām āditya iva tejasā
nala-1	Mahābhārata, MBh, 3, 50, 20.1	dcs:192571	16	anuṣṭubh	jati	syllable-heuristic	medium	damayantīsakāśe tvāṃ kathayiṣyāmi naiṣadha
nala-1	Mahābhārata, MBh, 3, 50, 20.2	dcs:192572	16	anuṣṭubh	jati	syllable-heuristic	medium	yathā tvadanyaṃ puruṣaṃ na sā maṃsyati karhicit
nala-1	Mahābhārata, MBh, 3, 50, 21.1	dcs:192573	16	anuṣṭubh	jati	syllable-heuristic	medium	evam uktas tato haṃsam utsasarja mahīpatiḥ
nala-1	Mahābhārata, MBh, 3, 50, 21.2	dcs:192574	16	anuṣṭubh	jati	syllable-heuristic	medium	te tu haṃsāḥ samutpatya vidarbhān agamaṃs tataḥ
nala-1	Mahābhārata, MBh, 3, 50, 22.1	dcs:192575	16	anuṣṭubh	jati	syllable-heuristic	medium	vidarbhanagarīṃ gatvā damayantyās tadāntike
nala-1	Mahābhārata, MBh, 3, 50, 22.2	dcs:192576	16	anuṣṭubh	jati	syllable-heuristic	medium	nipetus te garutmantaḥ sā dadarśātha tān khagān
nala-1	Mahābhārata, MBh, 3, 50, 23.1	dcs:192577	16	anuṣṭubh	jati	syllable-heuristic	medium	sā tān adbhutarūpān vai dṛṣṭvā sakhīgaṇāvṛtā
nala-1	Mahābhārata, MBh, 3, 50, 23.2	dcs:192578	16	anuṣṭubh	jati	syllable-heuristic	medium	hṛṣṭā grahītuṃ khagamāṃs tvaramāṇopacakrame
nala-1	Mahābhārata, MBh, 3, 50, 24.1	dcs:192579	16	anuṣṭubh	jati	syllable-heuristic	medium	atha haṃsā visasṛpuḥ sarvataḥ pramadāvane
nala-1	Mahābhārata, MBh, 3, 50, 24.2	dcs:192580	16	anuṣṭubh	jati	syllable-heuristic	medium	ekaikaśas tataḥ kanyās tān haṃsān samupādravan
nala-1	Mahābhārata, MBh, 3, 50, 25.1	dcs:192581	16	anuṣṭubh	jati	syllable-heuristic	medium	damayantī tu yaṃ haṃsaṃ samupādhāvad antike
nala-1	Mahābhārata, MBh, 3, 50, 25.2	dcs:192582	16	anuṣṭubh	jati	syllable-heuristic	medium	sa mānuṣīṃ giraṃ kṛtvā damayantīm athābravīt
nala-1	Mahābhārata, MBh, 3, 50, 26.1	dcs:192583	16	anuṣṭubh	jati	syllable-heuristic	medium	damayanti nalo nāma niṣadheṣu mahīpatiḥ
nala-1	Mahābhārata, MBh, 3, 50, 26.2	dcs:192584	16	anuṣṭubh	jati	syllable-heuristic	medium	aśvinoḥ sadṛśo rūpe na samās tasya mānuṣāḥ
nala-1	Mahābhārata, MBh, 3, 50, 27.1	dcs:192585	16	anuṣṭubh	jati	syllable-heuristic	medium	tasya vai yadi bhāryā tvaṃ bhavethā varavarṇini
nala-1	Mahābhārata, MBh, 3, 50, 27.2	dcs:192586	16	anuṣṭubh	jati	syllable-heuristic	medium	saphalaṃ te bhavej janma rūpaṃ cedaṃ sumadhyame
nala-1	Mahābhārata, MBh, 3, 50, 28.1	dcs:192587	16	anuṣṭubh	jati	syllable-heuristic	medium	vayaṃ hi devagandharvamanuṣyoragarākṣasān
nala-1	Mahābhārata, MBh, 3, 50, 28.2	dcs:192588	16	anuṣṭubh	jati	syllable-heuristic	medium	dṛṣṭavanto na cāsmābhir dṛṣṭapūrvas tathāvidhaḥ
nala-1	Mahābhārata, MBh, 3, 50, 29.1	dcs:192589	16	anuṣṭubh	jati	syllable-heuristic	medium	tvaṃ cāpi ratnaṃ nārīṇāṃ nareṣu ca nalo varaḥ
nala-1	Mahābhārata, MBh, 3, 50, 29.2	dcs:192590	16	anuṣṭubh	jati	syllable-heuristic	medium	viśiṣṭāyā viśiṣṭena saṃgamo guṇavān bhavet
nala-1	Mahābhārata, MBh, 3, 50, 3.1	dcs:192535	16	anuṣṭubh	jati	syllable-heuristic	medium	brahmaṇyo vedavic chūro niṣadheṣu mahīpatiḥ
nala-1	Mahābhārata, MBh, 3, 50, 3.2	dcs:192536	16	anuṣṭubh	jati	syllable-heuristic	medium	akṣapriyaḥ satyavādī mahān akṣauhiṇīpatiḥ
nala-1	Mahābhārata, MBh, 3, 50, 30.1	dcs:192591	16	anuṣṭubh	jati	syllable-heuristic	medium	evam uktā tu haṃsena damayantī viśāṃ pate
nala-1	Mahābhārata, MBh, 3, 50, 30.2	dcs:192592	16	anuṣṭubh	jati	syllable-heuristic	medium	abravīt tatra taṃ haṃsaṃ tam apy evaṃ nalaṃ vada
nala-1	Mahābhārata, MBh, 3, 50, 31.1	dcs:192593	16	anuṣṭubh	jati	syllable-heuristic	medium	tathety uktvāṇḍajaḥ kanyāṃ vaidarbhasya viśāṃ pate
nala-1	Mahābhārata, MBh, 3, 50, 31.2	dcs:192594	16	anuṣṭubh	jati	syllable-heuristic	medium	punar āgamya niṣadhān nale sarvaṃ nyavedayat
nala-1	Mahābhārata, MBh, 3, 50, 4.1	dcs:192537	16	anuṣṭubh	jati	syllable-heuristic	medium	īpsito varanārīṇām udāraḥ saṃyatendriyaḥ
nala-1	Mahābhārata, MBh, 3, 50, 4.2	dcs:192538	16	anuṣṭubh	jati	syllable-heuristic	medium	rakṣitā dhanvināṃ śreṣṭhaḥ sākṣād iva manuḥ svayam
nala-1	Mahābhārata, MBh, 3, 50, 5.1	dcs:192539	16	anuṣṭubh	jati	syllable-heuristic	medium	tathaivāsīd vidarbheṣu bhīmo bhīmaparākramaḥ
nala-1	Mahābhārata, MBh, 3, 50, 5.2	dcs:192540	16	anuṣṭubh	jati	syllable-heuristic	medium	śūraḥ sarvaguṇair yuktaḥ prajākāmaḥ sa cāprajaḥ
nala-1	Mahābhārata, MBh, 3, 50, 6.1	dcs:192541	16	anuṣṭubh	jati	syllable-heuristic	medium	sa prajārthe paraṃ yatnam akarot susamāhitaḥ
nala-1	Mahābhārata, MBh, 3, 50, 6.2	dcs:192542	16	anuṣṭubh	jati	syllable-heuristic	medium	tam abhyagacchad brahmarṣir damano nāma bhārata
nala-1	Mahābhārata, MBh, 3, 50, 7.1	dcs:192543	16	anuṣṭubh	jati	syllable-heuristic	medium	taṃ sa bhīmaḥ prajākāmas toṣayāmāsa dharmavit
nala-1	Mahābhārata, MBh, 3, 50, 7.2	dcs:192544	16	anuṣṭubh	jati	syllable-heuristic	medium	mahiṣyā saha rājendra satkāreṇa suvarcasam
nala-1	Mahābhārata, MBh, 3, 50, 8.1	dcs:192545	16	anuṣṭubh	jati	syllable-heuristic	medium	tasmai prasanno damanaḥ sabhāryāya varaṃ dadau
nala-1	Mahābhārata, MBh, 3, 50, 8.2	dcs:192546	16	anuṣṭubh	jati	syllable-heuristic	medium	kanyāratnaṃ kumārāṃś ca trīn udārān mahāyaśāḥ
nala-1	Mahābhārata, MBh, 3, 50, 9.1	dcs:192547	16	anuṣṭubh	jati	syllable-heuristic	medium	damayantīṃ damaṃ dāntaṃ damanaṃ ca suvarcasam
nala-1	Mahābhārata, MBh, 3, 50, 9.2	dcs:192548	16	anuṣṭubh	jati	syllable-heuristic	medium	upapannān guṇaiḥ sarvair bhīmān bhīmaparākramān
nala-2	Mahābhārata, MBh, 3, 51, 1.1	dcs:192595	7			unresolved		bṛhadaśva uvāca
nala-2	Mahābhārata, MBh, 3, 51, 1.2	dcs:192596	16	anuṣṭubh	jati	syllable-heuristic	medium	damayantī tu tacchrutvā vaco haṃsasya bhārata
nala-2	Mahābhārata, MBh, 3, 51, 1.3	dcs:192597	16	anuṣṭubh	jati	syllable-heuristic	medium	tadā prabhṛti na svasthā nalaṃ prati babhūva sā
nala-2	Mahābhārata, MBh, 3, 51, 10.1	dcs:192614	16	anuṣṭubh	jati	syllable-heuristic	medium	hastyaśvarathaghoṣeṇa nādayanto vasuṃdharām
nala-2	Mahābhārata, MBh, 3, 51, 10.2	dcs:192615	16	anuṣṭubh	jati	syllable-heuristic	medium	vicitramālyābharaṇair balair dṛśyaiḥ svalaṃkṛtaiḥ
nala-2	Mahābhārata, MBh, 3, 51, 11.1	dcs:192616	16	anuṣṭubh	jati	syllable-heuristic	medium	etasminn eva kāle tu purāṇāvṛṣisattamau
nala-2	Mahābhārata, MBh, 3, 51, 11.2	dcs:192617	16	anuṣṭubh	jati	syllable-heuristic	medium	aṭamānau mahātmānāvindralokam ito gatau
nala-2	Mahābhārata, MBh, 3, 51, 12.1	dcs:192618	16	anuṣṭubh	jati	syllable-heuristic	medium	nāradaḥ parvataś caiva mahātmānau mahāvratau
nala-2	Mahābhārata, MBh, 3, 51, 12.2	dcs:192619	16	anuṣṭubh	jati	syllable-heuristic	medium	devarājasya bhavanaṃ viviśate supūjitau
nala-2	Mahābhārata, MBh, 3, 51, 13.1	dcs:192620	16	anuṣṭubh	jati	syllable-heuristic	medium	tāvarcitvā sahasrākṣas tataḥ kuśalam avyayam
nala-2	Mahābhārata, MBh, 3, 51, 13.2	dcs:192621	16	anuṣṭubh	jati	syllable-heuristic	medium	papracchānāmayaṃ cāpi tayoḥ sarvagataṃ vibhuḥ
nala-2	Mahābhārata, MBh, 3, 51, 14.1	dcs:192622	6			unresolved		nārada uvāca
