id	type	question	answer	choices	verdict_refs	source_dataset
ZOD-0597	classify-verdict	In the dictionaries, are मूर्धन्वन्त् (mūrdhanvant) and मूर्धन्वत् (mūrdhanvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:137534:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0598	classify-verdict	In the dictionaries, are मूलवन्त् (mūlavant) and मूलवत् (mūlavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:137561:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0599	classify-verdict	In the dictionaries, are पूषण्वन्त् (pūṣaṇvant) and पूषण्वत् (pūṣaṇvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:145336:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0600	classify-verdict	In the dictionaries, are पूर्ववन्त् (pūrvavant) and पूर्ववत् (pūrvavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:145682:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0601	classify-verdict	In the dictionaries, are चनसितवन्त् (canasitavant) and चनसितवत् (canasitavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:163791:at_only	dcs-nominal-class-split-adj
ZOD-0602	classify-verdict	In the dictionaries, are अतिथिमन्त् (atithimant) and अतिथिमत् (atithimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:220564:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0603	classify-verdict	In the dictionaries, are उभयादन्त् (ubhayādant) and उभयादत् (ubhayādat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:220754:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0604	classify-verdict	In the dictionaries, are स्तायन्त् (stāyant) and स्तायत् (stāyat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:222104:at_only	dcs-nominal-class-split-adj
ZOD-0605	classify-verdict	In the dictionaries, are अक्षण्वन्त् (akṣaṇvant) and अक्षण्वत् (akṣaṇvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:5454:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0606	classify-verdict	In the dictionaries, are कर्णवन्त् (karṇavant) and कर्णवत् (karṇavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:12030:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0607	classify-verdict	In the dictionaries, are कारणवन्त् (kāraṇavant) and कारणवत् (kāraṇavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:14129:at_only	dcs-nominal-class-split-adj
ZOD-0608	classify-verdict	In the dictionaries, are अबलवन्त् (abalavant) and अबलवत् (abalavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:21916:at_only	dcs-nominal-class-split-adj
ZOD-0609	classify-verdict	In the dictionaries, are समिद्वन्त् (samidvant) and समिद्वत् (samidvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:30119:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0610	classify-verdict	In the dictionaries, are महस्वन्त् (mahasvant) and महस्वत् (mahasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:37591:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0611	classify-verdict	In the dictionaries, are ऊर्जावन्त् (ūrjāvant) and ऊर्जावत् (ūrjāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:38407:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0612	classify-verdict	In the dictionaries, are ऊर्णावन्त् (ūrṇāvant) and ऊर्णावत् (ūrṇāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:38436:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0613	classify-verdict	In the dictionaries, are चित्रवन्त् (citravant) and चित्रवत् (citravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:51561:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0614	classify-verdict	In the dictionaries, are अविमन्त् (avimant) and अविमत् (avimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:54845:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0615	classify-verdict	In the dictionaries, are आसेचनवन्त् (āsecanavant) and आसेचनवत् (āsecanavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:62956:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0616	classify-verdict	In the dictionaries, are इडावन्त् (iḍāvant) and इडावत् (iḍāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:63305:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0617	classify-verdict	In the dictionaries, are योनिमन्त् (yonimant) and योनिमत् (yonimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:65272:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0618	classify-verdict	In the dictionaries, are रयिवन्त् (rayivant) and रयिवत् (rayivat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:66837:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0619	classify-verdict	In the dictionaries, are वपावन्त् (vapāvant) and वपावत् (vapāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:68877:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0620	classify-verdict	In the dictionaries, are राजिमन्त् (rājimant) and राजिमत् (rājimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:70565:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0621	classify-verdict	In the dictionaries, are यातुमावन्त् (yātumāvant) and यातुमावत् (yātumāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:74276:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0622	classify-verdict	In the dictionaries, are रोचनावन्त् (rocanāvant) and रोचनावत् (rocanāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:79912:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0623	classify-verdict	In the dictionaries, are लक्षणवन्त् (lakṣaṇavant) and लक्षणवत् (lakṣaṇavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:80293:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0624	classify-verdict	In the dictionaries, are सूर्यवन्त् (sūryavant) and सूर्यवत् (sūryavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:99423:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0625	classify-verdict	In the dictionaries, are सरस्वतीवन्त् (sarasvatīvant) and सरस्वतीवत् (sarasvatīvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:104141:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0626	classify-verdict	In the dictionaries, are सुतवन्त् (sutavant) and सुतवत् (sutavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:106602:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0627	classify-verdict	In the dictionaries, are सानुमन्त् (sānumant) and सानुमत् (sānumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:112337:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0628	classify-verdict	In the dictionaries, are शंवन्त् (śaṃvant) and शंवत् (śaṃvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:115824:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0629	classify-verdict	In the dictionaries, are शीर्षण्वन्त् (śīrṣaṇvant) and शीर्षण्वत् (śīrṣaṇvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:123647:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0630	classify-verdict	In the dictionaries, are मुखवन्त् (mukhavant) and मुखवत् (mukhavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:133424:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0631	classify-verdict	In the dictionaries, are मेदस्वन्त् (medasvant) and मेदस्वत् (medasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:137375:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0632	classify-verdict	In the dictionaries, are प्रत्नवन्त् (pratnavant) and प्रत्नवत् (pratnavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:139967:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0633	classify-verdict	In the dictionaries, are वेपथुमन्त् (vepathumant) and वेपथुमत् (vepathumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:142654:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0634	classify-verdict	In the dictionaries, are बृहस्पतिमन्त् (bṛhaspatimant) and बृहस्पतिमत् (bṛhaspatimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:148736:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0635	classify-verdict	In the dictionaries, are बृहस्पतिवन्त् (bṛhaspativant) and बृहस्पतिवत् (bṛhaspativat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:148739:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0636	classify-verdict	In the dictionaries, are फेनवन्त् (phenavant) and फेनवत् (phenavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:153409:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0637	classify-verdict	In the dictionaries, are प्रयाजवन्त् (prayājavant) and प्रयाजवत् (prayājavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:154531:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0638	classify-verdict	In the dictionaries, are भ्रातृमन्त् (bhrātṛmant) and भ्रातृमत् (bhrātṛmat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:168711:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0639	classify-verdict	In the dictionaries, are विहारवन्त् (vihāravant) and विहारवत् (vihāravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:169657:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0640	classify-verdict	In the dictionaries, are अक्रुध्यन्त् (akrudhyant) and अक्रुध्यत् (akrudhyat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:199377:at_only	dcs-nominal-class-split-adj
ZOD-0641	classify-verdict	In the dictionaries, are नृशंसवन्त् (nṛśaṃsavant) and नृशंसवत् (nṛśaṃsavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:209437:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0642	classify-verdict	In the dictionaries, are प्रकाशवन्त् (prakāśavant) and प्रकाशवत् (prakāśavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:211924:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0643	classify-verdict	In the dictionaries, are पावकवन्त् (pāvakavant) and पावकवत् (pāvakavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:222341:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0644	classify-verdict	In the dictionaries, are त्वष्टीमन्त् (tvaṣṭīmant) and त्वष्टीमत् (tvaṣṭīmat) treated as ONE lexeme with two stem spellings, or not?	ant_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:222744:ant_only	dcs-nominal-class-split-adj
ZOD-0645	classify-verdict	In the dictionaries, are निदानवन्त् (nidānavant) and निदानवत् (nidānavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:224289:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0646	classify-verdict	In the dictionaries, are समवन्त् (samavant) and समवत् (samavat) treated as ONE lexeme with two stem spellings, or not?	ant_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:225336:ant_only	dcs-nominal-class-split-adj
ZOD-0647	classify-verdict	In the dictionaries, are कोशवन्त् (kośavant) and कोशवत् (kośavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:5095:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0648	classify-verdict	In the dictionaries, are अनन्तवन्त् (anantavant) and अनन्तवत् (anantavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:9877:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0649	classify-verdict	In the dictionaries, are कामवन्त् (kāmavant) and कामवत् (kāmavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:13885:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0650	classify-verdict	In the dictionaries, are अपचितिमन्त् (apacitimant) and अपचितिमत् (apacitimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:20760:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0651	classify-verdict	In the dictionaries, are अभिमानवन्त् (abhimānavant) and अभिमानवत् (abhimānavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:22451:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0652	classify-verdict	In the dictionaries, are कालवन्त् (kālavant) and कालवत् (kālavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:22842:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0653	classify-verdict	In the dictionaries, are कुमुद्वन्त् (kumudvant) and कुमुद्वत् (kumudvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:24571:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0654	classify-verdict	In the dictionaries, are भुवद्वन्त् (bhuvadvant) and भुवद्वत् (bhuvadvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:25013:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0655	classify-verdict	In the dictionaries, are भोगवन्त् (bhogavant) and भोगवत् (bhogavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:26024:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0656	classify-verdict	In the dictionaries, are नामवन्त् (nāmavant) and नामवत् (nāmavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:33574:at_only	dcs-nominal-class-split-adj
ZOD-0657	classify-verdict	In the dictionaries, are श्रोत्रवन्त् (śrotravant) and श्रोत्रवत् (śrotravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:41026:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0658	classify-verdict	In the dictionaries, are श्लेष्मवन्त् (śleṣmavant) and श्लेष्मवत् (śleṣmavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:41166:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0659	classify-verdict	In the dictionaries, are षोडशिमन्त् (ṣoḍaśimant) and षोडशिमत् (ṣoḍaśimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:42067:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0660	classify-verdict	In the dictionaries, are धिष्ण्यवन्त् (dhiṣṇyavant) and धिष्ण्यवत् (dhiṣṇyavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:42653:at_only	dcs-nominal-class-split-adj
ZOD-0661	classify-verdict	In the dictionaries, are उपदेशनवन्त् (upadeśanavant) and उपदेशनवत् (upadeśanavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:45046:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0662	classify-verdict	In the dictionaries, are उपदेहवन्त् (upadehavant) and उपदेहवत् (upadehavat) treated as ONE lexeme with two stem spellings, or not?	at_only	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:45082:at_only	dcs-nominal-class-split-adj
ZOD-0663	classify-verdict	In the dictionaries, are आकारवन्त् (ākāravant) and आकारवत् (ākāravat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:61826:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0664	classify-verdict	In the dictionaries, are युक्तवन्त् (yuktavant) and युक्तवत् (yuktavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:64674:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0665	classify-verdict	In the dictionaries, are वाजिमन्त् (vājimant) and वाजिमत् (vājimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:76412:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0666	classify-verdict	In the dictionaries, are रेतस्वन्त् (retasvant) and रेतस्वत् (retasvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:79718:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0667	classify-verdict	In the dictionaries, are जन्मवन्त् (janmavant) and जन्मवत् (janmavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:87653:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0668	classify-verdict	In the dictionaries, are द्रविणवन्त् (draviṇavant) and द्रविणवत् (draviṇavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:90440:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0669	classify-verdict	In the dictionaries, are पस्त्यावन्त् (pastyāvant) and पस्त्यावत् (pastyāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:92855:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0670	classify-verdict	In the dictionaries, are पाणिमन्त् (pāṇimant) and पाणिमत् (pāṇimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:93316:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0671	classify-verdict	In the dictionaries, are सुरावन्त् (surāvant) and सुरावत् (surāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:98206:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0672	classify-verdict	In the dictionaries, are स्कन्धवन्त् (skandhavant) and स्कन्धवत् (skandhavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:102114:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0673	classify-verdict	In the dictionaries, are सिद्धिमन्त् (siddhimant) and सिद्धिमत् (siddhimat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:106253:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0674	classify-verdict	In the dictionaries, are हिमवन्त् (himavant) and हिमवत् (himavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:110099:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0675	classify-verdict	In the dictionaries, are शूलवन्त् (śūlavant) and शूलवत् (śūlavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:126568:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0676	classify-verdict	In the dictionaries, are शल्यवन्त् (śalyavant) and शल्यवत् (śalyavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:128036:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0677	classify-verdict	In the dictionaries, are शिशुमन्त् (śiśumant) and शिशुमत् (śiśumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:132212:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0678	classify-verdict	In the dictionaries, are प्रभावन्त् (prabhāvant) and प्रभावत् (prabhāvat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:140955:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0679	classify-verdict	In the dictionaries, are पुच्छवन्त् (pucchavant) and पुच्छवत् (pucchavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:143462:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0680	classify-verdict	In the dictionaries, are बिन्दुमन्त् (bindumant) and बिन्दुमत् (bindumat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:148917:one_lexeme_two_spellings	dcs-nominal-class-split-adj
ZOD-0681	classify-verdict	In the dictionaries, are ब्राह्मणवन्त् (brāhmaṇavant) and ब्राह्मणवत् (brāhmaṇavat) treated as ONE lexeme with two stem spellings, or not?	one_lexeme_two_spellings	one_lexeme_two_spellings|at_only|ant_only|two_headwords	dcs-nominal-class-split-adj:149754:one_lexeme_two_spellings	dcs-nominal-class-split-adj
