adhyaya	verse	gold_form	gold_lemma	gold_pos	dcs_form	dcs_lemma	dcs_upos	class	lemma_match	pos_match	convention	n_gold	n_dcs
5	5.13	kurvan	kurvant	nominal	kurvan	kṛ	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.13	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
5	5.13	kārayan	kārayant	nominal	kārayan	kāray	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.14	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
5	5.14	kartṛtvam	kartṛtva	nominal	kartṛ|tvam	kartṛ|tva	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
5	5.14	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
5	5.14	karmāṇi	karman	nominal	karmāṇi	karman	nominal	MATCH	yes	yes		1	1
5	5.14	lokasya	loka	nominal	lokasya	loka	nominal	MATCH	yes	yes		1	1
5	5.14	sṛjati	√sṛj	verb	sṛjati	sṛj	verb	MATCH	yes	yes		1	1
5	5.14	prabhuḥ	pra-bhu	nominal	prabhuḥ	prabhu	indecl	POS_DIVERGE	yes	no		1	1
5	5.14	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
5	5.14	karma-phala-saṁyogam	karma-phala-saṁyoga	nominal	karma|phala|saṃyogam	karman|phala|saṃyoga	nominal|nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	3
5	5.14	sva-bhāvaḥ	sva-bhāva	nominal	svabhāvaḥ	svabhāva	nominal	MATCH	yes	yes		1	1
5	5.14	tu	tu	indecl	tu	tu	indecl	MATCH	yes	yes		1	1
5	5.14	pravartate	pra-√vṛt	verb	pravartate	pravṛt	verb	MATCH	yes	yes		1	1
5	5.15	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
5	5.15	ādatte	ā-√dā	verb	ādatte	ādā	verb	MATCH	yes	yes		1	1
5	5.15	kasya-cit	kim-cit	nominal	kasyacid	kaścit	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.15	pāpam	pāpa	nominal	pāpam	pāpa	nominal	MATCH	yes	yes		1	1
5	5.15	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
5	5.15	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
5	5.15	eva	eva	indecl	eva	eva	indecl	MATCH	yes	yes		1	1
5	5.15	sukṛtam	sukṛta	nominal	sukṛtaṃ	sukṛta	nominal	MATCH	yes	yes		1	1
5	5.15	vibhuḥ	vi-bhu	nominal	vibhuḥ	vibhu	indecl	POS_DIVERGE	yes	no		1	1
5	5.15	ajñānena	a-jñāna	nominal	ajñānena	ajñāna	nominal	MATCH	yes	yes		1	1
5	5.15	āvṛtam	ā-vṛta	nominal	āvṛtam	āvṛ	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.15	jñānam	jñāna	nominal	jñānaṃ	jñāna	nominal	MATCH	yes	yes		1	1
5	5.15	tena	tat	nominal	tena	tena	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.15	muhyanti	√muh	verb	muhyanti	muh	verb	MATCH	yes	yes		1	1
5	5.15	jantavaḥ	jantu	nominal	jantavaḥ	jantu	nominal	MATCH	yes	yes		1	1
5	5.16	jñānena	jñāna	nominal	jñānena	jñāna	nominal	MATCH	yes	yes		1	1
5	5.16	tu	tu	indecl	tu	tu	indecl	MATCH	yes	yes		1	1
5	5.16	tat	tat	nominal	tat	tad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
5	5.16	ajñānam	a-jñāna	nominal	ajñānam	ajñāna	nominal	MATCH	yes	yes		1	1
5	5.16	yeṣām	yat	nominal	yeṣāṃ	yad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
5	5.16	nāśitam	nāśita	nominal	nāśitam	nāśay	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.16	ātmanaḥ	ātman	nominal	ātmanaḥ	ātman	nominal	MATCH	yes	yes		1	1
5	5.16	teṣām	tat	nominal	teṣām	tad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
5	5.16	āditya-vat	āditya-vat	indecl	āditya|vat	āditya|vat	nominal|indecl	COMPOUND_SPLIT	n/a	n/a		1	2
5	5.16	jñānam	jñāna	nominal	jñānam	jñāna	nominal	MATCH	yes	yes		1	1
5	5.16	prakāśayati	pra-√kāś	verb	prakāśayati	prakāśay	verb	LEMMA_DIVERGE	no	yes		1	1
5	5.16	tat	tat	nominal	tat	tad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
5	5.16	param	para	nominal	param	para	nominal	MATCH	yes	yes		1	1
5	5.17	tad-buddhayaḥ	tad-buddhi	nominal	tad|buddhayaḥ	tad|buddhi	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
5	5.17	tad-ātmānaḥ	tad-ātman	nominal	tad|ātmānaḥ	tad|ātman	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
5	5.17	tan-niṣṭhāḥ	tad-niṣṭha	nominal	tad	tad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.17	tat-parāyaṇāḥ	tad-parāyaṇa	nominal	niṣṭhāḥ	niṣṭhā	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.17	gacchanti	√gam	verb	tad	tad	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.17	apunar-āvṛttim	a-punar-āvṛtti	nominal	parāyaṇāḥ	parāyaṇa	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.17	jñāna-nirdhūta-kalmaṣāḥ	jñāna-nirdhūta-kalmaṣa	nominal	gacchanti	gam	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.18	vidyā-vinaya-saṁpanne	vidyā-vinaya-saṁpanna	nominal	apunarāvṛttim	apunarāvṛtti	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.18	brāhmaṇe	brāhmaṇa	nominal	jñāna	jñāna	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.18	gavi	go	nominal	nirdhūta	nirdhū	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.18	hastini	hastin	nominal	kalmaṣāḥ	kalmaṣa	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.18	śuni	śvan	nominal	vidyā	vidyā	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.18	ca	ca	indecl	vinaya	vinaya	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.18	eva	eva	indecl	sampanne	sampad	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.18	śva-pāke	śva-pāka	nominal	brāhmaṇe	brāhmaṇa	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.18	ca	ca	indecl	gavi	go	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.18	paṇḍitāḥ	paṇḍita	nominal	hastini	hastin	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.18	sama-darśinaḥ	sama-darśin	nominal	śuni	śvan	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	iha	iha	indecl	ca	ca	indecl	LEMMA_DIVERGE	no	yes		1	1
5	5.19	eva	eva	indecl	eva	eva	indecl	MATCH	yes	yes		1	1
5	5.19	taiḥ	tat	nominal	śvapāke	śvapāka	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	jitaḥ	jita	nominal	ca	ca	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.19	sargaḥ	sarga	nominal	paṇḍitāḥ	paṇḍita	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	yeṣām	yat	nominal	sama	sama	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	sāmye	sāmya	nominal	darśinaḥ	darśin	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.19	sthitam	sthita	nominal	iha	iha	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.19	manaḥ	manas	nominal	eva	eva	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.19	nirdoṣam	nirdoṣa	nominal	taiḥ	tad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	hi	hi	indecl	jitaḥ	ji	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.19	samam	sama	nominal	sargo	sarga	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	brahma	brahman	nominal	yeṣāṃ	yad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	tasmāt	tasmāt	indecl	sāmye	sāmya	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.19	brahmaṇi	brahman	nominal	sthitaṃ	sthā	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.19	te	tat	nominal	manaḥ	manas	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.19	sthitāḥ	sthita	nominal	nirdoṣaṃ	nirdoṣa	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	na	na	indecl	hi	hi	indecl	LEMMA_DIVERGE	no	yes		1	1
5	5.20	prahṛṣyet	√hṛṣ	verb	samaṃ	sama	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	priyam	priya	nominal	brahma	brahman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.20	prāpya	pra-√āp	unknown	tasmāt	tasmāt	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	na	na	indecl	brahmaṇi	brahman	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	udvijet	ud-√vij	verb	te	tad	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	prāpya	pra-√āp	unknown	sthitāḥ	sthā	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	ca	ca	indecl	na	na	indecl	LEMMA_DIVERGE	no	yes		1	1
5					prahṛṣyet	prahṛṣ	verb	GOLD_ONLY				0	1
5	5.20	apriyam	a-priya	nominal	priyam	priya	indecl	LEMMA_CONVENTION+POS_DIVERGE	no	no	vowel-sandhi/contraction	1	1
5	5.20	sthira-buddhiḥ	sthira-buddhi	nominal	prāpya	prāp	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	asaṁmūḍhaḥ	a-saṁ-mūḍha	nominal	na	na	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	brahma-vit	brahma-vit	nominal	udvijet	udvij	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	brahmaṇi	brahman	nominal	prāpya	prāp	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.20	sthitaḥ	sthita	nominal	ca	ca	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	bāhya-sparśeṣu	bāhya-sparśa	nominal	apriyam	apriya	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	asaktātmā	asakta-ātman	nominal	sthira	sthira	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	vindati	√vid	verb	buddhiḥ	buddhi	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	ātmani	ātman	nominal	asaṃmūḍhaḥ	asaṃmūḍha	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	yat	yat	nominal	brahma	brahman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.21	sukham	sukha	nominal	vid	vid	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	saḥ	tat	nominal	brahmaṇi	brahman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.21	brahma-yoga-yuktātmā	brahma-yoga-yuktātman	nominal	sthitaḥ	sthā	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	sukham	sukha	nominal	bāhya	bāhya	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.21	akṣayam	a-kṣaya	nominal	sparśeṣu	sparśa	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.21	aśnute	√aś	verb	a	a	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.22	ye	yat	nominal	sakta	sañj	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.22	hi	hi	indecl	ātmā	ātman	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.22	saṁsparśa-jāḥ	saṁ-sparśa-ja	nominal	vindati	vid	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.22	bhogāḥ	bhoga	nominal	ātmani	ātman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.22	duḥkha-yonayaḥ	duḥkha-yoni	nominal	yat	yad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.22	eva	eva	indecl	sukham	sukha	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.22	te	tat	nominal	sa	tad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
5	5.22	ādy-antavantaḥ	ādy-anta-vant	nominal	brahma	brahman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.22	kaunteya	kaunteya	nominal	yoga	yoga	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.22	na	na	indecl	yukta	yuj	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.22	teṣu	tat	nominal	ātmā	ātman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.22	ramate	√ram	verb	sukham	sukha	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.22	budhaḥ	budha	nominal	akṣayam	akṣaya	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.23	śaknoti	√śak	verb	aśnute	aś	verb	LEMMA_DIVERGE	no	yes		1	1
5	5.23	iha	iha	indecl	ye	yad	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.23	eva	eva	indecl	hi	hi	indecl	LEMMA_DIVERGE	no	yes		1	1
5	5.23	yaḥ	yat	nominal	saṃsparśa	saṃsparśa	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.23	soḍhum	√sah	unknown	jāḥ	ja	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.23	prāk	prāk	indecl	bhogā	bhoga	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.23	śarīra-vimokṣaṇāt	śarīra-vimokṣaṇa	nominal	duḥkha	duḥkha	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.23	kāma-krodhodbhavam	kāma-krodha-udbhava	nominal	yonayaḥ	yoni	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.23	vegam	vega	nominal	eva	eva	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.23	saḥ	tat	nominal	te	tad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
5	5.23	yuktaḥ	yukta	nominal	ādi	ādi	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.23	saḥ	tat	nominal	antavantaḥ	antavat	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.23	sukhī	sukhin	nominal	kaunteya	kaunteya	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.23	naraḥ	nara	nominal	na	na	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.24	yaḥ	yat	nominal	teṣu	tad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.24	antaḥ-sukhaḥ	antaḥ-sukha	nominal	ramate	ram	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.24	antar-ārāmaḥ	antaḥ-ārāma	nominal	budhaḥ	budha	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.24	tathā	tathā	indecl	śaknoti	śak	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.24	antar-jyotiḥ	antaḥ-jyotiḥ	nominal	iha	iha	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.24	eva	eva	indecl	eva	eva	indecl	MATCH	yes	yes		1	1
5	5.24	yaḥ	yat	nominal	yaḥ	yad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
5	5.24	saḥ	tat	nominal	soḍhuṃ	sah	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.24	yogī	yogin	nominal	prāk	prāk	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.24	brahma-nirvāṇam	brahma-nirvāṇa	nominal	śarīravimokṣaṇāt	śarīravimokṣaṇa	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.24	brahma-bhūtaḥ	brahma-bhūta	nominal	kāma	kāma	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.24	adhigacchati	adhi-√gam	verb	krodha	krodha	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.25	labhante	√labh	verb	udbhavam	udbhava	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.25	brahma-nirvāṇam	brahma-nirvāṇa	nominal	vegaṃ	vega	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.25	ṛṣayaḥ	ṛṣi	nominal	sa	tad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.25	kṣīṇa-kalmaṣāḥ	kṣīṇa-kalmaṣa	nominal	yuktaḥ	yuj	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.25	chinna-dvaidhāḥ	chinna-dvaidha	nominal	sa	tad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.25	yatātmānaḥ	yatātman	nominal	sukhī	sukhin	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.25	sarva-bhūta-hite	sarva-bhūta-hita	nominal	naraḥ	nara	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.25	ratāḥ	rata	nominal	yo	yad	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.26	kāma-krodha-viyuktānām	kāma-krodha-viyukta	nominal	antar	antar	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.26	yatīnām	yati	nominal	sukhaḥ	sukha	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.26	yata-cetasām	yata-cetas	nominal	antara	antara	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.26	abhitas	abhitas	indecl	ārāmaḥ	ārāma	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.26	brahma-nirvāṇam	brahma-nirvāṇa	nominal	tathā	tathā	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.26	vartate	√vṛt	verb	antar	antar	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.26	viditātmanām	vidita-ātman	nominal	jyotiḥ	jyotis	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.27	sparśān	sparśa	nominal	eva	eva	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	kṛtvā	√kṛ	unknown	yaḥ	yad	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	bahiḥ	bahiḥ	indecl	sa	tad	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	bāhyān	bāhya	nominal	yogī	yogin	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.27	cakṣuḥ	cakṣuḥ	nominal	brahma	brahman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.27	ca	ca	indecl	nirvāṇam	nirvāṇa	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	eva	eva	indecl	brahma	brahman	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	antare	antara	nominal	bhūtaḥ	bhū	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	bhruvoḥ	bhrū	nominal	'dhigacchati	adhigam	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	prāṇāpānau	prāṇāpāna	nominal	labhante	labh	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	samau	sama	nominal	brahma	brahman	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.27	kṛtvā	√kṛ	unknown	nirvāṇam	nirvāṇa	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.27	nāsābhyantara-cāriṇau	nāsā-abhy-antara-cārin	nominal	ṛṣayaḥ	ṛṣi	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.28	yatendriya-mano-buddhiḥ	yata-indriya-mano-buddhi	nominal	kṣīṇa	kṣi	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.28	muniḥ	muni	nominal	kalmaṣāḥ	kalmaṣa	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.28	mokṣa-parāyaṇaḥ	mokṣa-parāyaṇa	nominal	chinna	chid	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.28	vigatecchā-bhaya-krodhaḥ	vigata-icchā-bhaya-krodha	nominal	dvaidhāḥ	dvaidha	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.28	yaḥ	yat	nominal	yata	yam	verb	LEMMA_CONVENTION+POS_DIVERGE	no	no	final-t/d+n	1	1
5	5.28	sadā	sadā	indecl	ātmānaḥ	ātman	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.28	muktaḥ	mukta	nominal	sarva	sarva	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.28	eva	eva	indecl	bhūta	bhūta	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5	5.28	saḥ	tat	nominal	hite	hita	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.29	bhoktāram	bhoktṛ	nominal	ratāḥ	ram	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.29	yajña-tapasām	yajña-tapas	nominal	kāma	kāma	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.29	sarva-loka-maheśvaram	sarva-loka-mahā-īśvara	nominal	krodha	krodha	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.29	suhṛdam	su-hṛd	nominal	viyuktānām	viyuj	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.29	sarva-bhūtānām	sarva-bhūta	nominal	yatīnāṃ	yati	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.29	jñātvā	√jñā	unknown	yata	yam	verb	LEMMA+POS_DIVERGE	no	no		1	1
5	5.29	mām	asmat	nominal	cetasām	cetas	nominal	LEMMA_DIVERGE	no	yes		1	1
5	5.29	śāntim	śānti	nominal	abhito	abhitas	indecl	LEMMA+POS_DIVERGE	no	no		1	1
5	5.29	ṛcchati	√ṛ	verb	brahma	brahman	nominal	LEMMA+POS_DIVERGE	no	no		1	1
5					nirvāṇam|vartate|vidita|ātmanām|sparśān|kṛtvā|bahis|bāhyān|cakṣuḥ|ca|eva|antare|bhruvoḥ|prāṇa|apānau|samau|kṛtvā|nāsā|abhyantara|cāriṇau|yata|indriya|manaḥ|buddhiḥ|muniḥ|mokṣa|parāyaṇaḥ|vigata|icchā|bhaya|krodhaḥ|yaḥ|sadā|mukta|eva|saḥ|bhoktāraṃ|yajña|tapasām|sarva|loka|mahā|īśvaram|suhṛdaṃ|sarva|bhūtānām|jñātvā|māṃ|śāntim|ṛcchati	nirvāṇa|vṛt|vid|ātman|sparśa|kṛ|bahis|bāhya|cakṣus|ca|eva|antara|bhrū|prāṇa|apāna|sama|kṛ|nāsā|abhyantara|cārin|yam|indriya|manas|buddhi|muni|mokṣa|parāyaṇa|vigam|icchā|bhaya|krodha|yad|sadā|muc|eva|tad|bhoktṛ|yajña|tapas|sarva|loka|mahat|īśvara|suhṛd|sarva|bhūta|jñā|mad|śānti|ṛch	nominal|verb|verb|nominal|nominal|verb|indecl|indecl|nominal|indecl|indecl|nominal|nominal|nominal|nominal|nominal|verb|nominal|nominal|indecl|verb|nominal|nominal|nominal|nominal|nominal|nominal|verb|nominal|nominal|nominal|nominal|indecl|verb|indecl|nominal|nominal|nominal|nominal|nominal|nominal|indecl|nominal|nominal|nominal|nominal|verb|nominal|nominal|verb	GOLD_ONLY				0	50
6	6.01	śrī-bhagavān	śrī-bhagavant	nominal	śrī|bhagavān	śrī|bhagavant	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
6	6.01	uvāca	√vac	verb	uvāca	vac	verb	MATCH	yes	yes		1	1
6	6.01	anāśritaḥ	an-ā-śrita	nominal	anāśritaḥ	anāśrita	indecl	POS_DIVERGE	yes	no		1	1
6	6.01	karma-phalam	karma-phala	nominal	karma|phalam	karman|phala	nominal|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
6	6.01	kāryam	kārya	nominal	kāryaṃ	kṛ	verb	LEMMA+POS_DIVERGE	no	no		1	1
6	6.01	karma	karman	nominal	karma	karman	nominal	MATCH	yes	yes		1	1
6	6.01	karoti	√kṛ	verb	karoti	kṛ	verb	MATCH	yes	yes		1	1
6	6.01	yaḥ	yat	nominal	yaḥ	yad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
6	6.01	saḥ	tat	nominal	sa	tad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
6	6.01	saṁnyāsī	saṁnyāsin	nominal	saṃnyāsī	saṃnyāsin	indecl	POS_DIVERGE	yes	no		1	1
6	6.01	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
6	6.01	yogī	yogin	nominal	yogī	yogin	nominal	MATCH	yes	yes		1	1
6	6.01	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
6	6.01	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
6	6.01	niragniḥ	nir-agni	nominal	niragniḥ	niragni	indecl	POS_DIVERGE	yes	no		1	1
6	6.01	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
6	6.01	ca	ca	indecl	ca	ca	indecl	MATCH	yes	yes		1	1
6	6.01	akriyaḥ	a-kriya	nominal	akriyaḥ	akriya	indecl	POS_DIVERGE	yes	no		1	1
6	6.02	yam	yat	nominal	yaṃ	yad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
6	6.02	saṁnyāsam	saṁnyāsa	nominal	saṃnyāsam	saṃnyāsa	nominal	MATCH	yes	yes		1	1
6	6.02	iti	iti	indecl	iti	iti	indecl	MATCH	yes	yes		1	1
6	6.02	prāhuḥ	pra-√ah	verb	prāhuḥ	prāh	verb	LEMMA_CONVENTION	no	yes	vowel-sandhi/contraction	1	1
6	6.02	yogam	yoga	nominal	yogam	yoga	nominal	MATCH	yes	yes		1	1
6	6.02	tam	tat	nominal	taṃ	tad	nominal	LEMMA_CONVENTION	no	yes	pronoun-stem	1	1
6	6.02	viddhi	√vid	verb	viddhi	vid	verb	MATCH	yes	yes		1	1
6	6.02	pāṇḍava	pāṇḍava	nominal	pāṇḍava	pāṇḍava	nominal	MATCH	yes	yes		1	1
6	6.02	na	na	indecl	na	na	indecl	MATCH	yes	yes		1	1
6	6.02	hi	hi	indecl	hi	hi	indecl	MATCH	yes	yes		1	1
6	6.02	asaṁnyasta-saṁkalpaḥ	a-saṁnyasta-saṁkalpa	nominal	asaṃnyasta|saṃkalpaḥ	asaṃnyasta|saṃkalpa	indecl|nominal	COMPOUND_SPLIT	n/a	n/a		1	2
6	6.02	yogī	yogin	nominal	yogī	yogin	nominal	MATCH	yes	yes		1	1
6	6.02	bhavati	√bhū	verb	bhavati	bhū	verb	MATCH	yes	yes		1	1
6	6.02	kaś-cana	kim-cana	nominal	kaścana	kaścana	nominal	LEMMA_DIVERGE	no	yes		1	1
6	6.03	ārurukṣoḥ	ārurukṣu	nominal	ārurukṣoḥ	ārurukṣu	indecl	POS_DIVERGE	yes	no		1	1
6	6.03	muneḥ	muni	nominal	muneḥ	muni	nominal	MATCH	yes	yes		1	1
6	6.03	yogam	yoga	nominal	yogam	yoga	nominal	MATCH	yes	yes		1	1
6	6.03	karma	karman	nominal	karma	karman	nominal	MATCH	yes	yes		1	1
6	6.03	kāraṇam	kāraṇa	nominal	kāraṇam	kāraṇa	nominal	MATCH	yes	yes		1	1
6	6.03	ucyate	√vac	verb	ucyate	vac	verb	MATCH	yes	yes		1	1
