sutra_id	sutra_text_slp1	exemplar_forms	exemplar_loci	texts	mean_chain_position	status	scope_justification
3.2.84	BUte	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.85	karaRe yajaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.86	karmaRi hanaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.87	brahmaBrURavftrezu kvip	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.88	bahulaM Candasi	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.89	sukarmapApamantrapuRyezu kfYaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.90	some suYaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.91	agnO ceH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.92	karmaRyagnyAKyAyAm	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.93	karmaRInivikriyaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.94	dfSeH kvanip	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.95	rAjani yuDikfYaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.96	sahe ca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.97	saptamyAM janerqaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.98	paYcamyAmajAtO	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.99	upasarge ca saMjYAyAm	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.100	anO karmaRi	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.101	anyezvapi dfSyate	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.102	nizWA	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.103	suyajorNvanip	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.104	jIryateratfn	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.105	Candasi liw	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.106	liwaH kAnajvA	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.107	kvasuSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.108	BAzAyAM sadavasaSruvaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.109	upeyivAnanASvAnanUcAnaSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.110	luN	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.111	anadyatane laN	510	503	97	3.884	lit	matched-ok-chain: appears in paninian_concordance.tsv (W2a ok form × Ashtadhyayi step)
3.2.112	aBijYAvacane lfw	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.113	na yadi	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.114	viBAzA sAkANkze	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.115	parokze liw	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.116	haSaSvatorlaN ca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.117	praSne cAsannakAle	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.118	law sme	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.119	aparokze ca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.120	nanO pfzwaprativacane	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.121	nanvorviBAzA	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.122	puri luN cAsme	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.123	vartamAne law	869	857	127	3.951	lit	matched-ok-chain: appears in paninian_concordance.tsv (W2a ok form × Ashtadhyayi step)
3.2.124	lawaH SatfSAnacAvapraTamAsamAnADikaraRe	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.125	samboDane ca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.126	lakzaRahetvoH kriyAyAH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.127	tO sat	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.128	pUNyajoH SAnan	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.129	tAcCIlyavayovacanaSaktizu cAnaS	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.130	iNDAryoH SatrakfcCriRi	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.131	dvizo'mitre	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.132	suYo yajYasaMyoge	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.133	arhaH praSaMsAyAm	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.134	AkvestacCIlatadDarmatatsADukArizu	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.135	tfn	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.136	alaMkfYnirAkfYprajanotpacotpatonmadarucyapatrapavftuvfDusahacara izRuc	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.137	ReSCandasi	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.138	BuvaSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.139	glAjisTaSca ksnuH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.140	trasigfDiDfzikzipeH knuH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.141	SamityazwAByo GinuR	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.142	saMpfcAnuruDANyamANyasaparisfsaMsfjaparidevisaMjvaraparikzipaparirawaparivadaparidahaparimuhaduzadvizadruhaduhayujAkrIqavivicatyajarajaBajAticarApacarAmuzAByAhanaSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.143	vO kazalasakatTasramBaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.144	ape ca lazaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.145	pre lapasfdrumaTavadavasaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.146	nindahiMsakliSaKAdavinASaparikzipaparirawaparivAdivyABAzAsUYo vuY	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.147	devikruSoScopasarge	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.148	calanaSabdArTAdakarmakAdyuc	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.149	anudAttetaSca halAdeH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.150	jucaNkramyadandramyasfgfDijvalaSucalazapatapadaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.151	kruDamaRqArTeByaSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.152	na yaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.153	sUdadIpadIkzaSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.154	lazapatapadasTABUvfzahanakamagamaSFBya ukaY	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.155	jalpaBikzakuwwaluRwavfNaH zAkan	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.156	prajoriniH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.157	jidfkziviSrIRvamAvyaTAByamapariBUprasUByaSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.158	spfhigfhipatidayinidrAtandrASradDABya Aluc	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.159	dADewsiSadasado ruH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.160	sfGasyadaH kmarac	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.161	BaYjaBAsamido Gurac	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.162	vidiBidicCideH kurac	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.163	iRnaSjisarttiByaH kvarap	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.164	gatvaraSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.165	jAgurUkaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.166	yajajapadaSAM yaNaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.167	namikampismyajasakamahiMsadIpo raH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.168	sanASaMsaBikza uH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.169	vinduricCuH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.170	kyAcCandasi	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.171	AdfgamahanajanaH kikinO liw ca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.172	svapitfzornajiN	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.173	SFvandyorAruH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.174	BiyaH kruklukanO	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.175	sTeSaBAsapisakaso varac	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.176	yaSca yaNaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.177	BrAjaBAsaDurvidyutorjipFjugrAvastuvaH kvip	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.178	anyeByo'pi dfSyate	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.179	BuvaH saMjYA'ntarayoH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.180	viprasamByo qvasaMjYAyAm	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.181	DaH karmaRi zwran	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.182	dAmnISasayuyujastutudasisicamihapatadaSanahaH karaRe	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.183	halasUkarayoH puvaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.184	artilUDUsUKanasahacara itraH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.185	puvaH saMjYAyAm	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.186	kartari carzidevatayoH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.187	YItaH ktaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.2.188	matibudDipUjArTeByaSca	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.3.1	uRAdayo bahulam	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.3.2	BUte'pi dfSyante	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.3.3	Bavizyati gamyAdayaH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.3.4	yAvatpurAnipAtayorlaw	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.3.5	viBAzA kadAkarhyoH	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
3.3.6	kiMvftte lipsAyAm	0	0	0		dark-out-of-scope	never-fires-on-AG-cells: no successful Prakriya history over Cologne-attested cells of AG lemmas includes this code (metarule / adhikāra / Vedic-accent / unimplemented operator relative to vidyut 0.4.0 generator surface)
