lemma_slp1	dict	sense_id	failure_class	n_ls	gloss
jAti	vcp	vcp:21075:2	no-citation-apparatus	0	anugataDarmarUpajAterbrahmarUpatvam . hariRoktaM yaTA sambanDaBedAt sattEva BidyamAnA gavAdizu . jAtirityu- cyate tasyAM sarve SabdA vyavasTitAH . tAM prAdipadikArTaYca DAtvarTaYca pracakzate . sA nityA sA mahAnAtmA tAmA- hustvatalAdayaH iti . pratipAditA ca …
jAti	vcp	vcp:21075:3	no-citation-apparatus	0	sAmAnyaM viSeza iti budDyapekzam . sU0
jAti	vcp	vcp:21075:4	no-citation-apparatus	0	padArTatrayoddeSalakzaRAnantaramidAnImuddizwasya sAmA- nyapadArTasya lakzaRamAha sAmAnyaM dviviDaM paramaparaYca paraM sattA aparaM sattAvyApyaM dravyatvAdi tatra sAmAnyasya tadviSezasya ca lakzaRaM budDireva . anuvfttabudDiH sAmA- myasya, vyAvfttabudDirviSez…
jAti	vcp	vcp:21075:5	no-citation-apparatus	0	BAvo'nuvftterava hetutvAt sAmAnyameva . sU0
jAti	vcp	vcp:21075:6	no-citation-apparatus	0	sAmAnyaM viSeza iti dvEviDyaM tadupapAdayannAha . BAvaH sattA anuvfttereva hetuH na tu vyAvftterapi hetuH taTA ca viSezasaMjYAM laBate . upa0 vfttiH
jAti	vcp	vcp:21075:7	no-citation-apparatus	0	dravyatvaM guRatvaM karmatvaYca sAmAnyAni viSe- yASca . sU0
jAti	vcp	vcp:21075:8	no-citation-apparatus	0	kezAM sAmAnyAnAM viSezasaMjYetyapekzAyAmAha . cakAraH pfTivItvAdIni dravyagatajAtIH rUpatvAdIni guRagatajAtIH utkzepaRatvAdIni karmagatajAtoH samuccinoti . dravyatva- mityAdAvasamAsaH parasparaM vyApyavyApakaBAvABAvasUcanArTam sAmAnyAni viSezAScetyatrAsamAsaH…
jAti	vcp	vcp:21075:9	no-citation-apparatus	0	vrAhmaRaH kzattriyovESyastrayo varRA dvijAtayaH . caturTa ekajAtistu SUdro nAsti tu paYcamaH . sarvavarRezu tulyAsu patnIzvakzatayonizu . Anulomyena samBUtA jAtyA jYeyAsta eva te . strIzvanantarajAtAsu dvijEru- tpAditAn sutAn . sadfSAneva tAnAhurmmAtfdozaviga…
jAti	vcp	vcp:21075:10	no-citation-apparatus	0	vrAhmaRAH kzattriyA vESyAH SUdrAM varRA yaTAkramam . AdyAstrayo dvijAH proktAstezAM vE mantrasatkriyAH . savaRaByaH savarRAsu jAyante hi sajAtayaH . tezA saNkarayogASca pratilomAnulomajAH . viprAn mardDAva- saktastu kzattriyAyAmajAyata . vESyAyAntu taTAmvazWo…
jAti	vcp	vcp:21075:11	no-citation-apparatus	0	ataH paraM pravakzyAmi jAtivfttiviDAnakam . anulomaviDAnaYca pratilomaviDiM taTA . sAntarAlaka- saMyuktaM sarvaM saMkzipya cocyate . nfpAd vrAhmaRakanyAyAM vivAhezu samanvayAt . jAtaH putro'tra nirdizwaH prati- lomabiDirdvijaH . vedAnarhastaTA cEzAM DarmARAma…
jAti	vcp	vcp:21075:12	no-citation-apparatus	0	baBUvurbrahmaRo vaktrAdanyAbrAhmaRajAtayaH . brahmaRo bAhudeSAcca jAtAH kzatriyajAtayaH . UrudeSAcca vESyASca pAdataH SUdrajAtayaH . tAsAM saNkarajAtena baBUburvarRasa- NkarAH . gopanApitalolASca taTA modakamUlabO . tAmbUliparRakArO ca taTA baRijajAtayaH . it…
jAti	vcp	vcp:21075:13	no-citation-apparatus	0	sADamyavEDarmyotkarzApakarzavarRyAvarRyavikalpasADyaprAptya- prAptiprasaNgapratidfzwAntAnutpattisaMSayaprakaraRahetyarTApattyabi- SezopapattyupalabDyanupalabDinityAnityakAryyasamAH sU0 tatra ca viSezalakzaRArTaM jAtiM viBajate sU0 . atra ca sADarmyAdInAM kAry…
jAti	vcp	vcp:21075:14	no-citation-apparatus	0	etAsAmasaduttaratve vIjamAha kiYcitsADarmyAt sADarmyaviSezAt vyAptisahitAt upasaMhArasidDeH sADya- sidDeH vEDarmyAdetadviparItAt vyAptinirapekzAt sADarmya- mAtrAt BavatA kftaH pratizeDo na samBavatItyarTaH . anyaTA prameyatvarUpAsADakasADarmyAt taddUzaRamapya…
jAti	vcp	vcp:21075:15	no-citation-apparatus	0	kramaprAptaM prakaraRasamaM lakzayati . uBayasADarmyAt prakarzeRa kriyA anvayasahacArAdvyatirekasahacArAdvA pra- kriyA tatsADanaM viparotasADanamiti PalitArTaH tatsidDe- stasya pUrvameva sidDeH taTAcADikavalatvenAropitapramARA- ntareRa bADena pratyavasTAnaM p…
jAti	vcp	vcp:21075:16	no-citation-apparatus	0	atrottaramAha . pratipakzAdviparItasADyasADaka- KenABimatAcCrAvaRatvAditaH prakaraRasidDidvArA madIya- sADyasya yaH pratizeDaH tvayA kriyate tasyAnupapattiH kutaH pratipakzopapatteH tvatpakzApekzayA pratipakzasya madIya pakzasyopapatteH sADanAt . ayamASayaH S…
jAti	vcp	vcp:21075:17	no-citation-apparatus	0	kramapAptamahetusamaM lakzayati . trEkAlyaM kAryya- kAsatatpUrvAparakAlAH tena hetorasidDeH hetutvAsidDeH . ayamarTaH daRqAdikaM GawAderna pUrbavarttitayA kAraRaM tadAnIM zawAderaBAvAt kasya kAraRaM syAt ataeva na DawAdyuttarakAlavarttitayA'pi navA samAnakAla…
jAti	vcp	vcp:21075:18	no-citation-apparatus	0	atrotaramAha . trEkAlyAsidDistrEkAlyena yA' sidDiruktA sA na, kutaH hetunaH sADyasidDeH tvayA'pya myupagamAt vfttiH . pratizeDAnupapatteHpratizedDavyApratizeDaH sU0
jAti	vcp	vcp:21075:19	no-citation-apparatus	0	pUrvavarttitAmAtreREva hetutAsamBavAt anyaTA tvadI- yahetorapi sADyaM na siDyedityAha hetuPalaBAva KaRqane pratizeDasyApyanupapatteH pratizedDavyasya parakIya- hetornapratizeDa ityarTaH vfttiH . arTApattitaH pratipakzasidDerarTApattisamaH 17 sU0
jAti	vcp	vcp:21075:20	no-citation-apparatus	0	kramaprAptamarTApattisamaM lakzayati . arTApattiraryA- pattyABAsaH taTA cArTApattyAmAsena pratipakzasADanAya pratyavasTAnamarTApattisamaH 17 . ayamASayaH arTApattirhi uktegAnuktamAkzipati yaTA Sabdo'nitya ityukte'rTA- dApAdyate'nyat nityaM taTA ca dfzwAntAsid…
jAti	vcp	vcp:21075:21	no-citation-apparatus	0	atrottaram . kimuktena anuktaM yatkiYcidevArTA- dApAdyate uktopapAdakaM vA Adye tvatpakzahAnirapyApA- dyatAM tvayAnuktatvAt antye asyA arTApatteranEkAnti- katvam EkAntikatvam ekapakzasADakatvaM balaM tannAsti na hi anitya ityasyopapAdakaM nityatvamiti na hi v…
jAti	vcp	vcp:21075:22	no-citation-apparatus	0	aviSezasamaM lakzayati . ekasya Darmasya kftakatvAdeH Sabde Gawe copapatteH sattvAt yadi SabdaTawayoranitya- tvenAviSezaH ucyate tadA sarvezAmaviSezaprasaNgaH, kutaH saNgAvopapatteH sataH sanmAtrasya ye BAvADarmAH sattvaprame- yatvAdayastezAmupapatteH sattvAt…
jAti	vcp	vcp:21075:23	no-citation-apparatus	0	atrottaramAha . tadDarmastasya hetorDarBovyAptyAdi- stasya kvacit kftakatvAdO upapatteH sattvAt kvacit- sattvAdO anupapatteH aBAvAt tvaduktasya pratizeDasyA- BAvo'samBava ityarTaH vfttiH . uBayakAraRopapatterupapattisamaH 19 sU0
jAti	vcp	vcp:21075:24	no-citation-apparatus	0	upapattisamaM lakzayati . uBayaM pakzapratipakzO tayoH kAranasya pramARasya upapatteH sattvAt taTA ca vyApti- mapuraskftya yatkiYcidDarmeRa parapakzadfzwAntena svapakzasA- Danena pratyavasTAnam upapattisamaH 19 yaTA Sabdo'nityaH kftakatvAdityukte yaTA tvatpak…
jAti	vcp	vcp:21075:25	no-citation-apparatus	0	atrottaramAha . ayaM tvaduktapratizeDo na samBavati- kutaH matpakze upapattikAraRasya matpakzasADakapramARasya tvayA'ByanujYAnAt tvayA hi matpakzasya dfzwAntIkaraRena sapramARakatvamanujYAtamataH kaTaM tatpratizeDaH Sakyate karttum anujYAtasyApi pratizeDe sva…
jAti	vcp	vcp:21075:26	no-citation-apparatus	0	upalabDisamaM lakzayati . vAdinA nirdizwasya kAraRasya sADanasyABAve'pi sADyasyopalamBAt pratyava- sTAnamanupalabDisamaH 20 ityarTaH . taTA hi parvato vahnimAn DUmAdityAdikaM vahnyavaDAraRArTamucyate na ca tatsamBavati DUmaM vinA AlokAdito'pi vahnisidDeH taTA…
jAti	vcp	vcp:21075:27	no-citation-apparatus	0	atrottaramAha . kAraRAntarAt sADanAntarAdAlo- kAdito'pi tasya Darmasya sADyasyopalabDestvaduktaH prati- zeDo na samBavati . ayamASayaH na hi vayamavaDAraRArTaM vahniprAn TUmAdityAdikaM prayuYjmahe api tu sandi- gDasya vahneH sidDyarTam anyaTA tvaduktamasADaka…
jAti	vcp	vcp:21075:28	no-citation-apparatus	0	anupalabDisamaM lakzayati . yadyapi ceyaM dvitIyA- DyAye darSitA dUzitA ca taTApyanupalabDisamA 21 jAtireva- miti tatrAnukteratra kramaprapto'BiDIyate tatrAyaM kramaH nEyAyikEstAvacCabdA nityatvameva sADyate yadi Sabdo nityaH syAduccAraRAt prAkkutonopalaByate…
jAti	vcp	vcp:21075:29	no-citation-apparatus	0	atrottaramAha . anupalabDiH AtmanyanupalabDiriti ko'rTaH svayamanupalabDirUpeti cedBavatyeva svavizayiRya- nupalabDiriti cennedaM prasaktaM anupalabDeranupalamBAtma- katvAt upalamBABAvAtmakatvAt aBAvasya ca nirvizayaka- tvAt svAtmanyanupalabDitvABAve'nupalabD…
jAti	vcp	vcp:21075:30	no-citation-apparatus	0	nanvupalabDeH svasminnanupalabDitvABAve'nupalabDirapi kena siDyedataAha aDyAtmam Atmanyapi jYAnavi- kalpAnAM jYAnaviSezARAM BAvABAvayormanasA saMvedanAt GawaM sAkzAtkaromi vahnimanuminomi nAnuminomItyevaM jYAnaviSezatadaBAvAnAM manasEva sugrahatvAditi BAvaH v…
jAti	vcp	vcp:21075:31	no-citation-apparatus	0	anityasamaM lakzayati . yadi dfzwAntaDawasADarmyAt kftakatvAttena saha tulyaDarmatopapadyate Sabde'nityatvaM sADyate tadA sarvasyEvAnityatvaM syAt sattvAdirUpasA- DarmyasamBavAt nacedamarTAntaragrastamiti vAcyaM sarvasyA- nityatve vyatirekAgrahAdanumAnadUzaRe…
jAti	vcp	vcp:21075:32	no-citation-apparatus	0	atrottaramAha . yadi yatkiYcitsAGarmyAtsarvasya sADyavattAmApAdayatastava sADarmyasyAsADakatvamaBimataM tadA tvatkftapratizeDasyApyasidDiH tasyApi pratizeDyasADa- rmyeRa pravfttatvAttvayA hyevaM sADyate kftakatvaM na sADakaM dfzwAntasADarmyarUpatvAtsattvAdiva…
jAti	vcp	vcp:21075:33	no-citation-apparatus	0	yadi ca sADarmyamAtraM na sADakamapi tu vyApti- sahitamityaBimataM tadA kftakatve tadasti natu sattva- iti viSeza ityAha . sADyasADanaBAvena vyApyavyA- pakaBAvena dfzwAnte prajYAtasya pramitasya tasya hetutvAt- sADakatvAt tatra hetutvasya uBayaTA anvayena vya…
jAti	vcp	vcp:21075:34	no-citation-apparatus	0	nityasamaM lakzayati . anityasya BAvaH anityatvaM tasya nityaM sarvakAlaM svIkAre anitye Sabde nityatvaM syAdityApAdanaM nityasamA 23 . ayamASayaH anityatvasya nityamasvIkAre'nityatvABAvadaSAyAM tasyAnityatvaM na, tasyApi nityatvApattiH nahi daRqABAvadaSAyAM …
jAti	vcp	vcp:21075:35	no-citation-apparatus	0	atrottaramAha . prAtazeDye matpakze Sabde sarvadA anityaBAvAt anityatvAt anitye Sabde anityatvamupa- padyate na hi samBavati anityatvaM nityamasti aTa ca tannityamiti vyADAtAt naca nityamiti sarbakAlamityarTaH taTA ca SabdasyAnetyatve kaTaM sarvakAlamanityatv…
jAti	vcp	vcp:21075:36	no-citation-apparatus	0	kAryyasamaM lakzayati . prayatnakAryyasya prayatnasampA- danIyasyAnekatvAt anekavizayatvAt . ayamarTaH Sabdo- 'nityaH prayatnAnantarIyakatvAdityukte prayatnAnantarIya- katvaM prayatnakArye GawAdo prayatnAnantaropalaByamAne kIlakAdAvapi dfzwantatra dvitIyaM na…
jAti	vcp	vcp:21075:37	no-citation-apparatus	0	atrottaram . Sabdasya kAryyAnyatve'kAryyatve praya- tnasya vaktfprayatnasya ahetutvam akAraRatvam idaYca tadA syAt yadyanupalabDikAraRamAvaraRAdikamupapadyate na ca tacCabde'stItyarTaH . AkftigaRapakze tu kAryyARAM jAtInAmanyatve nAnAviDatve idamuttaraM praya…
jAti	md	md:7988:1	no-shared-witness	0	jā-ti, f. birth, origin, rebirth; existence, life; state; rank, caste; family, tribe, race; genus ( opp. species ), species ( opp. individual ), kind, class; disposition; normal character, genuineness; in. -tas, —˚ , by birth
jAti	mw	mw:78658:1	witness-too-common	3	f. birth, production, ; ; (also , ) &amp;c
jAti	mw	mw:78659:1	no-shared-witness	2	re-birth
jAti	mw	mw:78662:1	witness-too-common	4	position assigned by birth, rank, caste, family, race, lineage, ; ; &amp;c. ( , )
jAti	mw	mw:78664:1	witness-too-common	1	the generic properties (opposed to the specific ones)
jAti	mw	mw:78665:1	no-shared-witness	1	natural disposition to
jAti	mw	mw:78666:1	witness-too-common	2	the character of a species, genuine or true state of anything
jAti	mw	mw:78667:1	no-shared-witness	0	reduction of fractions to a common denominator
jAti	mw	mw:78669:1	no-shared-witness	1	(in rhet. ) a particular figure of speech
jAti	mw	mw:78670:1	no-shared-witness	2	a class of metres
jAti	mw	mw:78672:1	no-shared-witness	1	a fireplace
jAti	mw	mw:78673:1	witness-too-common	1	(= ) mace, nutmeg
jAti	mw	mw:78674:1	no-shared-witness	1	Jasminum grandiflorum
jAti	mw	mw:78676.1:1	no-shared-witness	0	[ cf. Lat. gens ; Lith. pri-gentis ]
jAti	pwg	pwg:27221:1	no-shared-witness	1	(von ) f
jAti	pwg	pwg:27221:2	witness-too-common	9	Geburt; von Geburt blind, blindgeboren; bei den Wiedergeburten
jAti	pwg	pwg:27221:5	witness-too-common	9	Familie, Stamm
jAti	pwg	pwg:27221:7	witness-too-common	3	der Charakter der Gattung, die Aechtheit, die normale Beschaffenheit eines Dinges; wer bei Erde u. s. w. schlechter Waare das Ansehen von guter giebt; wie viel weniger wirkliche Wolken
jAti	pwg	pwg:27221:8	no-shared-witness	1	Zurückführung von Brüchen auf einen gemeinschaftlichen Nenner
jAti	pwg	pwg:27221:9	no-shared-witness	4	falsche Verallgemeinerung; a futile answer, or selfconfuting reply
jAti	pwg	pwg:27221:10	no-shared-witness	1	eine best. Darstellungsweise, Redefigur
jAti	pwg	pwg:27221:11	no-shared-witness	5	eine best. Klasse von Metren
jAti	pwg	pwg:27221:13	no-shared-witness	3	Ofen
jAti	pwg	pwg:27221:14	cross-language-gap	0	13〉 N. verschiedener Pflanzen
jAti	pwg	pwg:27221:15	outranked	7	die Pflanze; die Blüthe
jAti	pwg	pwg:27221:16	no-shared-witness	2	Emblica officinalis Gaertn. ( )
jAti	pwg	pwg:27221:17	witness-too-common	5	Muskatbaum; Muskatnuss
jAti	pwg	pwg:27221:19	cross-language-gap	0	Vgl
jAti	pwg	pwg:74324:1	no-shared-witness	2	von Anfang an, von Haus aus
jAti	pwg	pwg:74324:2	witness-too-common	3	das Allgemeine; Abstraction
jAti	pwg	pwg:74324:4	no-shared-witness	1	unter den und
jAti	mw	mw:78675:1	no-gloss	1	=
jAti	mw	mw:78676:1	no-gloss	1	= , cf
jAti	pwg	pwg:27221:18	no-gloss	3	= _im_
jAti	pwg	pwg:74324:5	no-gloss	4	10〉
jAti	pwg	pwg:74324:6	no-gloss	2	13〉a〉
vyaYjana	vcp	vcp:42599:1	no-citation-apparatus	0	vyaYjana na0 viSezeRAjyate vi + anja lyuwa 1 sUpaSAkAdO odanaBojanopakaraRe rAjani0 . vyaYjanaM SAkamat- syAdyaM hfdyaM vfzyaYca puzwidam . dravyeRa yena yeneha vyaYjanaM matsyamAMsayoH . tasya tasya tayoScEtadguRadozErviBAvayet rAjava0 . vi + anja Ric lyuw .…
vyaYjana	md	md:17283:1	no-shared-witness	0	vi‿áñjana, n. ornament ( RV.¹ ); C. ; manifesting, indicating; indirect or symbolical expression, suggestion; mark, token, badge; insignia of a prince; sign of puberty ( beard, breasts , etc. , sg. &amp; pl. ); sauce, condiment; consonant
vyaYjana	mw	mw:208447:1	no-shared-witness	1	m. (once for n. ; cf. below) a consonant
vyaYjana	mw	mw:208448:1	no-shared-witness	1	m. Pandanus Odoratissimus
vyaYjana	mw	mw:208452:1	no-shared-witness	1	n. decoration, ornament
vyaYjana	mw	mw:208454:1	no-shared-witness	1	n. allusion, suggestion (= f. ), Sah , , Sch
vyaYjana	mw	mw:208455:1	no-shared-witness	1	n. figurative expression, irony, sarcasm
vyaYjana	mw	mw:208458:1	no-shared-witness	1	insignia, paraphernalia
vyaYjana	mw	mw:208459:1	no-shared-witness	1	symptom (of a disease)
vyaYjana	mw	mw:208460:1	witness-too-common	2	mark of sex or gender (as the beard, breasts &amp;c.), the private organs (male or female), ; &amp;c
vyaYjana	mw	mw:208463:1	no-shared-witness	1	a syllable, ( cf. )
vyaYjana	mw	mw:208464:1	no-shared-witness	1	the letter (as opp. to , ‘meaning’)
vyaYjana	mw	mw:208465:1	no-shared-witness	1	a limb, member, part
vyaYjana	mw	mw:208466:1	no-shared-witness	1	a day
vyaYjana	mw	mw:208467:1	no-shared-witness	1	n. purification of a sacrificial animal (also m. and f( ). )
vyaYjana	mw	mw:208468:1	no-shared-witness	1	n. a fan, ( w.r. for )
vyaYjana	pwg	pwg:96236:1	cross-language-gap	0	(vom caus. von mit )
vyaYjana	pwg	pwg:96236:3	cross-language-gap	0	m. s. u. 4〉k〉 am Ende
vyaYjana	pwg	pwg:96236:6	no-shared-witness	1	Schmuck
vyaYjana	pwg	pwg:96236:8	no-shared-witness	3	andeutender; indirecter, symbolischer; Ausdruck
vyaYjana	pwg	pwg:96236:11	no-shared-witness	1	Symptom
vyaYjana	pwg	pwg:96236:12	no-shared-witness	4	Geschlechtszeichen, Geschlechtsglied
vyaYjana	pwg	pwg:96236:14	outranked	16	Brühe
vyaYjana	pwg	pwg:96236:15	outranked	21	Consonant; Silbe
vyaYjana	pwg	pwg:96236:16	no-shared-witness	1	Tag
vyaYjana	pwg	pwg:96236:17	no-shared-witness	2	Fächer, Wedel
vyaYjana	pwg	pwg:96236:18	cross-language-gap	0	Vgl
vyaYjana	mw	mw:208449:1	no-gloss	1	=
vyaYjana	pwg	pwg:96236:5	no-gloss	0	n
Agama	vcp	vcp:6364:1	no-citation-apparatus	0	Agama pu0 A + gama GaY . 1 AgatO 2 prAptO 3 utpattO ca AgamApAyino'nityAstAMstitikzasva BArata! gItA, Agamyate prApyate'nena karaRe GaY . 4 sAmAdyupAye AgamEH sadfSAramBa AramBasadf- SodayaH raGuH Agamyate svatvaBanena . svatvaprApake 5 krayapratigrahAdO Agam…
Agama	md	md:3418:1	no-shared-witness	0	ā́-gama a. coming up; m. arrival, occurrence; origin; course ( of streams ); affluence, revenue, property; acquisition; learning, knowledge; science; precept, tradition; manual, code; augment ( gr. ); -na, n. coming, arrival; origin; sexual intercourse; -vat,…
Agama	mw	mw:22573:1	witness-too-common	1	m. ( ifc. f( ). ) arrival, coming, approach, &amp;c
Agama	mw	mw:22574:1	witness-too-common	2	m. origin, ; &amp;c
Agama	mw	mw:22575:1	no-shared-witness	1	appearance or reappearance
Agama	mw	mw:22577:1	witness-too-common	2	income, lawful acquisition (of property, , , , ), ; &amp;c
Agama	mw	mw:22580:1	witness-too-common	2	a traditional doctrine or precept, collection of such doctrines, sacred work, Brāhmaṇa , ; &amp;c
Agama	mw	mw:22581:1	no-shared-witness	0	anything handed down and fixed by tradition (as the reading of a text or a record, title-deed, &amp;c.)
Agama	mw	mw:22582:1	no-shared-witness	1	addition
Agama	mw	mw:22583:1	no-shared-witness	2	a grammatical augment, a meaningless syllable or letter inserted in any part of the radical word, ; Comm
Agama	mw	mw:22584:1	no-shared-witness	0	N. of a rhetorical figure
Agama	mw	mw:22585:1	no-shared-witness	0	n. a Tantra or work inculcating the mystical worship of Śiva and Śakti
Agama	pwg	pwg:66142:1	no-shared-witness	1	am Ende eines adj. comp. f
Agama	pwg	pwg:66142:2	cross-language-gap	0	Erlangung, Erwerb
Agama	pwg	pwg:66142:3	cross-language-gap	0	das letzte Beispiel gehört zu d〉
Agama	pwg	pwg:66142:5	no-shared-witness	1	Kenntnisse, Wissen
Agama	pwg	pwg:66142:6	no-shared-witness	10	Kenntniss des überlieferten Wortlautes; der überlieferte Wortlaut der Grammatik; Ueberlieferung, Legende; Ueberlieferung; Lehre
Agama	pwg	pwg:66142:7	cross-language-gap	0	zu streichen
Agama	pwg	pwg:66142:8	no-shared-witness	3	Schol. zu
Agama	pwg	pwg:66142:9	no-shared-witness	1	eine best. rhetorische Figur
Agama	pwg	pwg:66142:10	cross-language-gap	0	vgl
Agama	pwg	pwg:7945:1	cross-language-gap	0	(von mit )
Agama	pwg	pwg:7945:4	witness-too-common	16	Ankunft, das Erscheinen; ihre Herkunft; das Vergehen und Erscheinen; kommend und gehend
Agama	pwg	pwg:7945:5	no-shared-witness	1	Hinzutritt, Zusatz
Agama	pwg	pwg:7945:7	witness-too-common	6	Zufluss von Geldern, von Reichthümern; Einkommen, Einkünfte
Agama	pwg	pwg:7945:8	outranked	4	Zufluss eines Besitzes; das rechtmässige Inbesitzkommen einer Sache; praesenti quoque tempori consulendum
Agama	pwg	pwg:7945:9	no-shared-witness	1	Zufluss von Kenntnissen, von Wissenschaften
Agama	pwg	pwg:7945:11	outranked	19	überlieferte Lehre, Vorschrift; Sammlung von solchen Lehren; Vorschriften, Lehrbuch; bewiesene Wahrheit; Gesetzsammlung
Agama	pwg	pwg:7945:12	no-shared-witness	1	Suffix
Agama	pwg	pwg:7945:13	no-shared-witness	1	Augment, ein am Anfange, in der Mitte oder am Ende hinzutretender bedeutungsloser Laut
Agama	pwg	pwg:7945:14	no-shared-witness	3	ein
Agama	pwg	pwg:14148.388:1	no-gloss	0	h
Agama	pwg	pwg:7945:3	no-gloss	0	m
puruza	vcp	vcp:32647:1	no-citation-apparatus	0	puruza pu0 pura agragatO kuzan puridehe Sete SI qa pfzo0 . 1 manuzye 2 puMsi ca amaraH . 3 Atmani sAKyamatasidDe paYcaviMSe 4 tattve 5 punnAgavfkze ca medi0 . 6 vizRO Sabdaca0 7 rezamiTunAdO vizamarASO . BOmArajIvAH puruzAH jyo0 ta0 8 mOmAdizu grahezu . puruz…
puruza	md	md:11759:1	no-shared-witness	0	púru-ṣa, m. ( metrically often lengthened to pū́-), man; human being ( pl. people; mankind); person ( with daṇḍa, m. punishment personified); attendant; functionary; personal and animating principle, soul; highest personal principle, universal soul, Supreme S…
puruza	mw	mw:126438:1	witness-too-common	2	m. ( mc. also ; prob. fr. √ and connected with , ifc. f( ). , rarely f( ). ; cf. ) a man, male, human being ( pl. people, mankind), &amp;c. &amp;c
puruza	mw	mw:126440:1	no-shared-witness	1	a friend
puruza	mw	mw:126441:1	no-shared-witness	1	a follower of the Sāṃkhya philosophy (?)
puruza	mw	mw:126443:1	no-shared-witness	3	the height or measure of a man (= 5 Aratni s = 120 Aṅgula s)
puruza	mw	mw:126444:1	no-shared-witness	1	the pupil of the eye
puruza	mw	mw:126445:1	witness-too-common	2	(also with ) the primaeval man as the soul and original source of the universe (described in the Puruṣa-sūkta q.v. ), ; &amp;c
puruza	mw	mw:126446:1	witness-too-common	1	the personal and animating principle in men and other beings, the soul or spirit, &amp;c. &amp;c
puruza	mw	mw:126447:1	witness-too-common	2	the Supreme Being or Soul of the universe (sometimes with , , or ; also identified with Brahmā , Viṣṇu , Śiva and Durgā ), ; &amp;c. &amp;c
puruza	mw	mw:126448:1	no-shared-witness	1	(in Sāṃkhya ) the Spirit as passive and a spectator of the Prakṛti or creative force, &amp;c
puruza	mw	mw:126449:1	no-shared-witness	1	the ‘spirit’ or fragrant exhalation of plants
puruza	mw	mw:126450:1	no-shared-witness	1	(with ) N. of the divine or active principles from the minute portions of which the universe was formed
puruza	mw	mw:126453:1	no-shared-witness	1	of a son of Manu Cākṣuṣa
puruza	mw	mw:126454:1	no-shared-witness	1	of one of the 18 attendants of the sun
puruza	mw	mw:126455:1	no-shared-witness	0	pl. men, people ( cf. above)
puruza	mw	mw:126456:1	no-shared-witness	1	N. of the Brāhmans of Krauñca-dvīpa
puruza	mw	mw:126457:1	no-shared-witness	1	(with ) N. of 5 princely personages or miraculous persons born under partic. constellations
puruza	mw	mw:126458:1	no-shared-witness	1	Rottleria Tinctoria
puruza	mw	mw:126459:1	no-shared-witness	1	Clerodendrum Phlomoides
puruza	mw	mw:126461:1	no-shared-witness	1	m or n. = m. n. , , Sch
puruza	mw	mw:126462:1	no-shared-witness	1	n. (!) N. of mount Meru
puruza	pwg	pwg:46157:1	no-shared-witness	10	Häufig metrisch gedehnt ; s. . . . . _zu_ . , Sch. , Sch
puruza	pwg	pwg:46157:3	no-shared-witness	1	von fünf unter bestimmten Constellationen geborenen fürstlichen Personen, Wundermenschen
puruza	pwg	pwg:46157:4	witness-too-common	33	das Persönliche und Beseelende im Menschen und in andern Wesen und Körpern: Seele, Geist; ein gedachtes oberstes Persönliches, höchster Geist; Weltseele; den lichten grossen Geist; sieben entfalteten Grundstoffen
puruza	pwg	pwg:46157:5	outranked	9	Mann, Person; Glied eines Geschlechts, Generation; die Vorfahren; durch zwei Generationen hindurch; mit Sohn und Enkel verbunden; Vater und Sohn
puruza	pwg	pwg:46157:6	outranked	2	Person des Verbi; 3te Person
puruza	pwg	pwg:46157:7	no-shared-witness	1	Männchen im Auge, Pupille
puruza	pwg	pwg:46157:8	witness-too-common	1	Geist; Riechstoff der Pflanzen
puruza	pwg	pwg:46157:9	no-shared-witness	7	= Rottleria tinctoria Roxb. . . = _bei_ neben gaṇa zu
puruza	pwg	pwg:46157:11	no-shared-witness	1	N. pr. eines der Söhne des Manu Cākṣuṣa ( ). pl. Bez. der den Brahmanen entsprechenden Bewohner von Krauñca-Dvipa
puruza	pwg	pwg:46157:12	no-shared-witness	1	N. einer der 18 Diener des Sonnengottes , Sch
puruza	pwg	pwg:46157:13	outranked	1	N. eines Pāda in den Mahānāmnī -Versen
puruza	pwg	pwg:46157:15	witness-too-common	4	weibliche Person, Weibchen
puruza	pwg	pwg:46157:17	cross-language-gap	0	Vgl
puruza	pwg	pwg:78761:2	witness-too-common	2	scheint für zu stehen ( vgl. )
puruza	pwg	pwg:78761:3	cross-language-gap	0	Vgl
puruza	pwg	pwg:78761:1	no-gloss	2	
viSAla	vcp	vcp:41822:1	no-citation-apparatus	0	viSAla tri0 vi + SAlac . 1 vistIrRe 2 vfhati ca amaraH . 2 mfgaBede 3 KagaBede puMstrI0 medi0 striyA NIz . 4 nfpaBede pu0 5 vfkzaBede Sabdara0 . 6 indravAruRyAm strI amaraH . 7 mAhendravAruRyAm 8 upodakyAM ca strI rAjani0 . 9 ujjayinInagaryyAM strI medi0 . 10…
viSAla	ap90	ap90:26539:3	no-shared-witness	1	2 Rich or abounding in
viSAla	ap90	ap90:26539:6	no-shared-witness	0	1 A kind of deer
viSAla	ap90	ap90:26539:9	no-shared-witness	1	1 N. of the town Ujjayinī
viSAla	ap90	ap90:26539:10	no-shared-witness	0	2 N. of a river
viSAla	ap90	ap90:26539:11	no-shared-witness	0	Comp
viSAla	ap90	ap90:26539:12	no-shared-witness	0	a. large-eyed
viSAla	ap90	ap90:26539:14	no-shared-witness	0	1 N. of Viṣṇu
